Rank	Ligand	SMILES	Binding Affinity (kcal/mol)	CNNscore	CNNaffinity
3957	Z1870407192	CCN1C=C(C=N1)C2CCN(CC2)C(=O)CCC=3C=CC(=CC3)C(=O)O	-8.75	0.681376	7.510737
3958	Z56902251	CC1CC(C)CN(C1)C(=O)COC(=O)C2=CC(=O)NC(=O)N2	-8.75	0.769152	6.941500
3959	Z1762714852	COC=1C=CC=CC1OCC(=O)N2C[C@@H](O)C(C2)N(C)CC(=O)O	-8.75	0.620993	6.482584
3960	Z1207233784	CC=1C=C2N=CC(C(=O)NCC3CCCN3CC=4C=CC=CC4)=C(C)N2N1	-8.75	0.803357	7.549129
3961	Z1863907347	O=C(C=1C=NC(=CN1)OCC=2C=CC=CC2)N3CCC=4C=CC=C(F)C4C3	-8.75	0.503772	7.606719
3962	Z1862635129	CC(C)(O)C(=O)NCC1=CSC(COC=2C=CC=CC2)=N1	-8.75	0.929399	7.187024
3963	Z2997517256	CS(=O)(=O)C1(CC1)C=2C=CC(=CC2)C3=NOC(CC4CCCO4)=N3	-8.75	0.514574	7.218070
3964	Z1230340209	COC(=O)CCNC(=O)NC1=CC=C2OC(=NC2=C1)C(F)(F)F	-8.75	0.718497	6.839783
3965	Z2972668033	O=C(NC1CCCN(CC=2C=CC=CN2)C1=O)N3CCC(CC3)C4CC4	-8.75	0.482754	7.417166
3966	Z1697340618	CCOC(=O)[C@H]1CCCN1C(=O)CCC=2C=C(F)C=CC2F	-8.75	0.831756	7.071098
3967	Z2301741713	CC=1C=C(C=C(C1)NC(=O)CC=2C=CC=3CCCCC3C2)CN	-8.75	0.931840	7.664254
3968	Z1590535451	CCC1OC=2C=C(C=CC2NC1=O)C(C)NCC=3C=CN(N3)C(C)C	-8.75	0.842183	7.524776
3969	Z450165210	CCCCC=1C=CC=2N=C(NC(=O)CC3=CSC(=N3)NC(=O)C(C)C)SC2C1	-8.75	0.936495	8.411211
3970	Z56830651	CN(C)S(=O)(=O)C=1C=CC=C(C1)C(=O)N(C)C=2C=CC=CC2C(=O)O	-8.75	0.940756	7.794182
3971	Z2275321012	CC(C)CC=1N=CC(=CN1)NS(=O)(=O)C=2C=CC=C(Cl)C2O	-8.75	0.845070	7.447537
3972	Z2971545010	CCC=1C=CC2=C(C1)CCN2C(=O)NCC3=CC=C(O3)C(N)=O	-8.75	0.869006	7.100843
3973	Z4602250308	CC=1C=CC(=CC1C(=O)NC=2C=NC=3NN=CC3C2)S(=O)(=O)NC=4C=CC=CC4F	-8.75	0.889233	8.088445
3974	Z1413831903	O=C(NC=1C=CC=C(C1)C2=NC=3C=CC=CC3S2)C4=CN=CC(F)=C4	-8.75	0.704722	7.689629
3975	Z2187975176	O=C(C=1C=CN(N1)C2CCCC2)N3CCC(C3)N4C=CC=N4	-8.75	0.479745	7.258514
3976	Z3046836750	NC1CN(CC21CCC2)C(=O)NCC=3C=CC=C4OCCOC34	-8.75	0.901903	7.367020
3977	Z987941610	COC(=O)C=1C=CC(NC(=O)N2CCC(C2)C=3C=CC(=CC3)OC)=C(C)C1	-8.75	0.852657	7.582257
3978	Z2442452515	CC1=C(N=NN1C=2C=CC=3OCCOC3C2)C4=NC(=NO4)C5(N)CCCC5	-8.75	0.359874	7.822870
3979	Z3042646412	O=C([C@H]1C[C@H]2OCC[C@H]2N1)N3CCN(CC3)C=4N=CC=CC4F |&1:2,4,8,r|	-8.75	0.751839	7.292055
3980	Z1419585017	CN1C(N)=NN=C1SCC=2C=CC(=CC2)C3CCCCC3	-8.75	0.867325	7.631539
3981	Z1167885627	CCCC=1NN=C(C(=O)NCC=2C=CC=CC2Cl)C1[N+]([O-])=O	-8.74	0.794693	7.375302
3982	Z2913067757	O=C(O)C1(CC1)C(=O)N2CCC(C(F)(F)F)C3(CCOCC3)C2	-8.74	0.599128	7.038477
3983	Z2296076098	CC1=CC(C)=NN1C(C)CC(=O)N2C[C@@H](C(=O)O)[C@H](C2)C=3C=CC=CC3 |&1:14,18,r|	-8.74	0.919001	7.866614
3984	Z1940305314	CCNC(=O)C=1C=CC(=CC1)NC(=O)N2CCC(C2)C=3C=CC(C)=CC3C	-8.74	0.936465	7.538991
3985	Z2768784007	COC(=O)C1CCC2=NN=C(CC3=CNC=4C=CC=CC34)N2C1	-8.74	0.944613	7.915266
3986	Z2256402839	COC=1C=CC(C)=CC1CC(=O)N[C@H]2CCC[C@H]2C(=O)O |&1:13,17,r|	-8.74	0.911737	7.238014
3987	Z4054209140	CC(C)OCC(=O)N1CC[C@H](C1)NC=2N=CC=C(N2)C(F)(F)F	-8.74	0.963471	7.581608
3988	Z1161291600	CCS(=O)(=O)N(C)C1CCN(CC1)C(=O)C2CC(=O)N(CC=3C=CC(C)=CC3)C2	-8.74	0.587586	7.894857
3989	Z4120246045	O=C(NCCC1=NC(=NN1)C=2C=CC(Cl)=CC2)C3=CC=NN3C=4C=CC=CC4	-8.74	0.837079	7.815286
3990	Z56903257	C1=NNC=2N=CN=C(NC=3C=CC=4OCCOC4C3)C12	-8.74	0.935701	7.665329
3991	Z4610110896	O=C(CC=1C=CC=C(Cl)C1)NC=2C=NC=C3C=CN=CC23	-8.74	0.953406	7.643745
3992	Z135529522	CC(=O)NC=1C=CC(=CC1)CC(=O)NC2=CC=CC(C)=N2	-8.74	0.897698	7.229827
3993	Z963731296	COC=1C=CC=C(CNC(=O)C2CC(=O)N(C2)C3CCCC3)N1	-8.74	0.762728	7.141677
3994	Z1575640807	CC=1C(=CC=CC1C(=O)N2CCOCC2)NC(=O)C=3C=NC=4OCC(=O)NC4C3	-8.74	0.728140	7.468172
3995	Z82212077	O=C(NC1=NC=2C=CC(F)=CC2S1)C=3C=C(Cl)C=CN3	-8.74	0.966328	7.719179
3996	Z203892520	O=C1C=C(N=C2C=CC=CN12)NCCC3=CCCCC3	-8.74	0.890423	7.563818
3997	Z48799103	CC(OC=1C=CC(F)=CC1)C(=O)NC=2C=CC(=CC2)N3CCCC3=O	-8.74	0.815446	7.224537
3998	Z1567826157	OC=1C=C(C=CN1)CNC=2N=C(N=C3CCCC23)C4=CC=CN=C4	-8.74	0.975088	7.968665
3999	Z1455328954	CC(C)[C@@H](NC(=O)CC1=CC=C2OCOC2=C1)C(=O)O	-8.74	0.833231	6.880172
4000	Z1781029937	COC=1C=C(C=CC1F)NC(=O)N2CCC(CN3CCCCC3)C2	-8.74	0.887387	7.675344
4001	Z1091676890	NC(=O)CCC=1C=CC(=CC1)NC=2N=CN=C3C=4C=CC=CC4OC23	-8.74	0.850865	7.681883
4002	Z4224490622	Cl.CC1CCNCC1NC(=O)NC=2C=CC=C(C2)C(=O)OCC=3C=CC=CC3	-8.74	0.585761	7.201072
4003	Z3523394976	CC(CC=1C=CC=CC1C(F)(F)F)NC(=O)C=2C=C(NN2)C(=O)O	-8.74	0.734570	7.398138
4004	Z1200331237	O=C(NC=1C=CC=2NC(=O)COC2C1)N(CCC3=CC=CC(F)=C3)C4CC4	-8.74	0.933721	7.827512
4005	Z1743474746	O=C(NC=1C=CC(=CC1)CCC(F)(F)F)C=2C=CN=CN2	-8.74	0.892773	7.141463
4006	Z2933130774	O=C(CC=1C=CC=CC1OC2CCCC2)NC[C@H]3CCCC(=O)N3	-8.74	0.855261	7.514525
4007	Z1269040607	CC(C)C(=O)NC1=CC=CC(=C1)NC(=O)N2CCC(C2)N3CCOCC3	-8.74	0.907606	7.362486
4008	Z2353766882	CC=1C=C(F)C=CC1C2=CC=C(CN(C)CC(=O)O)O2	-8.74	0.867912	7.149440
4009	Z2968766900	CC1=NSC(=N1)N2CCN(CC=3C=CC=C4NC(=O)OC34)CC2	-8.74	0.765867	7.397294
4010	Z1376326698	CC1=C(C=NN1C)C(=O)NCCC2=CSC(=N2)C=3C=CC=CC3	-8.74	0.888463	7.725744
4011	Z2617816967	CC1=NC=C(CNC(=O)N[C@@H]2CCO[C@H]2C3=CC=NN3CC4CC4)O1 |&1:10,14,r|	-8.74	0.772830	7.419601
4012	Z1161473438	CCS(=O)(=O)N(C)C1CCN(CC(=O)NC2=CC(C)=NN2C3=CC=CC=C3F)CC1	-8.74	0.912966	8.167533
4013	Z1508524089	CCC1=CN=C(NC(=O)NCCC=2C=CC(O)=CC2)S1	-8.74	0.900588	7.213720
4014	Z2569576454	CCN(C(C)=O)C=1C=CC(=CN1)NS(=O)(=O)C=2C=CC=C3OCOC23	-8.74	0.757195	7.393206
4015	Z2962260555	CC=1C=CN(CC(C)C(=O)N2CCN3N=C(C=C3C2)C(F)(F)F)N1	-8.74	0.821143	7.659610
4016	Z2058973245	CCC=1C=CN=C(C1)CNC(=O)C2CCC=3NN=NC3C2	-8.74	0.986657	7.772129
4017	Z2762039059	CC=1N=CC=C(C1Cl)N2C[C@@H]3COCC[C@@]3(C2)C(N)=O	-8.74	0.813246	7.412477
4018	Z135171054	O=C1NC=2C=CC=CC2N1C3CCN(CC(O)COCC4=CC=CO4)CC3	-8.74	0.882357	7.705372
4019	Z3026367260	C#CCCC1(CCC(=O)NCC2CCN(C2)C=3C=CC(F)=CC3)N=N1	-8.74	0.931816	7.944954
4020	Z816539982	CC=1C=CC(=CC1F)C(=O)N2CCN(CC2)C(=O)CN3C=NC4=CC=CC=C43	-8.74	0.649587	7.408701
4021	Z1313273275	[O-][N+](=O)C1=CN(C=CC1=O)CC2=NOC(=N2)C=3C=CSC3	-8.74	0.358193	7.175933
4022	Z407262770	CC=1C=CC=CC1C(=O)NC2CCN(CC2)C(=O)C3=CC=CS3	-8.74	0.410342	6.817858
4023	Z2866906515	C#CCCC1(CCC(=O)NC2=CC=CC=3CCCCC23)N=N1	-8.74	0.945668	7.874853
4024	Z1135228369	CN1CCOC(CNCC=2C=CC(=CC2)OCC=3C=CC=NC3)C1	-8.74	0.769604	6.956647
4025	Z3053696197	CC(C)(NC(=O)C=1C=CC=2C=CN=CC2C1)C(O)C(F)(F)F	-8.74	0.717133	7.095029
4026	Z4365037868	CCCN1C=C(C=N1)NC=2C=CC3=NN=C(C=4C=CC=C(F)C4)N3N2	-8.74	0.983713	8.234923
4027	Z1650187721	FC=1C=CC=C(C1)C2=NN3C=NC=4C=CC=CC4C3=N2	-8.73	0.867625	7.399623
4028	Z2936915475	O=C(CCN1CCC(C1)C=2N=CC=CN2)NC=3C=CC=C(F)C3	-8.73	0.691457	7.204383
4029	Z1798291441	CC=1C=CC(C#N)=C(N1)NCCCC2=NN=C3C=CC=CN23	-8.73	0.947640	8.142904
4030	Z2591070046	C1=CN(N=C1CNC2CC3(C2)CCOCC3)C=4C=CC=CC4	-8.73	0.596053	7.108802
4031	Z2293775777	CN1C=C(C=N1)C2CCN(CC2)C(=O)N[C@H]3CCCC[C@H]3CC(F)(F)F	-8.73	0.617398	7.782437
4032	Z1331721653	O=C(NCC1=NNC(=O)N1)C2=CC=C3NC(=O)COC3=C2	-8.73	0.932232	7.022243
4033	Z1118522209	OC1(CNCC2=CC=C(S2)C=3C=CC=CC3)CCOCC1	-8.73	0.902126	7.114089
4034	Z3582655231	O=C(CCNC(=O)C=1N=CC=CC1O)N2C[C@H]3OCC[C@H]32 |&1:16,20,r|	-8.73	0.610183	6.506870
4035	Z1169929994	CC(C)(C)C(=O)NCCC1=NC(=NO1)C23CC4CC(CC(C4)C3)C2	-8.73	0.565197	7.737527
4036	Z1471914439	CC=1SC(=CC1C=2C=CC(F)=CC2)C(=O)NC=3C=CC=C(C3)C4CNC(=O)C4	-8.73	0.897747	7.972077
4037	Z1066855426	CC=1C=CC=C(C1)NC(=O)NC=2C=CC=C(C2)CNC(=O)CN(C)C	-8.73	0.877005	7.446525
4038	Z1866783335	O=C(C1=CC=2SC=CC2N1)N3CCC(CC4CCCC4)C3	-8.73	0.899138	7.695113
4039	Z2604790390	CC=1OC(=NC1CN2CCC(CN3CCCC3=O)C2)C=4C=CC=CC4	-8.73	0.592993	7.521290
4040	Z1273814089	O=C(NC=1C=CC=2NC(=NC2C1)C3CCCO3)C4=CNN=C4C=5C=CC(F)=CC5	-8.73	0.889428	7.981990
4041	Z3016334387	CC1=CC=2C=C(C=CC2N1)NC(=O)NCCN3CCN(C)CC3	-8.73	0.936114	7.191141
4042	Z1498372788	CCC=1C=CC=C(C1)CC(=O)NC2CCC=3NN=CC3C2	-8.73	0.941421	7.503037
4043	Z3216005232	O=C(NC1(CCCC1)C(F)F)C2=CN(CCN3CCOCC3)N=N2	-8.73	0.345202	7.174832
4044	Z369361314	COCC(=O)NC=1C=CC(=CC1)NC(C)C(=O)NC2CCC(C)CC2	-8.73	0.909963	7.270144
4045	Z1533659322	CC=1C(=NNC1NC(=O)C=2C=CC(=CC2)N3C=CN=N3)C4CC4	-8.73	0.932223	7.614381
4046	Z383927558	O=C(NC1CCCN(CC=2C=CC=CC2)C1)C3CCC(NC3=O)C(F)(F)F	-8.73	0.881092	7.486191
4047	Z1753972780	CO[C@@H]1C[C@H](C2=NN=C(C)O2)N(C1)C(=O)C=3C=CC(=NC3)N4CCC(C)CC4	-8.73	0.501599	7.724438
4048	Z2949222668	CCC1=NN=C(O1)C=2C=CC(=CC2)NC(=O)NCC3(C)CCCCO3	-8.73	0.781377	7.279830
4049	Z1538463727	O=C(NC=1C=CC=2CCNC(=O)C2C1)N3CCN(CC3)C4=NC=CC=C4F	-8.73	0.756716	7.428710
4050	Z2382692253	CNC(=O)CC1(O)CCCN(C1)S(=O)(=O)CC2=CC=C(C)C(F)=C2	-8.73	0.779257	7.308183
4051	Z88910146	CC(=O)N1CCC=2C=C(C=CC21)NC(=O)CN(C)CC=3C=CC=CC3	-8.73	0.668322	7.288835
4052	Z2866906980	C#CCCC1(CCC(=O)NC=2C=C3C=CC=CN3N2)N=N1	-8.73	0.884923	7.626828
4053	Z606369712	NC(=O)C=1C=CC(=CC1)NC(=O)C=2C=C(F)C=C3NC=NC23	-8.73	0.936469	7.329548
4054	Z1264466558	CC1=CN2CC(CCC2=N1)NC(=O)C3CC=4C=CC=C(F)C4O3	-8.73	0.896498	7.361998
4055	Z2482203900	O=C(O)[C@H]1CC[C@H](C1)C(=O)NC2(CC2)C=3C=CC(=CC3)C(F)(F)F |&1:3,6,r|	-8.73	0.670888	6.997547
4056	Z2440863942	O=C(CCCC1=NC(=NO1)C2CC2)N3CCCC(C3)N4CCNCC4=O	-8.73	0.536762	7.522328
4057	Z3578360863	O=C(CCNC(=O)C=1N=CC=CC1O)N2C[C@H]3COC[C@H]3C2	-8.73	0.860069	7.033461
4058	Z1798354899	CC1=NC(C)=C(CNC2=NC=CC(=N2)NC3CCCOC3C(C)C)S1	-8.73	0.944381	8.231846
4059	Z2638789763	CC1(C)NC(=O)CCC1NC(=O)C2=CON=C2C(F)(F)F	-8.73	0.835341	7.275870
4060	Z363595040	CC=1C=C(C)C(NC(=O)C2=CC=C(O2)C=3C=CC(F)=CC3)=C(C)N1	-8.73	0.854111	7.652673
4061	Z1082778292	NS(=O)(=O)CCCNC=1N=C(N=C2CCCC12)C=3C=CC=NC3	-8.73	0.884107	7.709261
4062	Z2362234612	CC(C)COC=1C=CC=CC1NC(=O)N2CCOC(C2)C(=O)O	-8.73	0.872942	6.891868
4063	Z1127174098	O=C1C=C(CN2CCC(CC2)C=3C=CC=CC3)NC4=CC=NN14	-8.73	0.693618	7.338408
4064	Z2495816268	O=C(NCC(CO)CC1=CC=CO1)C2=CC(=O)NC(=N2)C3CC3	-8.73	0.924784	7.551427
4065	Z18311138	COC=1C=CC(NC(=O)COC(=O)C=2C=CC(C)=CC2)=C(C1)OC	-8.73	0.738686	6.760643
4066	Z21377873	O=C(CCCNC(=O)C=1C=CC(Cl)=CC1)OCC2=CN3C=C(Cl)C=CC3=N2	-8.73	0.496334	7.306236
4067	Z2386648479	CCN1C=C(C=N1)O[C@@H]2CN(CCOCC3CCCC3)C[C@H]2O	-8.73	0.808956	7.181854
4068	Z4617306413	CC(C)(C)OC(=O)CNC(=O)CCNC1=NC=2C=CC=CC2S1	-8.73	0.824875	7.206343
4069	Z1002427608	O=C(CNC=1C=CC=2SC=NC2C1)NC3CCCCC3	-8.73	0.633485	6.972897
4070	Z1676063448	CCOC1CC(NC(=O)NC2CCN(CC=3C=CN=CC3)CC2)C41CCCO4	-8.73	0.668800	7.455376
4071	Z2198127669	COC=1C=CC=C(C1)CC2CCN(CC2)C(=O)CC3=NN=C(C)O3	-8.73	0.687454	7.372298
4072	Z3605942089	O=C(CCC=1C=CC=CC1F)NC2=NC(CO)=NN2	-8.73	0.765445	6.893173
4073	Z1535730074	CN1C=C(C=N1)C(=O)NC=2C=CC=3NN=C(C(N)=O)C3C2	-8.73	0.976979	7.400575
4074	Z1391555004	CC1(NC(=O)N(CC(=O)NC2CCN(C2)C=3N=CC=CC3F)C1=O)C4CC4	-8.73	0.751736	7.845638
4075	Z1488589885	CC(C(=O)NC=1C=CC=C(C1)CCC(=O)O)N2C=NC=3C=CC=CC32	-8.73	0.895466	7.277482
4076	Z3061354999	CC(=O)NC=1C=CC(=C(F)C1)S(=O)(=O)N(C)CC(CO)CO	-8.73	0.962868	7.549254
4077	Z827262894	CC=1N=C(NC1C)C=2C=CC=C(C2)NC(=O)C=3C=NC(C)=CN3	-8.73	0.987484	7.896117
4078	Z838628062	CC1CN(CC(C)O1)C(=O)C=2C=CC(=CC2)CNC(=O)CC(F)(F)F	-8.72	0.550801	6.813264
4079	Z2916628769	CC1(C)COC(CNC(=O)C2=COC(CN3CC[C@H](O)C3)=N2)C1	-8.72	0.623869	6.824115
4080	Z2141172534	C[C@H](NS(=O)(=O)C1=CC=CC=C1F)C(=O)NC2CCCC2(F)F	-8.72	0.758344	7.109845
4081	Z2489464236	COCC=1N=C2CCC(CN2N1)NC(=O)C=3C=CN=C(C3)C(=O)O	-8.72	0.718865	6.995675
4082	Z1445440379	CCCOC=1C=CC(=CC1)CCC(=O)N2CCOC(CC(=O)O)C2	-8.72	0.841832	6.816910
4083	Z1765922709	O=C(NCC1(CC1)C=2C=CC(=CC2)C(F)(F)F)NC(CO)CC=3C=CC=CC3	-8.72	0.719394	7.418565
4084	Z1895025966	CN1CCC2(CCN(CC3=NN=C(O3)C=4C=CC=C(F)C4)CC2)C1=O	-8.72	0.695203	7.697680
4085	Z1698633194	CC=1OC=2C=CC=CC2C1C(=O)NCC(C)N3CCC=4SC=CC4C3	-8.72	0.942470	7.950627
4086	Z2905425908	CN1C(=O)CCCC1C(=O)NCC=2C=CC=C(C2)OCC(F)(F)F	-8.72	0.790433	7.390820
4087	Z44548270	CC=1C=CC(=CC1C)S(=O)(=O)N2CCN(CC3=CC(=O)OC=4C=C(O)C=CC34)CC2	-8.72	0.613058	7.595622
4088	Z3173370134	CC(C)CC=1N=CC(=CN1)NC(=O)C=2C=CC(=CC2Cl)C(=O)O	-8.72	0.624590	7.260283
4089	Z1958175280	COC=1C=CC=C(C1)S(=O)(=O)N2CCC(C2)OC3=CC=CC(F)=C3	-8.72	0.643546	7.328405
4090	Z2912237858	CC1=CC(=CC(=O)N1)CNC(=O)CC(C)C(F)(F)F	-8.72	0.878579	7.309416
4091	Z1648945594	CN1N=NC=C1CN2CCN3C(=O)N(C(=O)C3C2)C=4C=CC=CC4	-8.72	0.466859	7.164903
4092	Z1608953212	CC1=NC(=NN1)C=2C=CC=C(C2)NC(C)CN3C=C(Br)C=N3	-8.72	0.968241	7.889082
4093	Z2900717357	O=C1NCCN2C(CCNC3=NC=4C=CC=C(F)C4S3)=NN=C12	-8.72	0.713978	7.734715
4094	Z1230516099	CC1(C)C(=O)NC(=O)N1CC(=O)NC=2C=CC=C(C2)CN3CCCC3C(N)=O	-8.72	0.913534	7.748703
4095	Z1870287538	O=C(NCC1=NOC(=N1)C2CC2)C3CC=4C=CC=CC4C3	-8.72	0.740500	6.993816
4096	Z2608003962	COC=1C=CC=CC1CC2=NOC(=N2)C3CCCC=4NN=NC43	-8.72	0.865185	7.779468
4097	Z1376326262	COC=1C=CN=C(C1)C(=O)NCCC2=CSC(=N2)C=3C=CC=CC3	-8.72	0.830402	7.556043
4098	Z441606942	CC1=CC(=NN1C=2C=CC=CC2)C(=O)NC=3C=CC=CC3Br	-8.72	0.863772	7.599053
4099	Z3855553181	CC=1C=CC(=CC1C(=O)NCC2CC32CCOC3)C=4C=CC=CC4	-8.72	0.901312	7.268257
4100	Z2762830397	NC=1C=NNC1C2CCN(C2)C(=O)CN3C(=O)CCC=4C=CC=CC43	-8.72	0.911316	7.782085
4101	Z1269374513	CNC(=O)CN1C=CC2=CC=C(C=C21)NC(=O)CN3C(=O)NC(C)(C3=O)C4CC4	-8.72	0.921477	7.818725
4102	Z2950183772	CCC1=NN(C)C=C1NC(=O)NCC2=NC(=NO2)C(F)(F)F	-8.72	0.757161	7.287458
4103	Z1537222166	CC=1C=C(N=CC1[N+]([O-])=O)NC2CCC(F)(F)CC2	-8.72	0.855841	7.426595
4104	Z1972780535	O=C(NC1(CCC1)C2=NN=CN2)C=3C=C(ON3)C4CC4	-8.72	0.931477	7.808603
4105	Z819621298	COC1=CC=C2CCN(CC2=C1)C(=O)CCC=3C(C)=NNC3C	-8.72	0.960712	7.760587
4106	Z1954646386	CC1=NOC(CCCC(=O)N2CCCC(C2)C3=NC(=NO3)N(C)C)=N1	-8.72	0.836620	7.866518
4107	Z400661712	CC1CN(CC2=CC(=NO2)C=3C=CC(Cl)=CC3)C(C)CO1	-8.72	0.624726	6.821262
4108	Z2165975638	CN1C=NC=C1C(=O)NCCN2CCC3(CCCCC3)CC2	-8.72	0.697981	7.115297
4109	Z1348522601	O=C1C(CCN1C=2C=CC=C(Cl)C2)N3CCC(CC3)C4=CNC=5N=CC=CC45	-8.72	0.725513	7.837766
4110	Z2483006480	O=C(O)C=1C=CC=C(C1)OCCN2CCCC3(CCOCC3)C2	-8.72	0.662711	6.772118
4111	Z2973986091	CO[C@@H]1CCOC[C@H]1NC(=O)NCC=2C=CC(=CC2F)C3CC3 |&1:2,7,r|	-8.72	0.927172	7.149077
4112	Z2836905846	O[C@@H]1CN(CCOC=2C=CC=C(Cl)C2)C[C@H]1N3C=CN=N3 |&1:1,15,r|	-8.72	0.600586	6.987667
4113	Z1218035226	CC1=CC=C(O1)C2CCCN2CC3=CC(=O)N4N=CC=C4N3	-8.72	0.493343	7.208547
4114	Z838507276	CC1=NOC(C)=C1CNC(=O)N2CC=C(CC2)C3=C(C)NC=4C=CC=CC34	-8.72	0.930636	8.186855
4115	Z3337828837	O=C(C=1C=CC(=CC1Cl)NCC=2C=NSC2)N3CCOCC3	-8.71	0.915700	7.392793
4116	Z369184430	CC1CCC(CC1)NS(=O)(=O)C=2C=C3OCC(=O)NC3=CC2Br	-8.71	0.609097	7.534167
4117	Z2370202932	CN1C=NC=C1C2=NOC(=N2)[C@@H]3C[C@H]3C=4C=CC=C(O)C4 |&1:11,13,r|	-8.71	0.876337	7.291410
4118	Z2435088413	CCCC(N)C(=O)NCC=1C=CC=C(C1)NC(=O)C(C)CC	-8.71	0.970352	7.642598
4119	Z383973606	CC(C(=O)NC=1C=CC=C(C1)NC(=O)C=2C=C(NN2)C3CC3)N4C=CC=N4	-8.71	0.832603	7.768622
4120	Z2932000622	CC1=CC(C)=NC(=N1)N[C@@H]2CC=3C=CC=CC3[C@H]2N	-8.71	0.969876	7.532119
4121	Z878847348	CN1C=CC=C1C(=O)NCC2CCN(C2)C=3C=CC(Cl)=CC3	-8.71	0.766338	7.216096
4122	Z3368236498	CC1=CC(=CC(F)=C1)N2C=C(N=N2)C(=O)NC3CN(C)CC3(C)C	-8.71	0.677577	7.827761
4123	Z2838331329	CN(CC(O)COCC1=CC=CC=C1F)[C@@H]2CCCC[C@H]2O |&1:15,20,r|	-8.71	0.896287	7.007275
4124	Z1212843977	OCCOC1CCCN(CC2=CSC(=N2)NC=3C=CC=CC3)C1	-8.71	0.715934	7.357445
4125	Z1225459237	COC=1C=C(C)N=C(N1)N2CCN(CC=3C=CC=C(O)C3)CC2	-8.71	0.736689	7.317270
4126	Z1341996359	CCN(C(=O)NC=1C=CC=C(C1)C(=O)NC)C2CCN(C2=O)C=3C=CC=CC3	-8.71	0.823622	7.628558
4127	Z2960091531	CCCC1=CC(=CC(=O)N1)C(=O)N2CCCCC2C3=NN=CN3	-8.71	0.708286	7.955619
4128	Z1952807963	O=C(CCC1=CNC=N1)N2CCOC(C2)C=3C=CC=C(Cl)C3	-8.71	0.916860	7.433547
4129	Z741301112	O=S(=O)(NCC=1C=CC(=CC1)N2C=NC=N2)C=3C=CC(=CC3)C(F)(F)F	-8.71	0.655606	7.401142
4130	Z666711918	O=C1NC(CC=2C=CC(O)=CC2)=NC=3C=C(SC13)C4=CC=CC(Cl)=C4	-8.71	0.955120	8.336628
4131	Z3426195503	C#CCCC1(CCC(=O)NC2=CC=C(C(=C2)OC)N3CCCCC3=O)N=N1	-8.71	0.908830	7.712763
4132	Z382905318	O=C(NCCCN1CCOCC1)C=2C=CN(N2)C=3C=CC=CC3	-8.71	0.776630	7.293683
4133	Z2212343401	C1=NC=2C(=NC=NC2N1C3CC3)NC4CCN(CC=5C=CC=CC5)CC4	-8.71	0.953327	8.156885
4134	Z2623207548	CS(=O)(=O)C=1C=C(C=CC1Cl)NC(=O)NC2CCC3(CC3(F)F)CC2	-8.71	0.901727	7.692359
4135	Z734943210	COC=1C=CC=C(C1)N2CCN(CC2)C(=O)C3=CN=CC4=CC=CC=C34	-8.71	0.731987	7.538805
4136	Z990794124	N#CC=1C=CC(=NC1)NCC2CCN(CC3(O)CCCCC3)C2	-8.71	0.959614	7.679168
4137	Z3538487078	O=C(NC1CC(=O)N(C1)C2CC2)C=3C=CC(F)=C(O)C3F	-8.71	0.742714	6.886495
4138	Z1587504591	CC=1C=CC(=CC1)S(=O)(=O)CCCN2C(=O)NC(C)(C2=O)C=3C=CC(F)=CC3	-8.71	0.583303	7.411147
4139	Z340521870	COCCN1CC(CC1=O)C(=O)NC=2C=CC=3NN=CC3C2	-8.71	0.907209	7.094355
4140	Z2607607020	O=C(O)C1(CC=CC1)C(=O)NC=2C=CC(=CC2)CN3C(=O)CNC3=O	-8.71	0.713427	6.977311
4141	Z813067034	CC(C)OC=1C=CC(=CC1)NC(=O)NC=2C=CN=CC2	-8.71	0.929404	7.065826
4142	Z1583295509	CC1=NN=C(CNC=2C=CC(=CC2C)C(=O)N3CCCC(C)C3)S1	-8.71	0.983377	8.141646
4143	Z2774659288	CC=1N=CC=C(N1)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3C4CCOCC4 |&1:15,17,r|	-8.71	0.785583	7.494087
4144	Z1331724561	C#CCNS(=O)(=O)C=1C=CC=C(C1)C(=O)N2CCC2CC=3C=CC=CC3	-8.71	0.941890	7.939569
4145	Z2057704169	CC1(O)CCOCC1C2CCCN2C(=O)NCC3=CSC=4C=CC=CC34	-8.71	0.868351	7.630986
4146	Z1699769535	CCOC=1C=C(N=CN1)NC2CCN(CC2)C(=O)NCC=3C(C)=NN(CC)C3C	-8.71	0.920412	8.451691
4147	Z411711596	CC(=O)NC=1C=CC(=CC1)NC(=O)N2CC=3C=CC=CC3C(C2)C=4C=CC=CC4	-8.71	0.803336	7.632988
4148	Z3687019117	O=C(N[C@@H]1CC(CN2C=CC=N2)C[C@H]1O)C=3C=CC=4C=CCCC4C3 |&1:3,13,r|	-8.71	0.794198	7.579016
4149	Z2961146940	CC1=CC=CN2C=C(C=C12)C(=O)NC[C@@H]3CCCO[C@H]3C=4C=NNC4 |&1:14,19,r|	-8.71	0.899801	7.831741
4150	Z1037367454	O=C(NCC=1C=CC=CC1Cl)C=2C=CC(=NN2)N3CCCC3	-8.71	0.707656	7.242603
4151	Z2001543260	O=C(OC1CCCC1)C2=CC(F)=CC=3NN=NC23	-8.71	0.925775	7.261847
