Rank	Ligand	SMILES	Binding Affinity (kcal/mol)	CNNscore	CNNaffinity
14375	Z2707071349	CC(C)(C)C1=CN=C(CN2CCCC(C2)N3C=C(N=N3)C(=O)O)S1	-6.65	0.770542	7.434722
14376	Z2204940770	COC=1C=C(C(=O)O)C(F)=CC1NS(=O)(=O)C=2C=NN(C)C2C	-6.65	0.722621	7.286104
14377	Z2278338263	C#CC=1C=CC(=CC1)CNC(=O)N2CCOCC2	-6.65	0.680850	6.142722
14378	Z2719030867	CC(C=1C=CC(=CC1)C(=O)N2CCC[C@H]2C(N)=O)C(F)(F)F	-6.65	0.918964	7.498360
14379	Z1742855689	CCN1C=C(C=N1)C2=NN(C)C=C2C(=O)NC=3C=CN=CC3	-6.65	0.954601	7.415198
14380	Z2053250504	CN1N=CC=C1[C@@H]2OCCC[C@H]2C(=O)N3CCC4=C(C=NN4C=5C=CC=CC5)C3	-6.65	0.578332	7.885797
14381	Z3091748002	CSC=1C=CC(=CC1)S(=O)(=O)N2CCC(CC2)C=3C=CN=NC3	-6.65	0.601147	7.139846
14382	Z2234838723	CC=1C=CC=NC1C(NCC2=CC=3C=CC=CC3N(C)C2=O)C(C)C	-6.65	0.715524	7.468967
14383	Z2960328082	CCCCC1(CC1)C(=O)N2CC[C@@H]3[C@H](C2)NC(=O)N3CCOC |&1:12,13,r|	-6.65	0.701720	7.294509
14384	Z255129494	CC=1C=CC(=CC1)C=2C=CSC2C(=O)NC=3C=CN=CC3	-6.65	0.887786	7.132592
14385	Z2899284344	CC=1C=CC=C(C1)[C@@H]2CN(C[C@H]2C(=O)O)S(=O)(=O)C3=CC=CO3 |&1:7,11,r|	-6.65	0.644309	7.144860
14386	Z2123207897	O=C(C=1C=C(C=CN1)N2C=CC=C2)N3CC(O)C4(CC4)C3	-6.65	0.718682	7.183772
14387	Z1896936508	CCCC1(COC)CCCN1C(=O)NCC=2N=CC=CC2C	-6.65	0.706991	7.299206
14388	Z2188412112	OCC1(CCN(CC=2C=CC=C3OCCOC23)C1)C=4C=CC=CC4	-6.65	0.464919	6.940809
14389	Z2000608759	CC(C)C=1C=CC(=CC1)S(=O)(=O)N2CCC(O)(CC2)C(C)(C)C(=O)O	-6.65	0.821553	7.363318
14390	Z2409776080	C1=CN(N=N1)C2CCCN(C2)C=3N=CN=C4NC=CC34	-6.65	0.789315	7.301582
14391	Z1513216483	CN(CCN1CCOCC1)C(=O)NC2CCOC(C)(C)C2	-6.65	0.459034	6.633537
14392	Z1756378405	CN1CC[C@@H](CNC(=O)C2(O)CCSCC2)[C@@H]1C3=CC=CN=C3	-6.65	0.539916	7.046973
14393	Z2010587304	CCN1C=NN=C1C2CN(CCO2)C=3C=CC(C)=C(C#N)N3	-6.65	0.437683	7.258354
14394	Z3324853385	CC=1N=CC(C(=O)N[C@@H](CC(C)C)C(=O)O)=C(N1)C2CC2	-6.65	0.692491	7.180513
14395	Z1251204375	CN1C=CN=C1N2CCN(CC2)C=3N=CN=C4SC=CC34	-6.65	0.608193	7.291885
14396	Z1196782507	COCC1CCCN(C1)C(=O)NCC(C)(C)C2=CC=C(F)C=C2Cl	-6.65	0.680253	7.565576
14397	Z2882503902	CC1=C(C=NN1C(C)C)C(=O)N(C)CC2=CC=NS2	-6.65	0.933793	7.480314
14398	Z1367145419	O=C1CCC=2C=C(C=CC2N1)S(=O)(=O)N3CCC4=C(F)C=CC(F)=C4C3	-6.65	0.748448	7.766324
14399	Z1851929717	CO[C@H]1CN(C[C@H]1OC)C(=O)C2(CCC2)N3CCOCC3	-6.65	0.788326	6.874008
14400	Z2483078825	CCC1=CC=C(O1)C2CC(C)CCN2CC3(CC3)C(=O)O	-6.65	0.801673	7.320183
14401	Z384359720	CNS(=O)(=O)C=1C=C(C(=O)NCC2CCOC2)N(C)C1	-6.65	0.824952	6.627789
14402	Z2798533480	CN(C(=O)N1CCCC(CN2CCC(O)C2)C1)C3CCCC3	-6.65	0.620275	7.124141
14403	Z1722886822	CCN(C(=O)NC1CCN(CCOC)CC1)C2CCN(CC=3C=CC=CC3)C2	-6.65	0.420493	7.159994
14404	Z1831088642	CCCOC=1C=CC(CNC(=O)C=2C=CC3=C(C2)NC(=O)C(C)N3C)=C(C)C1	-6.64	0.805483	7.810293
14405	Z1607870671	COC=1N=C(C)C=CC1C(=O)NC2(CCCC2)C3=NC=CS3	-6.64	0.470612	7.497593
14406	Z2761999640	CCC=1N=C(C#N)C=C(N1)N2CCC(CC2)[C@@H]3CC[C@@H](O3)C(=O)N(C)C	-6.64	0.694655	7.451488
14407	Z2298816275	C=C(CC)CNC(=O)C1CCCCN1C(=O)CCC	-6.64	0.652083	6.942780
14408	Z4238675740	CCC=1C=CC=C(C)C1NS(=O)(=O)C=2C=C(C)C(C)=CC2C	-6.64	0.798504	7.486732
14409	Z1769567635	CCOC1CC(CO)(NC(=O)CC2=CC=CS2)C1(C)C	-6.64	0.797038	7.174484
14410	Z1768183912	CN1CC(=O)N(CC(=O)NC2=CC=C3C(=C2)CCC(=O)N3CC(F)(F)F)C1=O	-6.64	0.526053	7.340094
14411	Z2020518213	CC1CC(C#N)(C1)C(=O)NC2CCC(=O)NC2(C)C	-6.64	0.899825	7.405731
14412	Z3388508018	CC(CN1C=NC2=CC=CC=C21)(NC(=O)C3CC3)C(=O)O	-6.64	0.699701	7.098544
14413	Z1770253642	CCOC(=O)C1=C(C)OC=2N=C(CN3CCC(CC3)C4=CNC=N4)N=C(N)C12	-6.64	0.667129	7.667910
14414	Z31194644	CC(C)N(C(C)C)S(=O)(=O)C=1C=CC(=NC1)N2CCC=3C=CC=CC3C2	-6.64	0.412888	7.686503
14415	Z1889121607	CC=1C=C(N(C)N1)N2CCCC(C2)NC(=O)NC=3C=CC=NN3	-6.64	0.781041	7.323499
14416	Z2763290282	CC1=NOC(=N1)[C@@]23CCC[C@H]3CN(C2)C(=O)CC4=CC=NN4C	-6.64	0.487631	7.132953
14417	Z2053817203	CCN1C(=O)C[C@@H](CNC=2C=CN=C3C=CN=CC23)[C@@H]1C4=CC=CN=C4	-6.64	0.782654	7.864269
14418	Z736779134	CCCC(=O)N1CCCC1C(=O)NC=2C=CC=C(C2)C3=NN=CN3C	-6.64	0.874210	7.499558
14419	Z2160786439	CCCC1=NC(=CO1)C2=NOC(=N2)[C@@H]3CC=4C=CC=CC4N3C(C)=O	-6.64	0.358402	7.459116
14420	Z2734713085	CN(C)C1(C)CCN(CC=2C=CC(=CC2)[N+]([O-])=O)CC1	-6.64	0.266910	6.672819
14421	Z1454965318	CC=1C=C(C=CC1C(=O)NC(C)C(=O)O)N2CCCS2(=O)=O	-6.64	0.521210	6.651103
14422	Z2527921601	CCN1N=C(C2=NN=C(NC3CC3)O2)C=4C=CC=CC4C1=O	-6.64	0.428587	7.129495
14423	Z1757756848	CC1=NN=C(O1)[C@H]2C[C@@H](O)CN2CC3=C(C)OC=4C=CC=CC34	-6.64	0.601909	7.421760
14424	Z3173273434	COC=1C=CC=C(C1)[C@@H]2C[C@H](C2)N(C)C(=O)C3(CC=CC3)C(=O)O	-6.64	0.816647	7.362040
14425	Z3034577021	N#CC=1C(N)=NC(=CC1C=2C=CC=CC2)CC3CCOC3	-6.64	0.933511	7.354117
14426	Z1761933236	CN(C[C@@H]1C[C@H](F)CN1CC2=CC=CS2)C(=O)C3(C#N)CCOCC3	-6.64	0.455576	7.276991
14427	Z1622848714	CCC1=NC(=CS1)C(C)NC(=O)NCC=2C=CC=CC2N3CCCCC3	-6.64	0.668766	7.490770
14428	Z2052168784	CN1C(CNC(=O)[C@H]2CCO[C@@H]2C3CCN(C)CC3)=NC=4C=CC=CC41	-6.64	0.703693	7.440052
14429	Z2384831343	CN1C=CN=C1[C@@H]2OCC[C@H]2CNC(=O)C(C)(C)C3CCC(O)CC3	-6.64	0.618403	6.948063
14430	Z1274223413	CCCC1=CC(=NN1)NC(=O)[C@@H]2CCCN2C(=O)C=3C=CC=CN3	-6.64	0.924017	7.589164
14431	Z1817510538	CCN1C=C(C=N1)[C@H]2OCCC[C@@H]2NC(=O)C=3C=C(C=CN3)N4CCNC(=O)C4	-6.64	0.719027	7.360703
14432	Z2990648115	C#CCC1CCCN(C1)C2=NN=NN2[C@H]3C[C@H](C3)OCC	-6.64	0.396379	7.272622
14433	Z4783455282	O=C(CCC1=CC=NN1)N2CC3CCCC(C2)N3C(=O)C4CC4	-6.64	0.744915	7.777390
14434	Z1542449917	O=C(C1=NNC=2CCCC12)N3CCC4(CCN(CC=5C=CC=CC5)C4)CC3	-6.64	0.605912	7.783569
14435	Z1560456596	CN(CC1CC21CCN(CC2)C(=O)C=3SC=CC3OC(F)F)C4CC4	-6.64	0.476631	7.429842
14436	Z2788203393	COC1=NC=2C=CC=CC2C=C1CN3CCCC(CCC(=O)O)C3	-6.64	0.507643	7.433164
14437	Z165143694	O=C(NC=1C=CC=CC1OC(F)(F)F)C=2C=CC=CC2Br	-6.64	0.651913	6.839534
14438	Z3099597381	CC(C)(CNC(=O)NC1CCN(CC1)C(=O)C2CC2)C3=CCOCC3	-6.64	0.472565	7.244859
14439	Z1008806314	CCN(CC)C(=O)C1CCCN1C(=O)CN2C(=O)C=NC=3C=CC=CC32	-6.64	0.367241	7.035386
14440	Z3020646726	CC1(CCCNC1)C(=O)NCC2(CC2)C3CCOCC3	-6.63	0.924581	7.389312
14441	Z2755403179	CC(CNC(=O)C=1OC=NC1C2CC2)(C(=O)O)C=3C=CC=CC3	-6.63	0.745190	6.955309
14442	Z94836327	CC=1C=C(N=C(N1)C(C)C)N2CCN(CC2)S(=O)(=O)C3=CC(F)=CC=C3F	-6.63	0.434285	7.754580
14443	Z2910687101	CN1C=NC=C1CCC(=O)N2CC=3C=CC=CC3C(C2)C(=O)O	-6.63	0.912345	7.701042
14444	Z852069578	CC=1NC=2C=CC=CC2C1C(=O)N3CCCC(CCC(=O)O)C3	-6.63	0.582022	7.272356
14445	Z1983513112	CC(NC(=O)C(CC=1C=CC=CC1)CC=2C=CC=CC2)C3=CC=C4NC(=O)CC4=C3	-6.63	0.879633	8.082973
14446	Z1779135296	CC=1C=CC=C(C1C#N)S(=O)(=O)N2CCNC(=O)C2CC(C)C	-6.63	0.905042	7.900791
14447	Z2483040835	CC=1C=CC(=CC1)C2CCCC2N(C)CC3=NC(=CS3)C(=O)O	-6.63	0.655468	7.120740
14448	Z2072437525	CNC=1C=CC(=CN1)C(=O)N2CCN3C(=O)N(C)C(=O)C3C2	-6.63	0.466083	6.592909
14449	Z4387720026	O=C1NC=2C=C(Br)C(=CC2N1)S(=O)(=O)N3CCN(CC3)C4=CC=CC=C4Cl	-6.63	0.399812	7.680433
14450	Z4662241030	CN1C=NC(=C1)S(=O)(=O)NC2=CC=C(C=C2OCCCO)C(=O)O	-6.63	0.625744	6.652066
14451	Z2872397363	CC=1C=CC=2C(=O)N(C(=O)C2C1)C(C)C(=O)NC3=NC(C)=NC=C3C	-6.63	0.785869	7.489069
14452	Z2597403942	O=C(O)C=1C=CC=CC1OCCN2CCC(C(F)(F)F)C3(CCOCC3)C2	-6.63	0.430117	7.225559
14453	Z1265764206	COC=1C=CC(C(=O)N2CCN(CC3=CC(C)=NO3)CC2)=C(C)C1	-6.63	0.303913	7.003134
14454	Z2897559994	CN(CC(=O)N(C)C1CCCCC1)C(=O)C2=C(C=NN2C)C(=O)O	-6.63	0.589253	7.244911
14455	Z2616121517	[O-][N+](=O)C=1C=NC(=NC1)N2CCC[C@H]3CCCC[C@H]32 |&1:13,18,r|	-6.63	0.300642	6.763235
14456	Z2053361361	CCOC=1C=CC(=CC1)C(=O)N2CCC(CC2)[C@H]3OCC[C@@H]3C(N)=O	-6.63	0.744066	7.080424
14457	Z2877146119	NC(=O)[C@@H]1CN(CC2=CN=C(S2)C3CC3)C[C@H]1C=4C=CC=CC4 |&1:3,16,r|	-6.63	0.701260	7.644006
14458	Z2242903326	CC(=O)N1CSCC1C(=O)N(C)C2CCNCC2	-6.63	0.661977	6.518146
14459	Z2242926611	CC1CC(N)CCN1C(=O)C2=CC(=CC=C2F)N3CCNC3=O	-6.63	0.851054	7.389320
14460	Z2506590165	CC=1C=NC(=NC1)OC2CCN(CC2)C3=C(N=CN3C)[N+]([O-])=O	-6.63	0.277631	7.059982
14461	Z4263442542	O=C(NC1CC(C1)N2C=NC=N2)C=3C=CC=C(C3)OC(F)(F)F	-6.63	0.654209	6.871233
14462	Z3346055902	CCCN1C=CC(CN2CCCC2C=3N=CC(=CN3)C(=O)O)=N1	-6.63	0.502673	6.938526
14463	Z2752838512	CCC(CC)CN(CC)C(=O)C=1C=C(C)N(NC(N)=O)C1C	-6.63	0.874683	7.811161
14464	Z2643441463	COCC(NC(=O)C=1C=CC(=CC1)OC(F)(F)F)C2CCOCC2	-6.63	0.626329	7.019577
14465	Z3009206834	CCC1CCN(CC1)S(=O)(=O)NCCC=2C=NOC2	-6.63	0.590481	6.862830
14466	Z2169844322	CC1(C)CCC(CC1)NC(=O)OC2CCOCC2	-6.63	0.772455	6.565877
14467	Z1264092048	CC1=NN(C)C(C)=C1CC(C)C(=O)NCC2(CCCCC2)N3CCOCC3	-6.63	0.669586	7.933967
14468	Z1276784317	CC1CN(CC(O1)C=2C=CC(F)=CC2)C(=O)NC3=NC=CS3	-6.62	0.507951	6.809241
14469	Z1828289622	CC=1N=C(CC2CC2)SC1C(=O)N3CCC=4C(C)=CC=CC43	-6.62	0.663528	7.629024
14470	Z2613622536	NS(=O)(=O)C=1C=CC=2NC(=NC2C1)N3CCOC(CF)C3	-6.62	0.656654	6.955520
14471	Z1622542162	CC1CN(C(=O)NCC2=CC=CC=C2N3C=CN=C3)C(C)CO1	-6.62	0.421799	6.924841
14472	Z1989661478	COC=1N=CC(CN2CCC[C@@H]2C(=O)OC(C)(C)C)=C(C)N1	-6.62	0.717402	7.275146
14473	Z666635724	O=C1NC(=NC=2C=C(SC12)C=3C=CC(F)=CC3)C4=CC=CS4	-6.62	0.640985	6.883916
14474	Z1739187969	CC1CCN(C1C(=O)O)S(=O)(=O)C=2C=CC=3COCC3C2	-6.62	0.822056	6.588689
14475	Z1663812992	CCOC1=NC(=CO1)C(=O)NC=2C(C)=CC=CC2C	-6.62	0.848387	6.900989
14476	Z4143981244	COC=1C=C(C)C(=CC1C(=O)O)C(=O)NC=2C=CC=CC2CN(C)C	-6.62	0.604128	6.831728
14477	Z317333952	CC1(C)CC(CC(C)(C)N1)NC=2C=CC(=CN2)S(N)(=O)=O	-6.62	0.915053	7.638046
14478	Z2850940449	CN1CCCC(C)(C)C1CNS(=O)(=O)C2CCC2	-6.62	0.577947	6.817954
14479	Z2347044819	CC=1C=C(N=C(N1)C2=CC=CS2)N3CCC(CC3)N(C)CCO	-6.62	0.864906	7.678258
14480	Z3368992112	CC=1C=C(NN1)C2CCCCN2C(=O)C=3C=CC=4SCC(=O)NC4C3	-6.62	0.804589	7.080017
14481	Z3063556582	CN(C)C=1N=CC=CC1O[C@H]2CCN(C2)C=3N=CC=CC3C#N	-6.62	0.509886	7.251262
14482	Z1997196377	CCCN(C(=O)C1=CC=CC=C1NC(=O)[C@H]2CCCC(=O)N2)C(C)C	-6.62	0.825294	7.340020
14483	Z2087734379	CC=1N=C(C=CC1C#N)N2CCC(C2)N3CCNCC3	-6.62	0.820749	6.767777
14484	Z1943296270	CC=1C=CC(=CN1)C(=O)N(C)C[C@@H]2C[C@H](F)CN2C=3C=CN=CN3	-6.62	0.564554	7.076971
14485	Z1891927821	CC=1C(Cl)=CC(=CC1Cl)N2C(=O)NC(C2=O)C3CCOCC3	-6.62	0.651750	7.354476
14486	Z4617238183	COC(OC)C=1C=CC(C(=O)NC2CC2C)=C(O)N1	-6.62	0.723364	6.564672
14487	Z1752520163	CC1COC(CN1C(=O)C=2C=CN=C3C=CN=CC23)C=4C=CC=CC4	-6.62	0.673575	7.424098
14488	Z3686229139	CCN(C)C=1C=C(N=CN1)N2C[C@H](O)C[C@@H]2CNC=3C=CN=C(N3)OC	-6.62	0.922816	7.599607
14489	Z2053831304	COC=1C=CN=C(N1)NC[C@@H]2CC(=O)N(C)[C@H]2C=3C=CN=CC3	-6.62	0.932627	7.687748
14490	Z1767591882	O=C(NC1(CO)CC=2C=CC=CC2C1)C3CC43CCOC4	-6.62	0.701961	6.754416
14491	Z2643495379	N#CC1(CCCN(C1)C(=O)COC=2C=CC=CC2F)C=3C=CC=CN3	-6.62	0.514877	7.587749
14492	Z2964534583	CC(C)C=1C=NC=C(C1)NC(=O)C2=C(C=NN2C)C3CCC3	-6.62	0.945340	7.889373
14493	Z2677388972	COC(=O)C(C)(CO)NS(=O)(=O)C=1C=CC(=CC1C)OC	-6.62	0.684608	6.547978
14494	Z2173405466	CC1=NC=C2CC(CCN12)C(=O)N3CCC43CCC4	-6.62	0.939629	7.553127
14495	Z56921129	CN(C=1C=CC(O)=CC1)S(=O)(=O)C=2C=CC(F)=CC2	-6.62	0.776926	6.863353
14496	Z2997274204	COC=1C=CC(=CC1C2=NOC(=N2)C3(CC3)N4C=CC=N4)C(C)(C)C	-6.62	0.651639	7.841195
14497	Z1226981625	CCC1=NC=2C=C(C=CC2O1)NC(=O)N3CCN(CC3)C4=CC=C(C#N)C=N4	-6.62	0.676317	6.904284
14498	Z3063557190	CCOC=1C=C(N=C(C)N1)N2CCN(C=3C=NC=CN3)C(C)C2	-6.62	0.181388	7.051527
14499	Z3052583144	CC(C)(CC=1C=CC(O)=CC1)C(=O)N2CCC(CC2)C=3C=CN=CN3	-6.62	0.818584	7.560540
14500	Z3416614685	CN=S1(=O)CCC2(CC1)CN(CCO2)C(=O)C(C)C=3C=CC(F)=C(F)C3	-6.62	0.495782	7.362013
14501	Z2003212128	O=C(C=1C=NC=CC1OC=2C=CC=CC2)N3CC4CCC(C3)O4	-6.61	0.523286	6.131154
14502	Z1504235633	CC(C)C1NC(=O)N(CC2=NC(=CS2)C(F)(F)F)C1=O	-6.61	0.823090	7.286188
14503	Z2409919022	O=C(C=1C=C(C=C(C1)OC(F)F)OC(F)F)N2CC3=CC=CN=C3C2	-6.61	0.610017	7.074523
14504	Z2254451893	CC(C)(C(=O)N1CCN(CC1)C(=O)C=2C=CC=3OCOC3C2)C4CCC4	-6.61	0.460377	6.975354
14505	Z2476427967	CC1(C)CC(C1)C(=O)N2CCC(CN3C=NN=C3)CC2	-6.61	0.769633	7.229475
14506	Z92255474	COC=1C=CC(=CC1)C2=NN=C(N2)SC(C(=O)N3CCOCC3)C=4C=CC=CC4	-6.61	0.563592	7.709428
14507	Z1481315589	CC1(C)CCC=2NC(=O)C(=CC2C1)C(=O)NCC3=CC=C(N=C3)N4CCCC4	-6.61	0.812190	7.417358
14508	Z2242001820	CNCC(=O)NC=1C=C(C)N(N1)C=2C=CC(F)=CC2	-6.61	0.862082	6.958056
14509	Z1940805508	CC(OCC1CCCO1)C(=O)N2CCOC3(CCOC3C)C2	-6.61	0.348042	6.112741
14510	Z302181900	CC(C)CNC(=O)CN1CCN(CC1)C2=NN3C=C(N=C3S2)C=4C=CC=CC4	-6.61	0.146313	7.443079
14511	Z1868712630	COC(=O)CC[C@H]1NC(=O)N(C1=O)C=2C=CC=CC2OC(F)(F)F	-6.61	0.427592	6.640584
14512	Z94609383	O=C1C=C(CN2CCN(CC2)S(=O)(=O)C=3C=CC=CC3)N=C4C=CC=CN14	-6.61	0.622274	7.390575
14513	Z2310036052	CC1CC(NC(=O)N(C)C2CCC=3C=CC=CC32)C4=NC=CN41	-6.61	0.717723	7.404340
14514	Z1919065002	CC(CS(C)(=O)=O)N(C(=O)N1CCS(=O)(=O)CC1)C2CC2	-6.61	0.372390	6.578535
14515	Z1724404069	COCCN1CCC(C1)NC(=O)CC=2C=COC2	-6.61	0.886156	6.803265
14516	Z1883166606	BrC=1C=CC=C(C1)C2(CNC3=NN=C(O3)C4CC4)CCOCC2	-6.61	0.661616	7.320992
14517	Z2898925520	CCC1=CC=C2C=CC=CC2=C1CN3C[C@H]4COC[C@]4(C3)C(=O)O |&1:15,19,r|	-6.61	0.755298	7.375813
14518	Z2837055287	CN(C)CC1(O)CCCN(CC2CCC3=NC=NN32)C1	-6.61	0.588143	7.176620
14519	Z2170582562	CC(C)C=1C=CC(=NC1)C(=O)NC=2C=CC(=CN2)N3CCN(C)CC3	-6.61	0.385872	7.182515
14520	Z2962555608	CC(C)(CC=1C=CC=CC1)C(=O)N2CCC3(CC2)CC(O)CNC3=O	-6.61	0.754604	7.354326
14521	Z728928850	CCCN1C(CNCC2CCN(CC(F)(F)F)C2)=NC3=CC=CC=C31	-6.61	0.773394	7.190628
14522	Z2231469801	CCC1=NOC(C)=C1CNC(=O)C2=CN(C)C=3C=CC=CC23	-6.61	0.853162	7.236914
14523	Z3205105548	O=C(NC1=CN=C2NN=CC2=C1)C34CC5CC(CC(C5)C4)C3	-6.61	0.892570	7.355839
14524	Z3216015664	CCC(=O)N1CCC[C@@H]1C2=NC(=CO2)C(C)(C)C	-6.61	0.604015	7.020803
14525	Z3077896001	CCOC=1C=CC=NC1N2CCN(CC2)C=3N=CN=CC3C	-6.61	0.347226	7.109671
14526	Z1883580674	CCS(=O)(=O)C1CCN(CC1)C=2N=C(N=C3CCCC23)C4CC4	-6.61	0.678279	7.500943
14527	Z3071621376	CN(C)C(=O)C1(CNC(=O)C2=CC=C(C(=O)O)N2C)CCCC1	-6.61	0.910953	7.436852
14528	Z2290533570	COC1=CC(OC)=C(Cl)C=C1NC(=O)N2C[C@H]3CCN(C)[C@H]3C2 |&1:16,21,r|	-6.61	0.488941	7.063418
14529	Z641478150	C1=CC=2C(=NC=CC2S1)N3CCN(CC3)C=4N=CC=CN4	-6.61	0.410550	7.199678
14530	Z3390391659	CCC(C(=O)O)C(=O)NC=1C=C(Br)C=2OCCOC2C1	-6.61	0.882699	6.501045
14531	Z445194204	CC1(C)CCC(NCC=2C=CC=C(C2)C(N)=O)C=3C=CC=CC31	-6.61	0.791582	7.102178
14532	Z3138953858	CS(=O)(=O)C1CCC(CC1)C(=O)N2CC(N)C3(CCC3)C2	-6.61	0.716243	7.022381
14533	Z1953909295	CC1=NN(C)C(C)=C1CC(=O)NCCN2CC=CCC2	-6.61	0.891757	7.430015
14534	Z2616501429	COCC1(CN(C1)C(=O)N[C@H](C)C2CCCC=3C=CC=CC32)C4CCC4	-6.61	0.846012	7.831893
14535	Z2215965484	OCC1CN(CC2=NN=C(O2)C3=CC=CO3)C=4C=CC=CC41	-6.61	0.495034	7.050713
14536	Z1769552886	CCOC1CC(CO)(NC(=O)C2=CSC=N2)C1(C)C	-6.61	0.699732	7.054436
14537	Z2766676726	CN1N=C(C[C@H]2CCCC[C@H]2NC(=O)C3=CN=CO3)N(C)C1=O	-6.61	0.671682	6.618337
14538	Z1692942531	O=C(O)C1CCCN1CC2CCOC=3C=CC=CC32	-6.60	0.619236	6.640596
14539	Z2959817339	CNC(=O)[C@H](CCSC)NC(=O)C=1C=C(F)C=C2C=COC12	-6.60	0.978829	7.074698
14540	Z1552086256	CCCN1N=CC(C(=O)NC2CCCC=3OC=CC32)=C1C4CC4	-6.60	0.830742	7.537743
14541	Z444280638	CN1CCC(CC1=O)C(=O)N2CCCC=3C(=CC=CC32)C(N)=O	-6.60	0.743471	7.115539
14542	Z2954362515	CC=1C=CC(=CN1)CN2CCC3(CC2)CC(O)CNC3=O	-6.60	0.749947	7.080444
14543	Z2093416981	COC=1C=CC=C2C(=C(C)C=NC12)N3CCC(CC3)C4=CNN=C4C	-6.60	0.963139	8.235874
14544	Z1587666825	CCN1C=NN=C1C2CCCN(C2)C=3C=CC=C(N3)C(F)(F)F	-6.60	0.865499	7.739510
14545	Z1612039417	CC[C@H](C)[C@@H]1NC(=O)N(C1=O)C(C)C=2C=CC=CC2OC(F)F	-6.60	0.739778	7.386891
14546	Z2295662844	O=C(O)CCC1CCCN(C1)C(=O)C=2C=CN=C(C2)C3CC3	-6.60	0.603845	6.945719
14547	Z1193299433	CC(CN1CCN(C)CC1)NC=2C=CN=C3C=C(F)C=CC23	-6.60	0.956212	7.821255
14548	Z2279071011	CC1CN(CC(=O)N1)S(=O)(=O)C=2C=CC=3N=CSC3C2	-6.60	0.726101	7.218550
14549	Z2438117502	O=C(C1=CC=2OC=CC2S1)N3CCN(CC3)C(=O)C4CC54CCNCC5	-6.60	0.385275	7.119496
14550	Z1510574414	CN1N=C(C=C1C2CC2)C(=O)N3CCC(CC3)C=4C=CC=CN4	-6.60	0.514652	7.302890
14551	Z1196777194	CC=1C=CC(=CC1)C(=O)N2CCN(CC2)C(=O)NCC3(C)CCOC3	-6.60	0.485700	7.065775
14552	Z2961796507	COC1=CC=C2C=CC=CC2=C1CCNC(=O)C3(O)CCC3	-6.60	0.941278	7.295930
14553	Z382868430	COC=1C=CC=C2C=C(OC12)C(=O)N3CCN(CC3)C=4C=CC=CN4	-6.60	0.227537	6.667785
14554	Z3074710125	N#CC=1C=CC(=C(C1)NCCCO)S(=O)(=O)NCC#CCO	-6.60	0.948189	7.143097
14555	Z1538249836	O=C(NC1=CC=NN1CC2CC2)C=3C=CC=C(C3)C4CCOC4	-6.60	0.944955	7.056728
14556	Z1498695317	O=S(=O)(C=1C=C(F)C=CC1Br)N2CCC(C2)OC=3C=CC=CC3Cl	-6.60	0.661458	7.664580
14557	Z3173228824	COC=1C=C(C=CC1NC(=O)[C@H]2C[C@H](C2)C(=O)O)OC=3C=CC=CC3	-6.60	0.787499	6.966620
14558	Z1396975936	CC=1C=CC(NC(=O)C(=O)NC2CCC(C)(C)CC2C)=C(C)N1	-6.60	0.681182	7.490950
14559	Z218024796	C#CCNS(=O)(=O)C=1C=CC(=CC1)C(=O)N2CC(C)OC(C)C2	-6.60	0.525140	6.874451
14560	Z2170056318	CN1C=C(C=C1C(N)=O)S(=O)(=O)N2C[C@H]3OCCN(C)[C@H]3C2	-6.60	0.556752	6.420124
14561	Z989468176	CN(C)C=1N=CN=C2CCN(CC=3C=CC=4OCCOC4C3)CC12	-6.60	0.634067	7.260754
14562	Z2996366364	O=C(O)C=1C=CC(=CC1)CN2CCOCC2CC3CCOCC3	-6.60	0.521731	6.275185
14563	Z1692915810	COC=1C=CC=C2C1OCCC2NC(=O)C(=O)O	-6.60	0.372337	5.961388
14564	Z3686928660	CCN(C)C=1C=C(N=CN1)N2C[C@H](O)C[C@@H]2CNC(=O)CC=3C=COC3	-6.60	0.847462	7.700423
14565	Z3623166728	O=C(C1=CC2=C(Cl)C(F)=CC=C2N1)N3CCC4(CNC(=O)C4O)CC3	-6.60	0.671746	7.346062
14566	Z2383914544	CC1=C(C=NN1C)[C@H]2CN(C[C@@H]2C(N)=O)C=3C=CN=C(C)C3	-6.60	0.906313	7.761897
14567	Z2370131600	CC=1C=CC=NC1C2=NOC(=N2)C3CC(C)(C)OC4=CC=CC=C43	-6.60	0.548824	7.380809
14568	Z1334999412	COC1=CC=C(CN(CCO)C(=O)C2CC32CCOCC3)C(=C1)OC	-6.60	0.469161	6.887438
14569	Z3138380997	CNCCC(=O)NCC1(CC2=CC=CC(Br)=C2)CC1	-6.60	0.954486	7.218223
14570	Z1693054265	CC1=NC=CN1C=2C=NC=C(N2)N3CCS(=O)(=O)C(C)C3	-6.60	0.304862	7.062001
14571	Z2396501838	CC=1C=CC(F)=CC1CN2CCCC(C2)C3=NN(C)C=C3C(=O)O	-6.59	0.917128	7.473087
14572	Z1603646471	O=C(O)C1(CCSCC1)NC(=O)CC=2C=CC(F)=CC2	-6.59	0.826865	7.070557
14573	Z52313234	COC=1C=CC(=CC1)CC(=O)NC=2C=CC(=CC2)NS(=O)(=O)C=3C=CC(F)=CC3	-6.59	0.725041	7.687263
