Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)	CNN_affinity	CNN_score
14985	Z1444604197	CC1=CC(C(=O)N(CCC(=O)O)CC2CCCO2)=C(C)N1C(C)C	-7.92671	5.40766	0.10931
14986	Z31857770	CC1=CC=C(CN(C)C(=O)C2=CC=CC=C2F)O1	-7.92649	5.97671	0.76463
14987	Z1486316333	CC1=NOC(NS(=O)(=O)C2=CC=C(S2)C(C)(C)C)=C1C	-7.92637	6.59087	0.65535
14988	Z1919047077	COC=1C=C(C)C(=CC1C(C)C)S(=O)(=O)N2CCN(C(=O)C2)C3CC3	-7.92635	6.36628	0.38176
14989	Z228785834	CN1N=CC=2C(=NC=NC21)NCC3=CN4C=CC=CC4=N3	-7.92617	6.12891	0.61737
14990	Z1761510839	CN(C[C@@H]1C[C@H](F)CN1CC2=NC=CS2)C(=O)NC3C=CCCC3	-7.92613	6.9984	0.60565
14991	Z1130377633	O=C(NC1=CC=CC2=CC=CN=C12)N3CC[C@H](O)C3	-7.92611	5.62514	0.67499
14992	Z1915520183	CC1=NN(C=2N=C(C=C(C(=O)NCC3=NC(=NO3)N(C)C)C12)C(C)C)C(C)(C)C	-7.92604	6.82694	0.46999
14993	Z1240736529	NC(=O)C1CCCC(C1)NC(=O)C2CC3CCC2O3	-7.92588	5.99057	0.63437
14994	Z3100314589	NC=1C=CN2N=CC(C(=O)NCC3COCCO3)=C2C1	-7.92582	6.11121	0.76042
14995	Z26709122	COC=1C=CC=CC1CNC(=O)C=2C=CC(C)=C(C2)[N+]([O-])=O	-7.92565	6.29667	0.56056
14996	Z1603613923	N#CC1(CCOCC1)C(=O)NC=2C=CC=C(C2)CC(=O)O	-7.92535	5.16276	0.64838
14997	Z4327153558	C[C@H](CN1C=C(N=N1)C=2C=CC(=CC2)C(F)(F)F)NC(=O)CO	-7.92525	6.31145	0.61903
14998	Z2042345008	CSC=1C=CC=C(NS(=O)(=O)C=2C=NN(C2)CC(F)F)C1C	-7.92494	5.79974	0.42995
14999	Z2736940354	CC1=NC=CN1C=2C=NC=C(N2)N3CCS(=O)C(C)(C)C3	-7.92483	5.96844	0.34438
15000	Z2385213477	CNC(=O)CC1(O)CCCN(CC(=O)NCCC2=CC=CC=C2C)C1	-7.92482	6.09943	0.33718
15001	Z27506369	CC(NC(=O)C=1C=CC(Cl)=C(Cl)C1)C=2C=CC(=CC2)S(N)(=O)=O	-7.92464	6.70524	0.59326
15002	Z1440960008	CC1=C(C=NN1C)CN2CCCN(CC=3C=NN(C)C3C)CC2	-7.92457	6.89259	0.60732
15003	Z207321584	CCC=1C=CC=C(C)C1NC(=O)CSC2=NN3C=CC=NC3=N2	-7.92453	6.57616	0.44683
15004	Z29467698	CC=1C=NC(=CN1)C(=O)NC2=NC(=CS2)C=3C=CC=CN3	-7.92451	5.82853	0.70609
15005	Z2966750632	CC=1OC(=NC1CC(=O)N2CCCNC(=O)[C@@H]2C)C3=CC=CS3	-7.92443	5.7787	0.7279
15006	Z2018476651	CCN1C(COC2=CC=CC(C)=C2)=NN=C1N3CCC(CC3)OC	-7.9244	6.211	0.49256
15007	Z2297939572	CCC=1N=C(C=CC1C(=O)N2CCS(=O)C(C)(C)CC2)C(C)C	-7.92436	6.36942	0.40041
15008	Z2383670148	CCN1C=C(C=N1)O[C@@H]2CN(C[C@H]2O)C3=NN=C(C)O3	-7.92433	6.05703	0.81229
15009	Z1455824593	Cl.N[C@@H]1CCN(C1)C(=O)CC=2C=CC(=CC2)S(=O)(=O)CC(F)(F)F	-7.92432	6.09201	0.56543
15010	Z1840258104	CC1OCCCC1C(=O)NCC=2C=CC=C(C2)CO	-7.92426	5.68883	0.51891
15011	Z2278355643	O=S(=O)(C1=CC=C2OCOC2=C1)N3CCC(F)C3	-7.92425	5.73688	0.61935
15012	Z4604735197	CCN(C(=O)NC[C@@H]1CC[C@H](O1)C=2C=CC=CC2)C3CC3 |&1:7,10,r|	-7.92425	5.42746	0.55695
15013	Z373773790	CC(=O)N1C=CC2=CC=CC=C2C1CC(=O)NC=3C=NN(C)C3	-7.9242	6.35561	0.45303
15014	Z2949816190	CCC=1N=CC(=CN1)NC(=O)NC2CCCN(CC)C2=O	-7.92382	5.83967	0.55446
15015	Z2740613770	CCC=1C=CC(=CC1)S(=O)(=O)N[C@@H]2CS(=O)(=O)C[C@H]2O |&1:12,18,r|	-7.9238	5.8586	0.51722
15016	Z57720500	CCC1=CC=2C(=O)N(CC3=CC=CO3)C(=NC2S1)SCC(=O)NC=4C=CC=C(O)C4	-7.92361	6.67921	0.4088
15017	Z194575976	CC=1C=CC(=CC1)CSC2=NC=3C=CSC3C(=O)N2C	-7.92319	6.51864	0.48083
15018	Z1101759192	COC=1C=C(C=CC1SC)CN(C)C(=O)C=2C=CC3=NC=CN3C2	-7.923	5.98635	0.26581
15019	Z1959727779	CS(=O)(=O)C1(CCC1)C2=NC(=NO2)C=3C=CC=C(Cl)C3	-7.92298	5.93592	0.58964
15020	Z1819489940	CC=1N=CSC1C(=O)N2CC3=CN=NN3CC=4C=CC=CC42	-7.92264	6.59547	0.50557
15021	Z1309434409	CC=1C=C(CN2CCC3CCC(C2)N3C(C)C)ON1	-7.92257	5.72317	0.31594
15022	Z1697305648	COCCN1C(=NC=2C=CC=CC21)NCC=3C(C)=NN(C)C3OC	-7.92252	6.5624	0.59655
15023	Z2482935470	CC1=NN(C(C)=C1CN(C)C(C(=O)O)C2CC2)C3=CC=CC=C3C	-7.92247	5.98528	0.22402
15024	Z1401654532	CC1=NOC(Cl)=C1CC(=O)N2CCC3(CCOC3)C2	-7.92205	5.93604	0.53843
15025	Z437585752	CC1=CC(=O)C(=NN1C2=CC=CC=C2Cl)C(=O)N3CCSCC3	-7.92202	6.3801	0.35149
15026	Z1392050247	CC=1C=CN2C(=NN=C2C1)NC(=O)C3(C)CCCO3	-7.92201	5.34387	0.65213
15027	Z1480907250	O=C(CN1CCC2CCC(C1)N2)NCC3CCCO3	-7.92165	5.60288	0.45934
15028	Z352544872	CCCN1N=C(C(=O)NC2=NN=CN2)C=3C=CC=CC3C1=O	-7.92164	6.73334	0.78289
15029	Z4425235192	CN1CCN(CC1)C2CCN(CC2)S(=O)(=O)N3CCN(CC3)C(=O)OC(C)(C)C	-7.92151	6.24224	0.25588
15030	Z1539494948	CC=1C=C(NC(=O)C=2C=CC=C(C2)C3CCOC3)NN1	-7.92148	5.53582	0.62904
15031	Z449193484	CC1=NN(C(C)=C1CNC(=O)N2CCSCC2)C=3C=CC=CC3	-7.92125	5.86766	0.62259
15032	Z237579092	FC=1C=CC(=CC1)CCNC=2N=CN=C3NN=CC23	-7.92096	6.14156	0.62481
15033	Z2975891837	CCN1CCN(CC1)C(=O)NCC2=NC(=NO2)C(F)(F)F	-7.9207	5.51567	0.92244
15034	Z2058042581	C[C@H]1OCCN(CC2=NC=3N=CC(Br)=CC3N2)[C@@H]1C(N)=O	-7.92058	6.10824	0.59433
15035	Z355426008	O=C1C=2C=CC=C3C=CC=C(C23)N1CC(O)COCC4=CC=CO4	-7.92023	6.06503	0.34058
15036	Z2764290986	CNC(=O)C1CC(=O)N(C1)C2CN(C2)C(=O)C3=CC(C)=NN=C3C	-7.92011	5.83973	0.43606
15037	Z136348650	CN(C)C(CNC(=O)CC1=NN(C)C(=O)C=2C=CC=CC12)C=3C=CC=C(F)C3	-7.91988	6.13275	0.39354
15038	Z2047546988	NC(=O)CC1CCCN(CC2=C(F)C=CC=C2OC(F)(F)F)C1	-7.91976	6.44676	0.49186
15039	Z1601991157	CC1=CSC2=NC=C(C(=O)N3CCC(C3)N4CCCC4)C(=O)N12	-7.91961	6.6304	0.62068
15040	Z1891594566	CCC1=NOC(C)=C1C2=NOC(CCC3CCCCO3)=N2	-7.91952	5.88809	0.58107
15041	Z1379370995	CCN(C=1C=CN=CC1)S(=O)(=O)C=2C=CC(=CC2C)[N+]([O-])=O	-7.91918	6.05122	0.56263
15042	Z1117055527	CC1=NOC(C)=C1NC(=O)N2CCN(CC2)C(=O)C3CCCO3	-7.91895	5.57033	0.38818
15043	Z2936915966	O=C(O)C=1C=C(O)C=C(C1)NC(=O)OC2CCCC2	-7.91869	4.85745	0.64254
15044	Z3077890310	CCN1C=NC=2C(=NC=NC21)NC[C@H]3CCCC[C@H]3N4CCOCC4 |&1:13,18,r|	-7.91839	6.40508	0.29963
15045	Z915924104	CC(C)C1=NOC(CCCNC=2N=CN=C3C2C=NN3C)=N1	-7.91833	6.79095	0.77943
15046	Z2376840316	CC=1C=C(C)N(CC(=O)NC2=CC=C(CC(=O)O)C(F)=C2)N1	-7.91832	6.00483	0.69223
15047	Z1162348752	O=C(NC=1C=CC(=CN1)NS(=O)(=O)C=2C=CC=CC2)C3CC3	-7.91825	6.45157	0.62102
15048	Z1892297167	CC(C)OC(=O)C=1C=CC(=CC1)NC(=O)C(C)SC2=NN=C(O)N2	-7.91822	6.48626	0.62454
15049	Z1693206562	CCCC1(CC1)C(=O)NCC2=CN=C(C(F)=C2)N3CCOCC3	-7.918	5.80302	0.49974
15050	Z2224169732	CC1=NN(CC=2C=CC=CC2)C(C)=C1C3COCCN3C(=O)COCC4=NN=CN4C	-7.91785	6.90441	0.38202
15051	Z370372260	CC1=CN=C(NC(=O)C=2C=C(NN2)C=3C=CC=C(Cl)C3)S1	-7.9177	6.19471	0.75058
15052	Z1396431747	COC=1C=C(SC1S(N)(=O)=O)C(=O)NC(C=2C=CC=CC2C)C(C)C	-7.91744	6.72586	0.52289
15053	Z24102689	COCCN1C=NC2=C1C(=O)N(CC=3C=CC(C#N)=CC3)C(=O)N2CC=4C=CC=CC4	-7.91738	6.42838	0.50296
15054	Z241744890	CC1CCCN(C1)C=2N=C(N=C(N)C2[N+]([O-])=O)NCC(=O)O	-7.91731	5.48876	0.23552
15055	Z2266094389	COC=1C=CC=C(C1)[C@@H]2C[C@H](C2)NCC3=CN(C)N=C3C	-7.91706	6.14306	0.41132
15056	Z1870249483	CC(CC=1C=CC(=CC1)NC(=O)C2=CC=NN2C)C(=O)O	-7.91701	5.92116	0.71917
15057	Z2762016516	O=S(=O)(N[C@@H]1C[C@@H](O)C21CCOCC2)C3=CN=C4CCCN34	-7.9169	5.92402	0.48813
15058	Z1480542365	CC1=CC=C(CN2N=CC=C2NC(=O)C(=O)N3CCC(C)(C)C3)S1	-7.91637	6.28712	0.39263
15059	Z2188543060	CCOC=1C=CC=C(CC2=NOC(=N2)C3(CCOC3)OC)N1	-7.91621	6.54586	0.88839
15060	Z220404794	ClC=1C=C(Br)C=CC1OC=2C=CC3=NN=NN3N2	-7.91614	6.19319	0.64879
15061	Z1990115243	COC=1C=C(C#N)C=CC1OCCN2CCCC2C3CCCCC3O	-7.91594	6.37293	0.41497
15062	Z2203217444	COC=1C=CC=C(F)C1C(C)NCC2=CC=3C=CC=CC3N(C)C2=O	-7.91593	6.27143	0.27504
15063	Z65642780	O=C(CN1N=CC(Cl)=C(Cl)C1=O)N2CCCC2C=3C=CC=4OCCCOC4C3	-7.91577	7.05725	0.44395
15064	Z2274015682	C[C@@H]1CN(C[C@H](C)N1CCO)C=2C=CN=C(C2)C(F)(F)F	-7.91569	5.95085	0.50098
15065	Z1344139854	CC1=CSC=C1C(=O)N2CCCN(CC3=NOC(=N3)C4CC4)CC2	-7.91563	6.81809	0.62519
15066	Z1939336768	COC=1C=CSC1S(=O)(=O)NC=2C=C(C=CC2F)C=3N=CNN3	-7.91561	6.82519	0.63841
15067	Z71186905	COC=1C=CC=CC1S(=O)(=O)NC(CCSC)C(=O)NC2=NC3=CC=CC=C3N2	-7.91557	7.10725	0.36454
15068	Z26326084	COC=1C=CC=C(C(N)=O)C1OCC2=NC=3C=CC=CC3S2	-7.91545	6.70628	0.70651
15069	Z199538380	CS(=O)(=O)C=1C=CC(NCC2CCCCC2)=C(C1)S(C)(=O)=O	-7.91512	6.94067	0.6821
15070	Z1199056782	COC=1C=CC=CC1C(NC(=O)C=2C=NN(C)C2)C3=NOC(C)=N3	-7.91508	6.82958	0.70926
15071	Z1443648560	COC=1C=CC(=CC1C(=O)O)CNC(=O)C2SCCC=3SC=CC32	-7.91452	5.02516	0.45463
15072	Z1421251706	CN1C(=O)NC=2C=C(C=CC21)C(=O)NCCOC=3N=CC=CC3Cl	-7.91425	6.20394	0.56567
15073	Z2056966683	CC1CCC(O)(CN2CCCC2C3COCCC3(C)O)CC1	-7.91419	5.74263	0.28302
15074	Z2054862010	C[C@@H]1CN(CC=2C=CC=CC2N3CCOCC3)C[C@H]1C(N)=O	-7.91416	6.24618	0.39231
15075	Z1650093328	CCOC=1C=CC(=CC1C(=O)O)S(=O)(=O)N2CCC(C2)NC(C)=O	-7.91391	6.2059	0.42581
15076	Z1768365663	COC1=CC=CC(OC)=C1C(=O)NC=2C=C3NC=CC3=CC2C	-7.91391	6.18224	0.50689
15077	Z1866610324	CCC1OCCCC1C(=O)NCC=2C=CN3C=CN=C3C2	-7.91366	5.49944	0.47406
15078	Z2052796828	CC=1N=C(CN2CC(COC=3C=CC=CC3)OC(C)(C)C2)OC1C	-7.91345	6.14942	0.4903
15079	Z229843696	O=C(NCC1=NN=C2CCCN12)C=3C=C(F)C(Cl)=CC3Cl	-7.91308	6.01269	0.70078
15080	Z27621935	O=C(CCC1=NC=2C=CC=CC2C(=O)N1)NCC(C3=CC=CO3)N4CCCC4	-7.91292	6.55018	0.34986
15081	Z2763041848	CC(C)[C@@H](NS(=O)(=O)C1=CNC=2C=CC=CC12)C(=O)O	-7.91284	5.96627	0.49935
15082	Z1738979188	O=C(NCC=1C=CC(O)=NC1)C2COCCN2CC3CCC3	-7.91267	5.87757	0.31904
15083	Z1869930557	CC(C)OC=1C=CC=C(N1)C(=O)N2CCC(F)(C2)C(=O)O	-7.91243	5.80083	0.64287
15084	Z151831228	CCC=1C=CC=CC1NC(=O)CSC2=NN=C(NCC3CCCO3)S2	-7.91229	6.37184	0.68204
15085	Z207321326	CC1=CC=CC(C)=C1NC(=O)CSC2=NN3C=CC=NC3=N2	-7.91202	6.54704	0.51866
15086	Z2965691982	O=C(CCC=1C=CC=C2OCOC12)NC[C@]34C[C@H]3COC54CCC5 |&1:15,17,r|	-7.91198	6.2072	0.46687
15087	Z1759416717	CC1=NC(CN2C[C@@H](F)C[C@H]2CNC(=O)NC=3C=CN(C)N3)=NO1	-7.91184	6.14419	0.31171
15088	Z2059526260	COC1(CNC(=O)[C@@H]2CN(C)C[C@H]2C(F)(F)F)CCOCC1	-7.91156	5.89984	0.5075
15089	Z2147946921	CC=1N=C(OC1C(=O)N2CCOCC2CC(=O)O)C3CC3	-7.91132	5.44068	0.50569
15090	Z2301807219	O=C(NC1CCCCC1)N2CCCC(C2)N3C=C(CO)N=N3	-7.91124	6.03769	0.21725
15091	Z1745531270	O=C(CCN1C=CN=N1)N2CCN(C=3C=CC=CC32)C4CC4	-7.91107	6.45347	0.64832
15092	Z2614867177	CCN1C=C(CNC2=NC=3C=C(C=CC3O2)OC)N=N1	-7.91099	6.52772	0.8509
15093	Z1531960071	CCN1C=C(C=N1)S(=O)(=O)NC2(CCCC2)C(=O)O	-7.9109	6.10195	0.72084
15094	Z2020010360	CC(=O)N1CCCC(C1)C(=O)OCC2=NNC(C)=CC2=O	-7.91086	5.88142	0.47263
15095	Z2054240385	CC(=O)N1CC(CCC1C(F)(F)F)NC(=O)CCC=2C=CC=CN2	-7.91057	5.97497	0.17783
15096	Z167471578	O=C(NC1=NN=C(S1)C2CCCCC2)C=3C=COC3	-7.9105	6.09729	0.86976
15097	Z2166010404	CN1C=NC=C1C(=O)NC2CCC(=O)NC32CCC3	-7.9101	5.95977	0.60076
15098	Z1994169337	O=C(CCC=1C=CSC1)N(CC=2C=CSC2)C=3C=CC=NC3	-7.9099	6.734	0.49888
15099	Z2758292839	CC1CC(C1)NC(=O)C23CN(CC3COCC2)C4=NC=CN=C4C#N	-7.90989	6.36896	0.25571
15100	Z929892330	CC(C)C=1C=CC=CC1NC(=O)C(C)N2CCCOCC2	-7.90961	5.7976	0.34896
15101	Z403317586	O=C(CC1CC2CCC1C2)NC3CCCCNC3=O	-7.90926	5.60249	0.33556
15102	Z1619743261	CCC1C(=O)NCCN1CC=2C=CC(=CC2)CO	-7.90912	5.95707	0.67034
15103	Z316382108	CC1=CC(=NO1)C2CCCN2CC(=O)NCC3(CCCCC3)N4CCOCC4	-7.90898	6.27878	0.21407
15104	Z3016328397	O=S(=O)(NC1CC(C1)NCC(F)(F)F)C=2C=CC=C(F)C2	-7.90865	5.91558	0.38656
15105	Z1274797696	CCCC=1C=C(SC1C)C(=O)N2CCOC(CC(=O)O)C2	-7.90864	4.75905	0.41804
15106	Z1891807792	COC(=O)CC[C@H]1NC(=O)N(C1=O)C=2C=CC(=CC2)OC(F)F	-7.90853	6.45574	0.83981
15107	Z1459421169	Cl.CC1=C(N=NN1C2CCNCC2)C(=O)N3CCC(C3)OCC(C)C	-7.90843	6.12318	0.44683
15108	Z1432084716	CCOC1CC(N(C)C2=NC=C(C=C2Cl)C(N)=O)C31CCC3	-7.90817	6.39433	0.67263
15109	Z2292082631	COC1CCN(CC1(C)C)C(=O)NC2=NN=C3C=CC=CN23	-7.90812	6.35399	0.42196
15110	Z2936915745	C#CC1(O)CCN(CC1)C(=O)NCCC=2C=CC(Cl)=CC2Cl	-7.90811	5.81094	0.53025
15111	Z3268495337	COC(C)(C)C1=NOC(=N1)C2=CC=C(Cl)C(O)=C2	-7.90806	5.45373	0.66549
15112	Z1254398548	CS(=O)(=O)NC=1C=CC(=CC1Cl)NC(=O)NCC2CCCO2	-7.90788	5.98544	0.65284
15113	Z2058900808	COC1=CC=NC(CN[C@@H]2CC(=O)N(C)[C@H]2C3=CC=NN3C)=C1OC	-7.90785	6.48093	0.37225
15114	Z25576753	COC=1C=CC=CC1C2=NN=C(O2)SCC3=CC(=O)N4C=CSC4=N3	-7.90757	6.90518	0.57081
15115	Z828286170	CNS(=O)(=O)C1=CC=C(C)C(=C1)NC(=O)C2=CN=C(S2)C(C)(C)C	-7.90742	6.1521	0.4184
15116	Z2959972710	O=C(NC1(CCC1)C2=NOC(=N2)C(F)F)C3=CC=NN3C4CCC4	-7.9074	6.54634	0.45335
15117	Z2041223285	COC(=O)C=1C=CC(=CC1Cl)S(=O)(=O)N(C)C=2C=NC=CN2	-7.90731	6.28994	0.57635
15118	Z57289412	CC(=O)NC1=CC=CC(=C1)C2=CN3C=CC=C(C)C3=N2	-7.90731	5.85052	0.59112
15119	Z109815538	CC1=NN(CC=2C=CC=CC2)C(C)=C1CNC(=O)COC=3C(C)=CC=CC3C	-7.90728	6.81956	0.33561
15120	Z2764111503	CC1=NNC(=N1)[C@@H]2CCO[C@@H]2CN(C)C(=O)C=3C(C)=NOC3C	-7.90724	6.6593	0.69911
15121	Z909730474	CCC1=NOC(CN(C2CC2)C3CCC=4C=CC=CC43)=N1	-7.90705	6.4074	0.64079
15122	Z1530472165	CCC=1C=CC(=CC1C(=O)N2CCC=3SC=CC3C2CC)S(C)(=O)=O	-7.90695	6.61843	0.3861
15123	Z3063565132	BrC=1C=NC(=NC1)C2=NOC(CC3CCCCO3)=N2	-7.90695	5.53341	0.84904
15124	Z3077929189	CC=1C=NC(C)=C(N1)N2CCC(CC3=NN=CN3C)CC2	-7.90687	6.47795	0.49306
15125	Z2321346359	CC(C)C=1C=CC=CC1N(C)C(=O)C2CC(=O)N(C)C2C3=CC=NN3C	-7.90684	5.45884	0.34787
15126	Z3009202769	CC(C)C=1C=CC=C(C1)S(=O)(=O)NCC2=NN=C(N2)N(C)C	-7.90681	6.5843	0.50603
15127	Z31233664	FC=1C=CC(=CC1Cl)OC=2N=CN=C3SC=CC23	-7.90664	6.32551	0.83173
15128	Z1139321735	CCC=1N=NSC1C(=O)N2CCCC2CN3C=C(C)C=N3	-7.90663	6.45808	0.54478
15129	Z1542229215	COC=1C=CC(=CC1)C2=NN=C(NC(=O)C3CCCO3)S2	-7.9066	6.0206	0.66602
15130	Z2063689117	COC[C@@H]1C[C@H](CN1C(=O)CN2C(C)=CC(C)=NC2=O)OC	-7.90656	5.7304	0.36779
15131	Z646211364	CC1CN(CC(C)O1)C(=O)CCNC=2C=NC=3C=CC=CC3N2	-7.90639	6.36865	0.39655
15132	Z1312255275	CN1C=C(C=N1)CC2CC(=O)N(CC=3C=CC=C(F)C3)C2=O	-7.90624	6.26262	0.35852
15133	Z2506300737	CC=1C=CC(=C(C1)C(=O)O)S(=O)(=O)NC[C@H]2C[C@H](C2)N(C)C	-7.90614	5.51036	0.2332
15134	Z1832181984	CC1=CC(C)=NC2=NC=C(CNC=3C=CC=C(C3)CO)N12	-7.90586	6.19614	0.44429
15135	Z3200673648	O=C(N[C@H]1CCCOC1)C=2C=CC(=CC2)C=3C=NNC3	-7.90586	5.23864	0.59224
15136	Z4310615721	COC=1C=CC(=CC1)C2=NC(=NN2CCN(C)C)C=3C=CSC3	-7.90566	6.74813	0.55463
15137	Z2295594500	CC(C(=O)O)N(C)C(=O)C=1C=C(C=2C=CC=CC2N1)N(C)C	-7.90566	5.79779	0.29681
15138	Z169774804	CC(O)(CC(=O)NCCCC1=NC=2C=CC=CC2S1)C(F)(F)F	-7.90562	6.53931	0.61551
15139	Z4670319237	CCN(C(=O)C=1C=CN=C(N1)C2CC2)C3CCN(CC4CCC4)C3	-7.9055	6.71441	0.41241
15140	Z1954436249	CC1CCC(CNC(=O)CC=2N=C3N=CC=CN3N2)C1	-7.90548	5.892	0.73742
15141	Z2056537159	OC1CCCC1C2COCCN2CC=3C=CC(F)=CN3	-7.90546	6.18004	0.50359
15142	Z2735745135	CC1CCC=2C=CC=CC2N1C(=O)CN3C=NC(C#N)=N3	-7.90536	6.10259	0.56301
15143	Z56946003	O=C1C=2C(=CSC2N=C3CCCN13)C=4C=CC=CC4	-7.90534	6.05692	0.5411
15144	Z2763716874	O=C(O)CN1CCC(CC1)NC(=O)NC=2C=CC=CC2OC(F)F	-7.90533	5.9938	0.32689
15145	Z4462151970	CC[C@@H](C(=O)N1CC[C@@H](C)C[C@H]1CNC(=O)C2=CN=C(C)N=C2C3CC3)N(C)C |&1:8,11,r|	-7.90529	6.85633	0.39321
15146	Z2058105722	C#CCOC=1C=CC=CC1NC(=O)N2CCOCC2C=3N=CNN3	-7.90527	5.19185	0.38376
15147	Z2866904323	C#CCCC1(CCC(=O)N2CCN(CC2)C=3C=CC(=CN3)OC)N=N1	-7.90525	6.35493	0.47711
15148	Z1030460872	CCN(C)C=1C=CC(=CC1)C(=O)NCCC2CCN(C)CC2	-7.90516	5.77807	0.51591
15149	Z1833715730	COC=1C=CC(=NN1)NC(=O)NC(C)C2CCOCC2	-7.90497	5.93524	0.48503
15150	Z1093830314	COC1CCCN(C1)C(=O)NC=2C=CC=C(C2)OCCN3C=CC=N3	-7.90479	5.7806	0.53672
15151	Z240302104	CN1C=CC(=N1)NC(=O)CCN2C=CC=3C=CC=CC32	-7.90468	6.31887	0.76398
15152	Z1852367677	COC=1C=CC=C2C1N(CCC2C)C(=O)C=3SN=NC3C	-7.9046	6.78802	0.74917
15153	Z1137657971	COCCN(CC1=CC=CO1)S(=O)(=O)C=2C=C(F)C(F)=CC2F	-7.90458	6.35099	0.58898
15154	Z2072038698	O=C(NCCC1=NNC(=O)N1)[C@@H]2C[C@H]2C=3C=CC=CC3	-7.90447	5.73854	0.58885
15155	Z2001738577	CC=1C=C(C=CC1F)C(=O)N2CC(=O)NCC2(C)C	-7.90442	5.99363	0.51239
15156	Z57906303	CCCSC=1N=CC(Cl)=C(N1)C(=O)NC=2C=CC=CC2OCC	-7.90431	6.45518	0.76294
15157	Z2764483799	CO[C@H]1C[C@@H](CN(C)C)N(C1)C=2C=C(N=CN2)NCC3=CON=C3C	-7.90429	6.22476	0.48049
15158	Z1538513316	CC=1C=NC=2OCCN(C(=O)COC=3C=CC(Cl)=C(C)C3)C2C1	-7.90412	6.02435	0.24753
15159	Z2911448169	CC1=NC(C(=O)N2CCC=3OC=CC3C2C(=O)O)=C(C)O1	-7.90403	5.8069	0.76021
15160	Z2204924088	CCOC=1C=CC(F)=C(C(=O)O)C1NS(=O)(=O)C=2C=NN(C)C2C	-7.90396	6.17619	0.42233
15161	Z223690190	CCOC(=O)C=1C(=O)NC=2SC=C(C=3C=CC(=CC3)OC)C2C1O	-7.90376	5.61427	0.45829
15162	Z285784960	CC(C)(C)C1=CN2N=C(NCCC=3C=CC=CN3)SC2=N1	-7.9036	5.8626	0.67473
15163	Z2698076158	CC1=COC=C1C(=O)N2CCCC2C=3C=CC=NC3	-7.90357	5.71852	0.45641
15164	Z1870716106	CC=1N=NC=CC1C(=O)N2CC3(CCC3)CC2C	-7.90348	6.11192	0.61138
15165	Z2765446703	CN1CCN(CCC1=O)C(=O)C[C@H]2CCCC[C@H]2N |&1:12,17,r|	-7.90342	5.96214	0.48136
15166	Z46521094	O=C1C=C(CN2CCCC2C3=CC=CS3)N=C4SC=CN14	-7.90321	6.30902	0.48852
15167	Z196119568	FC=1C=CC(=CC1)N2CCN(CC2)C=3N=CN=C4C=CSC34	-7.90304	5.69853	0.29417
15168	Z2086728475	CCN1N=C(C)C(C(=O)N2CC=C(CC2)C3=CC=NN3C)=C1C	-7.90282	6.43686	0.51632
15169	Z1991212084	CC=1N=CC(NC(=O)N2CCC3CCC(C2)N3C)=C(N1)C4CC4	-7.90264	6.03868	0.22695
15170	Z3073573611	CN(C)S(=O)(=O)C1=CC=CC(=C1)C2=NN=C(NCC(F)F)N2	-7.90263	6.01621	0.61651
15171	Z234852890	COC=1C=CC=2C(=O)N(C(=O)C2C1OC)C=3C=CC=C(C)C3	-7.90241	6.07647	0.62588
15172	Z1650365272	CCCN1C=CN=C1C2=CC=CC(=C2)NC(=O)N3CCC(O)C3	-7.90238	5.74451	0.53459
15173	Z30223431	O=C(NC=1C=CC(=CC1)S(=O)(=O)N2CCCC2)C3=CC=C(Cl)S3	-7.90231	6.07242	0.35676
15174	Z19329373	O=C(CSC1=NN=C(C=2C=CN=CC2)N1C=3C=CC(Cl)=CC3)N4CCCC4=O	-7.90222	6.83876	0.27251
15175	Z2527303352	CCC(=O)NCC1=CN(N=N1)C=2C=CC(=CC2)S(N)(=O)=O	-7.90214	6.48321	0.8515
15176	Z1754407299	COCCN1C(=O)C[C@@H](CNC=2C=CC(C#N)=NN2)[C@@H]1C=3C=NN(C)C3C	-7.90208	6.87846	0.64408
15177	Z225303924	COC=1C=CC(=CC1)C2=NOC(CCC(=O)N(C)C=3C=CC=CC3)=N2	-7.90204	6.33405	0.54905
15178	Z1411563406	CC=1C=CC(CNC(=O)C(C)(C)C#N)=C(C1)OC2CCOC2	-7.90203	6.02704	0.3564
15179	Z1533316004	CC1=CN2C(CN(C)C(=O)C=3C=CN4C=CN=C4C3)=C(C)N=C2S1	-7.90192	6.35023	0.24174
15180	Z2356456633	O=C(NC=1C=CC=2NCCCC2C1)N3CCOCC3C4CC4	-7.90158	5.76359	0.38782
15181	Z806515676	CN(CC(=O)NCC1CCCOC1)C2=NC=3C=CC=CC3S2	-7.90146	6.22914	0.60564
15182	Z285848312	CCC1=CC=2C(=NC=NC2S1)N3CCC=4C(C#N)=C(N)SC4C3	-7.90141	5.87446	0.40827
15183	Z2164312692	CC(C)C1=NC(CN(C)C2CCN(C2)C(=O)C3=CN=CN3C)=NO1	-7.90139	6.14963	0.51358
15184	Z1920276420	COC(=O)[C@H]1CC[C@H](C1)NC(=O)NCCC=2C=C(F)C=C(F)C2	-7.90129	6.33558	0.54127
15185	Z117257512	CNS(=O)(=O)C=1C=CC(=CC1)NC(=O)CCC=2C(C)=NN(CC(C)C)C2C	-7.90107	6.31686	0.44947
