Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)	CNN_affinity	CNN_score
171	Z225835838	O=C(NC=1C=CC(=CC1)C2=NN=C3CCCCCN23)C=4C=CC=5NN=NC5C4	-11.01256	7.15203	0.76757
172	Z229660824	CC(NC(=O)C=1C=CC(Cl)=CC1)C(=O)N2CC=C(CC2)C3=CNC=4C=CC=CC34	-11.0114	6.94394	0.70795
173	Z1850201318	COC=1C=CC=2OCC[C@@]3(C[C@@H]3C(=O)N[C@@H]4C=5C=CC=CC5C[C@@H]4O)C2C1	-11.01077	6.47632	0.45806
174	Z126390274	CC=1C=CC(=CC1)S(=O)(=O)N2CCCN(CC3=NC=4C(C)=CC=CC4C(=O)N3)CC2	-11.00986	7.37081	0.54567
175	Z27715984	O=C(C1CC(=O)N(C1)C=2C=CC=3OCCOC3C2)N4CCC=5C=CC=CC5C4	-11.00848	6.74095	0.51398
176	Z31988584	CN(CC(=O)NC=1C=CC=C2C=CC=CC12)C(=O)C3=NNC=4C=CC=CC34	-11.00579	7.06019	0.66095
177	Z33313864	COC=1C=CC(=CC1S(=O)(=O)N2CCCCC2)NC(=O)C3=NNC=4C=CC=CC34	-11.00282	6.77806	0.46116
178	Z1683428678	CC1=CC(=CC(F)=C1)C2=NOC(CN3N=NC(=N3)C=4C=CC=CC4)=N2	-10.99908	6.83895	0.73824
179	Z203518066	CC=1C=CC(=CC1C(F)(F)F)NC(=O)CC2=NNC(=O)C3=CC=CC=C23	-10.99889	6.49747	0.49244
180	Z755555998	CCN1C(=CC=2C=CC=CC21)C(=O)NC=3C=C(C=CC3O)S(=O)(=O)N4CCCC4	-10.99866	6.27433	0.46791
181	Z16669072	CC1(NC(=O)N(CC(=O)NC=2C=CC=3OCOC3C2)C1=O)C=4C=CC=5OCOC5C4	-10.99819	6.76151	0.67101
182	Z27474621	O=C(NC1=NN=C(CC=2C=CC=CC2)S1)C=3C=CC=C(C3)S(=O)(=O)N4CCCCC4	-10.9931	7.54372	0.78282
183	Z227071452	CC1=NOC=2N=C(C=C(C(=O)N3CCC=4SC=CC4C3)C12)C=5C=CC=CC5F	-10.98953	7.43436	0.70512
184	Z30270590	O=C(NC=1C=CC(=CC1)C2=NC=3C=CC=CC3N2)C=4C=CC=5OCCOC5C4	-10.98895	6.95156	0.64299
185	Z433458872	O=C(NC=1C=CC=C(C1)N2CCNC2=O)N3CCN(CC3)C=4C=CC(F)=CC4	-10.98854	6.60366	0.52248
186	Z87680395	CC=1C=CC(=CC1S(=O)(=O)NCC=2C=CC=CC2)C(=O)NC=3C=CC=4OCCCOC4C3	-10.98791	6.65784	0.41175
187	Z2188330883	O=C(CCNC(=O)C=1NN=C2C=CC=CC12)N3CC=4C=CC(O)=CC4C5(CC5)C3	-10.98725	6.50537	0.65224
188	Z2362293225	CC=1C=C(C=CC1C=2C=CC=CC2)NC(=O)N3CCC(CC3)C(=O)O	-10.98618	6.03821	0.47476
189	Z806523642	O=C(NC=1C=CC(=CN1)C=2C=CC=CC2)C=3C=CN=C(C3)N4C=NC=N4	-10.9859	6.83849	0.57814
190	Z73356179	O=C(CCN1C(=O)NC2(CCCC2)C1=O)NC3=NC(=CS3)C4=CC=C5CCCC5=C4	-10.98525	7.07683	0.45865
191	Z1210269241	CC=1C=CN=C(N1)C=2C=CC(=CC2)NC(=O)C3=CC=4C=CC(F)=CC4N=C3C	-10.98301	6.84997	0.5385
192	Z450112970	COC=1C=CC(=CC1)CNC(=O)C2=NN(C=3C=CC(F)=C(F)C3)C=4CCCC24	-10.98278	7.0043	0.67487
193	Z32429934	CC1=CC(=NO1)NS(=O)(=O)C=2C=CC(=CC2)NC(=O)CC3=CC=CC=4C=CC=CC34	-10.98248	6.86292	0.52115
194	Z453805062	O=C(C1=NN(C=2C=CC(F)=C(F)C2)C=3CCCC13)N4CCC=5C(F)=CC(F)=CC54	-10.97878	6.93808	0.45162
195	Z451157868	O=C(NC=1C=CC=C(C1)N2C=NN=C2)C3=NN(C=4C=CC=CC4)C=5CCCCCC35	-10.97864	7.19165	0.50475
196	Z2016876174	CN1C=NC(=N1)C=2C=CC(=CC2)NC(=O)N3CCC(C(F)(F)F)C4(CCC4)C3	-10.97613	6.79544	0.46761
197	Z1407894910	COC=1C=CC(=CC1)C=2C=NC=C(C2)C(=O)NC=3C=CC=C(C3)OC=4C=NC=CN4	-10.97488	7.14086	0.68484
198	Z4456609997	O=C(NC=1C=CC=C(N1)C=2C=CC=3C=CC=CC3C2)C4CC54CC5	-10.97429	6.75479	0.56787
199	Z115053918	CC1=CC(=O)C(=NN1C=2C=CC=CC2)C(=O)N(C)CC(=O)NC=3C=CC(Br)=CC3C	-10.971	7.1021	0.45623
200	Z1265130292	CC=1OC(=NC1C(=O)N2CC(C)OC=3C=C(F)C=CC32)C4=CC=CC=C4F	-10.96946	6.02629	0.48228
201	Z126070396	CC1=CC=CN2C(=O)C=C(CN3CCC=4SC=CC4C3C=5C=CC=CC5)N=C12	-10.96821	7.46183	0.48937
202	Z51632669	CC1=C(NC(=O)CSC=2N=C(C)C(C)=C(C)C2C#N)C(=O)N(C=3C=CC=CC3)N1C	-10.96192	7.33661	0.68594
203	Z30166587	O=C(NCC=1C=CC=CN1)C=2C=CC=C(C2)S(=O)(=O)N3CCC4=CC=CC=C4C3	-10.96047	6.80013	0.4899
204	Z3625559723	O=C(N[C@H]1CCCC=2C=CC=CC21)C=3C=CC=C(C3)N4C(=O)CCC4=O	-10.95876	6.6654	0.45164
205	Z2931718621	O=C(C=1N=CC=C2C=CC=CC12)N3CCC4(CC3)CNC(=O)C5=CC=CC=C5O4	-10.95736	6.93583	0.2989
206	Z29904389	CC=1C=CC(=CC1C(=O)NC=2C=CC=C3N=CC=CC23)S(=O)(=O)N4CCOCC4	-10.95327	7.03635	0.56369
207	Z370864064	CC(C=1C=CC(F)=CC1)N(C)C(=O)C=2C=CC=C(C2)NC(=O)C=3C=NC=CC3	-10.94768	6.9785	0.56704
208	Z2710336846	CCNC(=O)N(C)C=1C=CC=C(C1)NC(=O)N2CCOC3=CC(F)=CC=C3C2	-10.94659	6.53128	0.49782
209	Z52280825	O=C(NCCC=1C=CC=CC1F)C=2C=CC(Cl)=C(C2)NS(=O)(=O)C=3C=CC(F)=CC3	-10.94488	6.8902	0.36408
210	Z368909488	O=C1NC(CN2CCN(CC3=NC(=NO3)C=4C=CC=CC4)CC2)=NC=5C=CC=CC15	-10.93979	7.14445	0.7595
211	Z56974810	O=C(CS(=O)(=O)C=1C=CC(Cl)=CC1)NC=2C=CC(=CC2)C3=NN=C4CCCCCN34	-10.93807	7.40879	0.73633
212	Z73314041	CC(=O)N1CCC=2C=C(C=CC21)NC(=O)C=3C=CC=4SCCC(=O)NC4C3	-10.93662	6.59667	0.55427
213	Z1949912495	COC=1C=CC=2NC=C(C3=CCN(CC3)C(=O)C4C5C6CC7C8CC(C5C68)C47)C2C1	-10.9338	6.82438	0.28207
214	Z734798138	CN1C(=CC=2C=CC=CC21)C(=O)NC=3C=CC=C(C3)S(=O)(=O)NC=4CCCN4	-10.93206	7.11384	0.54339
215	Z26571270	O=C(C1=CC=2C=CC=CC2O1)N3CCCC3C4=NC5=CC=CC=C5S4	-10.93104	6.33129	0.4585
216	Z1890767684	FC=1C=C(Br)C=CC1C2=NOC(CCC3=NN=C(O3)C=4C=CC=CC4)=N2	-10.93073	7.12304	0.49517
217	Z2494843712	CN1N=NC=2CC(CCC21)NC(=O)NC=3C=CC=C(C3)C4=CC=CC(Cl)=C4	-10.93042	6.78736	0.39977
218	Z1643952901	CC1COC=2C=CC=CC2CN1C(=O)NC=3C=CC=C(C3)N4C=CN=N4	-10.93012	6.7412	0.51195
219	Z2764413070	O=C(O)C1CCC(C(=O)N2CCC=3C=C(C=CC32)C=4C=CC=CC4)N1C5CC5	-10.92847	6.15623	0.34862
220	Z1393948329	O=C(NC1=CC=CN(CC=2C=CC=CC2)C1=O)N3CCCC3C=4C=CC(F)=CC4	-10.92251	6.31308	0.38646
221	Z118589572	CCC=1C=CC(=CC1)NC(=O)CC2=NC(=CS2)C=3C=CC(=CC3)N4CCCC4=O	-10.92068	6.90093	0.6278
222	Z1635313715	CC(C)(C)C=1C=CC=2CCN(CC2C1)C(=O)NC=3C=CC=C(C3)N4CCOC4=O	-10.91927	6.06772	0.36412
223	Z214590212	CC1=CSC2=NC(=CC(=O)N12)CN3C(=O)NC(C)(C3=O)C=4C=CC(=CC4)C(C)(C)C	-10.91792	7.23375	0.6038
224	Z1282293370	O=C(NCC=1C=CC=CC1)N2CCN3C(CC=4C=CC=CC4)=NN=C3C2	-10.91681	6.89516	0.52074
225	Z88273326	CCN1C(=O)C(C)=NC=2C=C(C=CC21)C(=O)NC3=NC=4C=CC(=CC4S3)OC	-10.91238	6.61497	0.65671
226	Z56994832	O=C(NC=1C=CC=C(C1)S(=O)(=O)N2CCCC2)C3=CC(=O)NC4=CC=CC=C34	-10.91204	6.49549	0.53532
227	Z234813366	O=C(CSC1=NNC2=NC=3C=CC=CC3N12)N4CCN(CC4)C=5C=CC(F)=CC5	-10.91121	7.15583	0.77261
228	Z118351118	CN(CC=1C=CC=C(F)C1)C(=O)C2CCN(CC2)C(=O)C3=CC=CC=4C=CC=CC34	-10.91062	6.77163	0.44249
229	Z423787916	NC(=O)C=1C=CC=C(C1)C(=O)NC=2C=CC=C(C2)NS(=O)(=O)C=3C=CC=CC3	-10.90929	7.14533	0.69403
230	Z3325175581	O=C(NC1CCN(CC1)C(=O)C=2C=CC=CC2C(F)(F)F)C=3ON=C4CCCCC34	-10.90895	7.10492	0.50042
231	Z56798583	O=C1C=2C=CC=CC2SN1C=3C=CC=C(C3)S(=O)(=O)N4CCCCCC4	-10.90632	7.04538	0.47135
232	Z3300224000	O=C(NC1=CNN=C1C=2C=CC=CC2)C34CC5CC(CC(O)(C5)C4)C3	-10.9058	6.43733	0.48801
233	Z1278544956	CC=1C=CC(=CC1NC(=O)N2CCC(C2)NC=3C=CC=CC3)N4CCOC4=O	-10.90573	6.67704	0.5203
234	Z51821652	CC=1C=CC(=CC1C)NC(=O)C=2C=CC3=C(C2)NC(=O)C4CCCN34	-10.90553	6.77946	0.71582
235	Z2115201280	O=C(NCC=1C=CC=C(C1)C2=NN=CN2)N3CC[C@@H](C=4C=CC=CC4)[C@@H](CO)C3	-10.90534	6.74872	0.43993
236	Z51294223	O=C(COC=1C=CC=C(C1)C(=O)NCC=2C=CC=CC2)NCC3COC=4C=CC=CC4O3	-10.90208	7.01063	0.60856
237	Z99430724	CC=1N=C(SC1C(=O)N2CCCC2C3=CC=C4OCCCOC4=C3)C=5C=CC=CN5	-10.90118	7.16241	0.43137
238	Z24194260	CN1C(=NN=C1C=2C=CC(F)=CC2)SCC(=O)NC=3SC=4CCCCCC4C3C#N	-10.90006	7.3261	0.70653
239	Z2997393587	CCC1=NC=2C(=CC=NC2N1)C3=NC(=NO3)C4CCOC5(CCC5)C4	-10.8994	7.02906	0.70693
240	Z649284900	CN1C(=O)C=2N=C(CN3CCCC(C3)C4=CC=5C=CC=CC5N4)NC2N(C)C1=O	-10.89715	7.39404	0.86543
241	Z1908277540	C1=CC(=CN=C1)[C@H]2OCC[C@@H]2C3=NC(=NO3)C=4C=CC=C(C4)CN5CCCCC5	-10.89658	7.4703	0.61668
242	Z8976774985	O=C(COC1=NNC(=O)C=2C=CC=CC12)N3CCCC3C4=CC=C5OCCOC5=C4	-10.89522	6.89691	0.47708
243	Z648246320	O=C(C1=CC=2CCCCCCC2S1)N3CCN(CC3)C(=O)C4=CC=CC=C4O	-10.89421	6.19189	0.26893
244	Z647921540	NC(=O)C1(CNC(=O)C=2C=CC=C(C2)NC(=O)C=3C=CC(F)=CC3)CCOCC1	-10.89381	6.54302	0.62795
245	Z71579917	CC=1C=CC(=NC1)NC(=O)C=2C=C(C=CC2C)S(=O)(=O)NC=3C=CC(F)=CC3	-10.8929	7.09914	0.60405
246	Z29999382	O=C(NC=1C=CC=C(C1)S(=O)(=O)N2CCOCC2)C=3C=CC(=CC3)N4CCCC4=O	-10.89229	7.09642	0.69085
247	Z1585502548	CC(C)(C)OC(=O)N1CCC=2N=CC(=CC2C1)NC(=O)NCC3COC=4C=CC=CC4C3	-10.89048	6.7024	0.53433
248	Z30235487	CCOC=1C=CC=CC1N2CCN(CC2)C(=O)C3=NN(CC=4C=CC=CC4)C(=O)C=5C=CC=CC35	-10.88728	7.41322	0.32436
249	Z2161388580	CC(C(=O)NC(=O)NC(C)(C)C)N1CCN(CC1)C2=CC=NC3=CC=CC=C23	-10.88568	6.38202	0.57459
250	Z298722624	O=C(C1=CC=2C=CC=CC2NC1=O)N(CCC=3C=CC=CC3)CC=4C=CC=CC4	-10.87999	7.55263	0.50961
251	Z85078009	O=C(NC1=NC(=CS1)C=2C=CC=3OCOC3C2)C4=NNC5=CC=CC=C45	-10.87969	6.79458	0.71684
252	Z30389054	CC=1C=CC(=CC1C)C(=O)NC=2C=CC(=CC2)S(=O)(=O)N=C3CCCCCN3	-10.87959	6.86295	0.52511
253	Z1444341250	O=C(O)C1CC=2C=CC=CC2CN1C(=O)C=3C=C(C=CC3F)N4CCNC4=O	-10.87675	6.58003	0.49723
254	Z1443060350	CC1=NN(C(C)=C1CC(=O)NC=2C=CN=C(C)C2C)C=3C=CC=C(C3)C(F)(F)F	-10.8741	6.66593	0.51732
255	Z1441428792	CC=1C=CC(=CC1C2=NC=CO2)NC(=O)NC3CCN(C3)C=4N=CC=CC4F	-10.87373	6.19881	0.50137
256	Z1651902343	CC=1C=C(C=CC1NC(=O)C2=CC=CN(C)C2=O)C3=NC4=CC(F)=CC=C4S3	-10.87311	7.09001	0.62463
257	Z29407822	O=C(C1=CC=2C=CC=CC2N1)N3CCN(CC3)S(=O)(=O)C=4C=CC(Cl)=CC4	-10.87127	6.6508	0.4501
258	Z52656572	CC1=NN(C(C)=C1NC(=O)COC=2C=CC=C(C2)C(=O)NCC=3C=CC=CC3)C=4C=CC=CC4	-10.871	7.27976	0.72201
259	Z409703274	O=C(NC=1C=CC(=CC1)OC=2C=CC=CC2)N3CCN(CC3)C(=O)C4CCCO4	-10.87067	5.85484	0.31808
260	Z1436886819	CC=1C=CC=2C=CC=CC2C1CN3C=NC=4C=CC(=CC4C3=O)[N+]([O-])=O	-10.86954	6.91753	0.48593
261	Z1102209694	CC=1C=CC(C)=C(C1)S(=O)(=O)NC=2C=CC=C(C2)C(=O)NC=3C=CC(F)=CN3	-10.86942	7.05365	0.64189
262	Z409703796	O=C(NC=1C=CC(=CC1)OC=2C=CC=CC2)N3CCN(CC3)C=4C=CC(O)=CC4	-10.86877	6.17623	0.32282
263	Z70959535	CC1=CC=NC2=NC(=NN12)C(=O)NC3=NC(=CS3)C=4C=CC=5NC(=O)CCC5C4	-10.86624	6.99361	0.69673
264	Z2038014560	CN1C=NC(=N1)C=2C=CC(=CC2)NC(=O)N3CCCC(C3)C=4C=CN=C(N)N4	-10.86453	6.8506	0.53406
265	Z225448472	CC=1C=CC(=CC1)C=2C=C(NN2)C(=O)NCC3=NN=C4C=CC(=CN34)C(F)(F)F	-10.86451	6.94481	0.64062
266	Z2107159696	CC1C2=NN=C(C3CCCC3)N2CCN1C(=O)NC=4C=CC(=CC4)C=5C=CNN5	-10.86211	6.48831	0.41915
267	Z1362592483	CC=1C=CC(=CC1C)NC(=O)CN2CC(CCN3CCCC3=O)C=4C=CC=CC42	-10.86109	6.87549	0.573
268	Z88337934	CC=1C=CC=2OC(=CC(=O)C2C1)C(=O)NC3=NC4=CC=C(Cl)C=C4S3	-10.85987	6.30905	0.69357
269	Z361930690	CCC=1C=CC=2N=C(NC(=O)CCC=3C(=O)NC4=C(C(C)=NN4C)C3C)SC2C1	-10.85971	7.26358	0.69451
270	Z31759672	COC=1C=CC(=CC1)NS(=O)(=O)C=2C=CC=C(C2)NC(=O)C3=NNC=4C=CC=CC34	-10.85823	7.08558	0.75104
271	Z27812376	CC1CC(C)CN(C1)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC3=CC=CC=C3Cl	-10.85761	6.49754	0.46676
272	Z3815079265	NC=1N=CC=2CCCCC=3NC=4C=CC(=CC4C3C2N1)C=5C=CC(F)=CC5	-10.85672	6.58517	0.19558
273	Z3325175362	CC1=NC=2C=CC=CC2C(=O)N1C=3C=CC(=CC3)C(=O)NC=4C=CN(C)C(=O)N4	-10.85449	6.95397	0.53727
274	Z1718511126	CC(C)OC=1C=CC(NC(=O)N2CCC3(C2)OCC4=CC=CC=C43)=C(F)C1	-10.85192	5.89354	0.47561
275	Z2358664226	CC1(C)CC(NC(=O)C=2C=C(C=CN2)C(=O)O)C3=CC=C(F)C=C3O1	-10.85104	6.42104	0.45672
276	Z1982108401	CC=1C=CC(=CC1NC(=O)C2CCN(CC(F)F)CC2)NC(=O)NC=3C=CC=CC3	-10.84983	6.72284	0.54174
277	Z1252293155	O=C(NC1=NC=2C=CC=CC2N1C3CCCC3)C=4C=CC=5NC(=O)CCC5C4	-10.84982	6.25947	0.58812
278	Z15931929	COC=1C=CC(=CC1)CCNC(=O)CN2C(=O)C(=O)N(CC=3C=CC=CC3)C=4C=CC(Cl)=CC42	-10.84888	6.83037	0.26989
279	Z1595908171	CC=1C=CC=CC1C2(CNC(=O)NC=3C=CC=4CCN(C)C4C3)CCOCC2	-10.84761	6.45585	0.5108
280	Z27434943	CC=1C=C(C)N2N=C(N=C2N1)C(=O)NC=3C=CC=C(C3)S(=O)(=O)NC=4CCCN4	-10.84749	7.37333	0.76283
281	Z2415984795	O=C(NCC=1N=COC1C=2C=CC=CC2)N3CC4(CCC4)C3C5CCOCC5	-10.84567	6.80954	0.40753
282	Z1844543035	C[C@H](NC(=O)NC=1C=CC2=C(C1)CC=3C=CC=CC32)C(=O)N(C)C	-10.84539	6.28133	0.57471
283	Z1426517611	CC=1C(=CC=CC1N2C(=O)CCC2=O)NC(=O)C=3C=C(ON3)C=4C=CC(F)=CC4	-10.84176	6.50281	0.3658
284	Z111780654	CC=1C=CC(=CC1)CN2C(=NC=3C=CC=CC32)C4CC(=O)N(CC=5C=CC=CC5)C4	-10.84122	7.24589	0.34239
285	Z28269860	O=C(C=1C=CC=C(C1)OC=2C=CC=CC2)N3CCN(CC3)C=4C=CC(O)=CC4	-10.83887	6.18323	0.42049
286	Z62810390	O=C(CN1CCN(CC1)C(=O)C=2C=CC(=CC2)OCC=3C=CC=CC3)NC=4C=CC=CC4C(F)(F)F	-10.83855	6.54078	0.21105
287	Z1607923082	O=C(NC1CCCOC=2C=C(F)C=CC21)N3CCC=4C=CC(O)=CC4C3	-10.83815	6.14747	0.23174
288	Z1845496653	CC=1C=CC(=CC1)CN2CCC(NC(=O)NC3=C(C)C=CN(C)C3=O)C2=O	-10.83731	5.95258	0.6625
289	Z1239079490	O=C(C1=CC(=O)NC=2C=CC(F)=CC12)N3CCN(CC3)S(=O)(=O)C=4C=CC(Cl)=CC4	-10.83403	6.66465	0.66115
290	Z223208820	CC=1C=CC(=CC1)NC(=O)NC2CC3(CCN(C)CC3)OC=4C=CC=CC42	-10.83141	5.92205	0.30681
291	Z3410095738	CN1CCC=2C=C(C=CC2C1=O)NC(=O)C3=CC=C4C=CC=NC4=C3	-10.83101	6.56003	0.55942
292	Z126201006	O=C(CN1CCC(CC1)C(=O)NC=2C=CC=CC2O)N(CC=3C=CC=CC3)CC=4C=CC=CC4	-10.83099	6.26222	0.37926
293	Z2625139593	COC=1C=CC(=CC1)C2CCN(C2)C(=O)NC=3C=CC=4C(=O)NCCC4C3	-10.82986	6.17271	0.52388
294	Z2290362225	O=C(NCC1=NN=C2C=CC=CN12)N3CCC(CC=4C=C(F)C=C(F)C4)CC3	-10.82844	7.25003	0.68205
295	Z13866190	CC1=CC=C2C(=CC(=O)OC2=C1C)CN3C(=O)NC4(CCC(C)CC4)C3=O	-10.82727	6.71057	0.43924
296	Z1263983239	CC=1C=CC=CC1C2(C)NC(=O)N(CC3=NC=C(O3)C=4C=CC=CC4F)C2=O	-10.82555	6.72454	0.47569
297	Z1603409908	O=C(O)C1C=2C=CC=CC2CCN1C(=O)C3=NNC4=CC=CC=C34	-10.824	6.36155	0.53611
298	Z319675930	O=C(C1=CC=2C=C(Br)C=CC2N1)N3CCCC3C4=NN=C5C=CC=CN45	-10.82073	6.61144	0.36009
299	Z2182183358	CC1=CC(C)=C(CNC(=O)NC2COC=3C(C)=CC=CC3C2)C(=O)N1	-10.82055	6.19297	0.58722
300	Z1843532921	O=C(NC1CCN(CC=2C=CC(F)=CC2)C1=O)C3=CSC(=N3)C4=CC=CC=N4	-10.81922	6.70359	0.64754
301	Z2595622997	O=C(O)C=1C=NN(C1)C2CCN(CC2)C(=O)C=3C=CC=C(C3)C4CCCC4	-10.81861	6.46054	0.34758
302	Z106810844	CC1C=2C=CSC2CCN1CC3=NC=4SC(=CC4C(=O)N3)C=5C=CC=CC5	-10.81691	5.79733	0.46709
303	Z1411585313	CCC=1N=CC=2CCN(CC2N1)C(=O)NC=3C=CC(=CC3C)N4CCCCC4C	-10.81642	7.0954	0.50008
304	Z1558713753	CC=1C=C(F)C=CC1N2C=C(N=N2)C(=O)N3C=4C=CC=CC4CC3C	-10.81642	6.72182	0.66386
305	Z1934810143	C=C(C)COC=1C=CC=C(C1)NC(=O)NCC2=NOC(=N2)C=3C=CC(Cl)=CC3F	-10.81396	6.52429	0.59256
306	Z32341750	CC=1C=CC(=CC1C(=O)NC=2C=CC(F)=CC2F)S(=O)(=O)NC3=CC=CC=C3F	-10.81339	7.09019	0.61109
307	Z1723428242	CN1C(=O)NC=2N=CC(=CC21)C=3C=CC=C(C3)C(=O)NCCCN4C=CC=CC4=O	-10.81236	7.28839	0.80271
308	Z229356352	CC1=NOC=2N=C(C=C(C(=O)NCCC3C(=O)NC=4C=CC=CC43)C12)C(C)C	-10.81203	7.06421	0.67476
309	Z1931260347	O=C(NCC1(O)C2C3CC4C5CC(C2C35)C41)NC6=CC=CC=C6N7CC8CCC7C8	-10.81195	6.85237	0.32341
310	Z1897356265	CC1=NOC(=N1)[C@H]2C[C@H](O)CN2C(=O)NCC=3C=CC(C=4C=CC=CC4)=C(C)C3	-10.8083	6.4116	0.39467
311	Z167063392	O=C(NC=1C=CC=2C=CC=CC2N1)C=3C=C(Cl)C=4OCCCOC4C3	-10.80287	6.11727	0.53125
312	Z1524931662	O=C(C1CCCC=2C=CC=CC21)N3CCCC3C4=NC(=NN4)C=5C=CC=CC5	-10.80145	6.91645	0.43794
313	Z95981858	O=C(CC1=CC=C(S1)S(=O)(=O)N2CCCC2)NC3=CC=CC(=C3)N4CCCC4=O	-10.8004	7.01038	0.57899
314	Z1919502131	O=C(NC=1C=CC=2C=CNC2C1)N3CCOC(C3)C=4C=CC(F)=CC4	-10.79979	5.87976	0.40084
315	Z1205125898	NC(=O)C=1C=CC=CC1OCC=2C=CC=C(C2)C(=O)N3CCCC4(CC=CCC4)C3	-10.79794	7.32551	0.59806
316	Z56890524	CC=1C=CC=2N=C(N=C(C)C2C1)NC3=NC=4CCCCC4C(=O)N3	-10.79789	6.27006	0.38787
317	Z28562046	O=C(CCCC1=CNC=2C=CC=CC12)N3CCCC(C3)C4=NC5=CC=CC=C5S4	-10.79743	7.23488	0.49452
318	Z59307873	CC=1C=CC=C(N1)NC(=O)C=2C=C(C=CC2Cl)S(=O)(=O)N(C)C=3C=CC(F)=CC3	-10.79416	7.19872	0.54704
319	Z132986196	CC1C(=O)NC=2C=CC(=CC21)S(=O)(=O)NC=3C=CC=C(C3)C(=O)NC4CC4	-10.79347	6.30755	0.50041
320	Z70960277	O=C(CC=1C=CC=2OCCOC2C1)NC3=NC(=CS3)C=4C=CC=5NC(=O)CCC5C4	-10.79256	6.33443	0.48549
321	Z1224578717	CC=1C=CC2=C(C1)C3CN(C)CCC3N2C(=O)CC4CCOC5=CC=CC=C54	-10.7911	6.51867	0.37378
322	Z812201542	CC=1N=C(NC(=O)C1CC(=O)NC2CCC=3C(F)=CC=CC32)C4=CC=CN=C4	-10.78701	7.04468	0.58916
323	Z1445505937	O=C(O)C1(O)CCN(CC1)C(=O)C2CCCN(C2)C(=O)NC=3C=CC=CC3	-10.78678	5.96795	0.32317
324	Z56834286	CC=1C=CC(=CC1)NC(=O)COC2=CC=3OC(=O)C=4CCCC4C3C=C2Cl	-10.78474	6.60746	0.53967
325	Z1980444339	CC=1C=CC=2C(C=3C=CC=CC3)=C(CN4CCCCC4)C(=O)NC2C1	-10.78447	7.23247	0.65736
326	Z1255858655	CC1=NN=NN1C=2C=C(C=CC2F)NC(=O)C3CN(CC=4C=CC=CC4)CCO3	-10.78404	6.63714	0.62502
327	Z192932756	CC(=O)N1CCC=2C=C(C=CC21)NC(=O)CCC=3C=CC=4OCCOC4C3	-10.78398	6.67523	0.67509
328	Z203959016	CC=1C=CC(NC(=O)CN(C)CC(=O)N2C=3C=CC=CC3NC(=O)CC2C)=C(F)C1	-10.78015	6.4442	0.34137
329	Z82251156	NC(=O)C1CN(C(=O)C=2C=CC=C(C2)OCC=3C=CC(F)=CC3)C=4C=CC=CC4O1	-10.77957	6.65115	0.48268
330	Z144782782	CC(C)(C)OC(=O)N1CCCC(C1)C(=O)NC=2C=CC(=CC2)C3=NN=C4CCCCCN34	-10.77263	7.20915	0.60646
331	Z115112770	CC1=CC(=O)C(=NN1C=2C=CC=CC2)C(=O)NCC=3C=C(Cl)C=4OCCCOC4C3	-10.77239	7.00551	0.61939
332	Z28487251	CC1=NC(=C(CC(=O)NC=2C=CC=C3C=CC=NC23)S1)C=4C=CC(F)=CC4	-10.7709	7.4494	0.62303
333	Z2713339416	O=C(C1CC(=O)N(C1)C=2C=CC(F)=C(F)C2)N3CCC(C3)C=4C=CN=CC4	-10.77084	6.66244	0.42435
334	Z410132912	CC=1C=C(CN2CCN(CC2)C(=O)NC=3C=CC=CC3CC=4C=CC=CC4)ON1	-10.77058	6.90037	0.54795
335	Z295915850	COC=1C=CC(=CN1)NC(=O)C=2C=CC=CC2C3=NC=C(O3)C4=CC=CC=C4F	-10.76429	7.40075	0.63855
336	Z437012320	O=C(NCC=1C=CC(=NC1)N2CCCCCC2)C3=CC=C(Cl)C(=C3)N4CCCC4=O	-10.76422	6.71183	0.41158
337	Z24245947	COC=1C=CC=C(C1)C=2N=NN(CC=3C=CC(=CC3)C(=O)NC=4C=CC=CC4)N2	-10.76334	7.13539	0.74913
338	Z729644048	CC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC(=CC2C(F)(F)F)NC(=O)C=3C=CC=CC3	-10.76087	7.10658	0.43709
339	Z2460783589	CC=1C=C(C(=O)N2CCC(C2)(C(=O)O)C=3C=CC=CC3)C=4NN=CC4C1	-10.75811	6.08674	0.52716
340	Z106749064	COC=1C=CC(=CC1)C2=NOC(CN3CCC(CC3)C(=O)N4CCCCCC4)=N2	-10.75527	7.33516	0.54583
341	Z2608156635	FC(F)(F)C=1C=CC=C(C1)C2(CCC2)C3=NOC(=N3)C4CCCC=5NN=NC54	-10.75412	7.29632	0.51132
342	Z28487515	O=C(NC=1C=CC=C2C=CC=NC12)C=3C=CC(=CC3)S(=O)(=O)N4CCCCCC4	-10.75412	6.85463	0.48021
343	Z856111782	COC=1C=CC(C)=CC1N2C=CC(=N2)C(=O)NC3=CC(=CC(F)=C3C)C(N)=O	-10.75116	6.9854	0.72729
344	Z1239661803	O=C(NC=1C=NN(C1)C=2N=CC=CN2)C=3N=C(C=4C=CC=CC4)N5CCCCCC35	-10.75103	7.37717	0.71816
345	Z1921036364	O=C(N[C@@H]1C[C@H]1C=2C=CC=C(F)C2)N3CCCCC3C4=NC(=NO4)C=5C=CC=CC5	-10.74908	7.20215	0.44916
