Rank	Ligand	SMILES	gnina_affinity_min	CNNpose_score_max	CNNaffinity_min
12838	Z2015604900	CN1CCN(CC1)C(=O)CCN2CCC(CC2)OC=3C=NC=CN3	-5.384040	0.227220	4.660200
12839	Z237582074	C1=CC=C(C=C1)CCCN2CCN(CC2)C=3C=NC=CN3	-5.839490	0.227220	5.633050
12840	Z1849147815	CC(NC(=O)[C@H]1CCO[C@@H]1C2=CC=NN2CC=3C=CC=CC3)C4CC4	-6.804610	0.227200	5.868250
12841	Z3828293613	CCN1CCN(CCNC=2N=CN=C3N=C(SC23)N(C)C)CC1	-5.636060	0.227190	5.233930
12842	Z736433458	CN(CC=1C=CC=NC1)S(=O)(=O)C2=CC=C3NC(=O)CCCC3=C2	-4.386630	0.227160	5.280710
12843	Z57033978	CC=1C=CC(=CC1C)C(=O)NC2=CC=C(OC2=O)C(F)(F)F	-6.704320	0.227150	5.123220
12844	Z3052653846	CC(C)(CC=1C=CC(O)=CC1)C(=O)N[C@H]2CCC=3N=CSC3C2	-7.984620	0.227090	6.263070
12845	Z826231790	COC=1C=CC=2N=C(NC(=O)N3CC(C)OC(C3)C=4C=CC=CC4)SC2C1	-8.162770	0.227080	5.764920
12846	Z2242924327	CCOC=1C=C(C=CC1C)C(=O)N2CC[C@H](N)C2	-6.342130	0.227020	4.601790
12847	Z2062341898	CO[C@H]1C[C@@H](CN2CCCC2)N(C1)C(=O)CC=3C=CC=4NN=CC4C3	-7.239630	0.227020	5.865730
12848	Z2443267237	C[C@H](NC(=O)C=1C=NC(=NC1)C(F)(F)F)C(=O)O	-4.378790	0.227000	3.485620
12849	Z1600423616	O=C(NC1=NN=CN1C=2C=CC=CC2)C=3C=NC=C(F)C3	-6.575990	0.226980	5.805480
12850	Z572637416	O=C(CC=1C(Cl)=CC=CC1Cl)NCCNC=2N=CN=C3SC=CC23	-5.833910	0.226980	6.418970
12851	Z2438532560	CC1=C(N=NN1C2CCNCC2)C(=O)NC=3C=CC(OC4CCC4)=C(F)C3	-5.175130	0.226970	6.273300
12852	Z1033336828	COC=1C=CC=CC1NC(=O)N2CCC(C2)NC=3C=CC=CC3	-7.051630	0.226940	4.617450
12853	Z29748016	C=CCN(C(=O)C=1C=CC=CC1)C2=NC(=CS2)C=3C=CC=CC3	-6.640420	0.226900	5.558770
12854	Z2091388961	CC=1C=C(C#N)N=C(N1)N2CCN(CC2)C(C)C=3C=CC(Cl)=CC3	-7.012010	0.226900	5.675960
12855	Z1896940583	CC1=C(C=NN1C)C=2C=C(CN3C(=O)NC(C)(C3=O)C(C)(C)C)ON2	-3.895750	0.226890	6.239990
12856	Z2020370845	COC=1C=CC=2CN(CCOC2C1)C(=O)CCC3=CC=NN3C	-4.446820	0.226870	5.148190
12857	Z2016566202	CC=1C(=CC=CC1C(=O)N2CCCC2)NC(=O)N3CCOC(C3)C(F)F	-7.486300	0.226850	5.784500
12858	Z873197018	CC(=O)NC1CCCN(C1)S(=O)(=O)C=2C=NN(C2)C=3C=CC=CC3	-6.687680	0.226840	5.947840
12859	Z1129403155	CN1C(=O)CCC=2C=C(C=CC21)NC(=O)C=3C=CC=NC3N4CCOCC4	-5.278920	0.226780	5.189990
12860	Z1443255469	CSCC=1C=C(C=CC1F)C(=O)NC(C)C2=NN=C3CCCCN23	-6.965200	0.226740	6.215260
12861	Z2201264375	CC(=O)NC=1C=CC(C)=C(C1)S(=O)(=O)N2CCOCC(C2)C3CCC3	-6.712730	0.226630	5.731720
12862	Z4439098212	CO[C@H]1C[C@@H](CNC=2C=CC(=NN2)C=3C=CC=CN3)N(CC=4C=CC=CC4)C1	-6.540060	0.226560	6.059520
12863	Z1299159710	CN(CC1=NN=C(O1)C2CC2)C(C=3C=CC(F)=CC3)C=4N=CC=CN4	-5.976320	0.226540	6.022840
12864	Z2826537088	O=C(NC[C@H]1CC[C@H](O1)C2=NC(=NO2)C3CC3)C=4C=CC=5NCCC5C4	-6.333480	0.226520	6.000260
12865	Z2310085289	O=C(NC1CCC2=CC=CC=C2CC1)N3CCC[C@H]3CN4C=CN=N4	-4.722540	0.226510	4.286410
12866	Z2026320130	COC=1C=CC=C(C=CC2=NC(C(=O)O)=C(C)S2)C1OC	-5.526240	0.226490	5.639260
12867	Z2291392615	CCC(=O)NC=1C=CC(=CC1)NC(=O)N2CC(C)(C)[C@H]3COC[C@H]32	-6.009010	0.226440	5.684710
12868	Z1757596859	CO[C@H]1C[C@H](C2=NC(=NO2)C3=CC=C(C)C(F)=C3)N(C1)S(C)(=O)=O	-5.929840	0.226420	4.535830
12869	Z1953719144	O=C(C1=CSC(=N1)C=2C=CC=3OCCOC3C2)N(CCO)CC(F)F	-4.698790	0.226350	4.993030
12870	Z435766620	CC(C)OC=1C=CC=CC1C(C)NC(=O)C2CCS(=O)(=O)C2	-4.974370	0.226340	5.327360
12871	Z1969647784	CCC=1C=CC(=CC1C)NC(=O)N2CC(CC)OC3(CCOC3)C2	-5.847360	0.226330	5.070770
12872	Z90230843	CN(CC=1C=CC=2OCCOC2C1)CC3=NC=4SC=C(C5=CC=CO5)C4C(=O)N3	-6.460250	0.226320	5.664300
12873	Z2778956455	CN1CCO[C@H]2CN(C[C@H]21)C(=O)C3=CC=NN3CC4CCC4	-4.693370	0.226310	5.442740
12874	Z2460728913	CC(C)(C(=O)O)C(=O)NCC=1C=CC(=CC1)N2C=NC=N2	-3.758930	0.226260	4.493690
12875	Z4327153753	CCCC=1C=CC(=CC1)CC(=O)N[C@H](C)CN2C=C(CO)N=N2	-6.415360	0.226260	5.298510
12876	Z89476854	CC=1OC=CC1C(=O)NC2=C(N=C3C=C(C)C=CN23)C=4C=CC(F)=CC4	-7.909330	0.226220	6.267380
12877	Z52746048	CC(C1=NC=2C=CC=CC2C(=O)N1)N3CCN(CC4=CC=C(Cl)S4)CC3	-5.543330	0.226190	6.060840
12878	Z235362603	NCC=1C=CC=CC1C=2C=CC(=CC2)CN3CCCC3=O	-6.506400	0.226130	4.626780
12879	Z434380672	O=C(NC=1C=CC(=NC1)N2C=NC=N2)N3CCCC3CC=4C=CC=CC4	-6.880620	0.226110	6.027750
12880	Z1917885277	CC=1N=NSC1C2=NC(=NO2)C=3C=CC(=CC3)S(C)(=O)=O	-3.918230	0.226100	5.250100
12881	Z1411520882	COC=1C=C(F)C(=CC1F)NC(=O)N(C)C(C)C2=CC=3C=CC=CC3O2	-6.430380	0.226050	4.646680
12882	Z1716179405	CC(C)CS(=O)(=O)CC(=O)NC1=CC=NN1C2=CC=CC(F)=C2	-6.405470	0.225940	5.545060
12883	Z2698798296	COC=1C=C(N=C(N1)NC(C)C=2C=CC=C(C2)[N+]([O-])=O)C(F)(F)F	-5.076910	0.225930	5.638480
12884	Z1203335394	O=C(CN1C=CC(=N1)C(F)(F)F)NC2CCC3=C(O)C=CC=C32	-4.733380	0.225880	5.577940
12885	Z1103023248	O=C(C=1C=CC(=CC1)OC=2N=CN=C3C=CSC23)N4CCCC4	-3.885130	0.225860	4.653070
12886	Z854907304	O=C(NC=1C=CC=C(C1)COCCC=2C=CC=CC2)C3CCCC3	-6.664780	0.225850	5.131360
12887	Z1203274286	O=C(C1=CC=2CCC=3C=CC=CC3C2S1)N(CC4CCCO4)C=5C=CN=CC5	-6.005930	0.225850	6.388090
12888	Z18799128	O=C(COC(=O)C=1C=C(N=C2C=CC=CC12)C3=CC=CO3)N4CCCCC4	-5.527750	0.225840	5.529500
12889	Z2982759018	C1=C(N=NN1CCOC2CCOC2)C=3C=CC=C4C=NC=CC34	-6.855810	0.225810	5.658680
12890	Z1932310338	C=CCN(CC=C)C(=O)C=1C(C)=NN(C)C1N2C=CC=N2	-5.065330	0.225800	5.556890
12891	Z1902415967	FC(F)CN1N=CN=C1CN2CCC(C2)C=3C=CC=CC3	-6.206510	0.225770	5.543180
12892	Z2319517618	N#CC1=CC=2CCCCC2N=C1NC(=O)[C@H]3C[C@@H]3C4CC4	-6.797390	0.225760	6.009470
12893	Z445151572	Cl.CC=1SC(=NC1C=2C=CC(F)=CC2F)NC=3C=CC=CN3	-6.765180	0.225760	6.099240
12894	Z1966672013	C1=CC=C(C=C1)[C@@H]2C[C@H]2NC=3N=C(N=C4CCCC34)C5=CC=CN=C5	-8.073790	0.225660	6.535670
12895	Z1744267166	COCC(=O)N1CCC=2C=C(C=CC21)NC(=O)C=3C=C(F)C(F)=CC3F	-6.008120	0.225620	5.379470
12896	Z2384412439	COCCN1C=C(C=N1)[C@H]2OCC[C@@H]2NC3=NC(C)=NC(C)=C3F	-5.749810	0.225600	6.252200
12897	Z2053425395	CN1CCN(CC1=O)C=2C=C(N=CN2)N3C[C@H](F)C[C@H]3C(N)=O	-6.585180	0.225540	6.114270
12898	Z1051054828	CN1C=NC=2C(=NC=NC21)N3CCN(CC3)C(=O)C=4C=CC(Cl)=CC4F	-5.985110	0.225530	5.704830
12899	Z7168516537	O=C(O)C(F)(F)F.COC=1C=CC(CN2CC(C2)OCCO)=C3C=CC=CC13	-5.847880	0.225430	4.548300
12900	Z3543235958	O=C(CCNC(=O)C=1N=CC=CC1O)N2CC=CCC2	-7.154430	0.225410	5.310190
12901	Z195438234	CCOC=1C=CC(=CC1)CN2CCN(CC2)C(=O)C=3C=CC(=CC3)N4C=NC=N4	-7.026050	0.225400	6.091850
12902	Z1532467076	CC=1C(=NNC1NS(=O)(=O)C=2C=CC(F)=CC2Br)C=3C=CC=CC3	-6.486970	0.225360	6.292260
12903	Z2617974980	O=C(NC=1C=CC(Cl)=CC1F)N2CCC(O)(CO)CC2	-4.427470	0.225320	5.602390
12904	Z4602250794	CC=1C=CC=CC1NS(=O)(=O)C=2C=CC(C)=C(C2)C(=O)NC3=CN=C4NC=CC4=C3	-9.045170	0.225250	6.736090
12905	Z1755274426	CC1=NC=CN1CCCN2CCCC(C2)N3C=NC(=N3)C(N)=O	-5.777440	0.225180	5.555360
12906	Z219205622	CC(NC=1C=CC2=NN=C(N2N1)C(F)(F)F)C3=CC=CS3	-4.852640	0.225020	5.741340
12907	Z1732810168	COC=1C=C(C)C(=CC1F)NC(=O)NC(C=2C=CC=3OCCOC3C2)C4CC4	-5.990160	0.225000	6.320530
12908	Z1954646282	CN(C)C1=NOC(=N1)C2CCCN(C2)C(=O)C3C4CC5CC(C4)CC3C5	-6.318950	0.224990	6.330190
12909	Z2762355933	CC(C)(C)C1=CN=C(CCC(=O)N2C[C@@H]3COCC[C@@]3(C2)C(N)=O)O1	-7.092870	0.224960	5.893550
12910	Z1655549988	CC1=NNC(C)=C1C(C)C(=O)NCCC=2C(C)=NOC2C	-6.450340	0.224930	5.832950
12911	Z443963116	COCC=1C=CC(=CC1)CNC(=O)C2=CC=C(NC2=O)C=3C=CC=CC3	-7.799580	0.224900	5.619220
12912	Z1460434266	CN1C=CN=C1CC2CCN(CC2)C3CCNC3=O	-6.107600	0.224870	5.359260
12913	Z321210796	O=C(NC=1C=CC=C(C1)S(=O)(=O)NC=2C=CC=CC2Cl)C=3C=C(NN3)C4CC4	-4.801840	0.224850	6.376900
12914	Z381195410	CC=1C=C(F)C=CC1S(=O)(=O)NC=2C=CC(OCC=3C=NC=CC3)=C(Cl)C2	-5.062130	0.224840	5.721250
12915	Z2439287711	O=C(CC(C=1C=CC=CC1)C=2C=CC=CC2)N3CCN(CC3)C4CCNC4	-6.747020	0.224820	5.592220
12916	Z813114482	CC1=CC(=NO1)NC(=O)NCC2(CCCCC2)C=3C=CC=4OCOC4C3	-5.040870	0.224810	5.662950
12917	Z2957840466	COC(C(=O)NCC=1N=CC=CN1)C=2C=CC=CC2C(F)(F)F	-5.616660	0.224800	5.035120
12918	Z3063577078	CC1=NOC(=N1)C2CCN(C[C@]34C[C@H]3COC54CCC5)CC2	-3.531600	0.224780	6.037380
12919	Z16077457	COC=1C=CC=2N=C(NC2C1)SCC(=O)NC(=O)NC3CCCC3	-5.810410	0.224770	5.696710
12920	Z746911370	CCN(CC)C(=O)NC1=CC=CC(=C1)C2=NC=CS2	-5.955750	0.224730	5.686370
12921	Z3017394525	CN(C[C@H]1OCC[C@H]1C2=NC=NN2)C(=O)C3=CC=C4NN=CC4=C3	-5.860400	0.224620	5.877390
12922	Z384360682	O=C(CCN1N=C(OC1=O)C2=CC=CS2)NCC3CCOC3	-5.775870	0.224540	5.257890
12923	Z28486129	CN1N=C(C=CC1=O)C(=O)NC=2C=CC=C3C=CC=NC23	-6.356420	0.224510	5.472910
12924	Z1025047418	CC1=CSC(=N1)C2=CC=CC(=C2)NC(=O)N3CCCC3	-6.913410	0.224430	5.719990
12925	Z2131699941	O=C(C1=CC=C2OC(=O)NC2=C1)N3CCS(=O)(=O)C4CCCCC43	-9.804220	0.224390	5.534720
12926	Z2757955009	CCC(=O)NCC=1C=CN=CC1O[C@H]2CCN(C2)C=3N=CC=CN3	-6.786840	0.224320	5.937070
12927	Z1243851612	O=C(NC=1C=CC=C(C#CC=2C=CC=CC2)C1)N3C4CCC3CC(O)C4	-6.308800	0.224310	5.276960
12928	Z1024868922	CCS(=O)(=O)NC1CCN(C1)C=2C=C(Cl)C=CC2OC	-4.429180	0.224280	3.973190
12929	Z110097066	CC1OC=2C=CC(=CC2NC1=O)NC(=O)COC=3C=CC=CC3C=4C=CC=CC4	-8.129510	0.224260	6.084510
12930	Z1444729091	COC=1C=C(C=C(NC(=O)C2=CC=3C=C(F)C=CC3S2)C1OC)C(=O)O	-5.432360	0.224240	5.259990
12931	Z3038756566	C#CCCC1(CCC(=O)N(C)CC2=CC=C(O2)C(=O)O)N=N1	-5.858270	0.224200	5.256550
12932	Z2300962784	CC=1C=CC=2C=C(C=CC2C1)S(=O)(=O)N(C)CCC(=O)O	-6.344260	0.224170	4.725560
12933	Z1655882778	COC=1C=CC=CC1C(C)(C)NC(=O)C(C)C=2C(C)=NNC2C	-5.530760	0.224080	5.771850
12934	Z2177482712	CS(=O)(=O)C=1C=C(C=CC1F)C(=O)N2CCCC(C2)C3CC3	-5.526560	0.223990	4.666550
12935	Z1595932442	CN1CCC=2C=CC(=CC21)NC(=O)NCC3(C)COC3	-4.491630	0.223970	4.783770
12936	Z1982738874	NS(=O)(=O)C=1C=CC(F)=C(C1)C(=O)N2CCCC(C2)C3=CC=4C=CC=CC4N3	-6.254680	0.223960	5.812890
12937	Z1264195017	CC=1C=C(C=CC1NC(=O)CC(C)C)C(=O)N2CCCC2C(=O)NC3CC3	-5.753100	0.223950	6.007560
12938	Z1984464608	C=CCC(CC)NC(=O)NC1=CC=CC(=C1)NC(=O)C(C)C	-6.227270	0.223940	5.607410
12939	Z1744121890	CC1=CC(Br)=C2CCN(CC2=C1)C(=O)C3=COC(=C3)S(=O)(=O)N(C)C	-4.710780	0.223930	5.022150
12940	Z109704486	O=C(NCC=1C=CC(=CC1)CN2CCCCC2)C=3C=CC(F)=CC3	-5.784300	0.223920	5.401080
12941	Z1417672260	CN1N=CC=C1C2CCN(CC2)C(=O)NC=3C=CC=C(C3)OCCF	-5.222360	0.223910	5.980830
12942	Z971816638	OC1CCC(CC1)NCC2=CC=C(S2)C=3C=CC(Cl)=CC3	-5.207610	0.223860	5.075040
12943	Z1756525333	CC1=NN(C)C(C)=C1OCC(=O)N[C@H]2CCO[C@@H]2C=3C=NN(C)C3	-6.305640	0.223860	5.836560
12944	Z1966631110	CCC1=NN(C)C(=C1[N+]([O-])=O)N2CCC3OCC(=O)NC3C2	-5.460950	0.223850	5.493920
12945	Z2607551890	COC(C)(C(=O)O)C(=O)NC1=CC=CC(=C1)N2C(=O)NC(C)(C)C2=O	-4.620240	0.223790	3.709140
12946	Z2143626635	CN1N=CC=2C(=NC=NC21)N[C@H]3CCN(C3)S(=O)(=O)C=4C=CC=CC4	-5.336140	0.223790	5.600420
12947	Z908778028	O=C(C1=CN=CN1C=2C=CC(F)=CC2)N3CCN4CCCCC4C3	-7.687570	0.223790	5.756150
12948	Z3480645000	CC=1C=C(C=CC1OC(F)(F)F)C(=O)N(C)CC2=CC=CC(O)=C2	-7.524200	0.223760	5.248750
12949	Z2394892602	COC1=CC(=NN1C)C(=O)N[C@H]2COC[C@H]2OC=3C=NN(C)C3	-5.965030	0.223760	5.589960
12950	Z2383365317	CN(C)C=1C=CC(=NN1)C2CCCN2CC=3C=C(C#N)C=CC3F	-6.570870	0.223720	5.891550
12951	Z1677763190	COC=1C=CC=CC1N2CCC(C2)NC(=O)NC=3C=CN=CC3F	-4.470640	0.223680	5.466450
12952	Z296359238	CCN1CCC(CC1)NC(=O)C=2C=CC(Cl)=CC2F	-6.258080	0.223670	4.789060
12953	Z2438071716	CC(C)(C)C1=CC(CN2CCOCC2C3CCC3)=NO1	-6.824160	0.223670	5.676750
12954	Z1841429197	O=C(CCCC=1C=CC=2NC(=O)NC2C1)N3CC4(CCOCC4)C=5C=CC=CC53	-8.160750	0.223670	6.282760
12955	Z2959259580	O=C(N[C@H]1[C@@H]2COC[C@H]12)C3=CNC=C3CC=4C=CC=CC4	-6.842240	0.223640	5.536160
12956	Z2093493605	CC=1N=C(C=2CCCCC2N1)N3CCC4(C3)CCCOC4	-5.031760	0.223600	5.961110
12957	Z91278757	COC=1C=C(Cl)C(C)=CC1NC(=O)C2=CC(=O)NC3=CC=CC=C23	-6.381080	0.223590	5.711700
12958	Z1904122470	O=C(NC=1C=CC(=CC1F)C2=CC=CO2)N[C@H]3CC[C@H](O)CC3	-5.557760	0.223580	5.382100
12959	Z2911537625	CCN1CCCN(C(=O)C=2C=CC=C(C2)NC(C)=O)C(C)C1	-4.438770	0.223560	4.790410
12960	Z4662179092	CC1CCCCN1CCCNC(=O)C=2N=NNC2C3=CC=NN3C	-4.307380	0.223560	5.492890
12961	Z1754405139	CCN1C=NC=2C(=NC=NC21)N[C@H]3CCO[C@@H]3C=4C=NN(C)C4C	-6.902890	0.223530	6.289410
12962	Z44494583	O=C1NC(CN2CCN(CC2)C=3C=CC=CC3)=NC=4C=CSC14	-5.492070	0.223520	5.791370
12963	Z432482002	CCC(CO)NC(=O)NCC=1C=CC(=NC1)OC=2C=CC(=CC2)OC	-4.054120	0.223410	4.644270
12964	Z1895336866	CC=1C=C(N=C2C=CC=CC12)S(=O)(=O)CC(=O)NCC(F)(F)F	-6.477690	0.223350	5.213850
12965	Z1725500264	O=C(CC1CCCCC1)NC2=CC=CC=3C=CNC23	-5.086450	0.223350	5.367670
12966	Z367028310	O=C(NCC=1C=CC=CC1CN2C=NC=N2)C=3C=CC=CC3F	-6.225160	0.223320	5.482160
12967	Z288425036	O=C(NC=1C=CC=C2C=NNC12)C3=CSC(=C3)S(=O)(=O)N4CCC=5C=CC=CC5C4	-6.786870	0.223300	5.945790
12968	Z2351599418	COC=1C=C(C(F)=CN1)C(C)NC[C@@H]2CCO[C@H]2C=3C=NN(C)C3	-7.532920	0.223290	6.240550
12969	Z1021667908	COC=1C=CC(=CC1OC)C2=NOC(=O)N2CC3=NN=C(O3)C4CC4	-5.630700	0.223280	5.686890
12970	Z2018876900	CN1N=CC=C1CCN2CC(O)CC2C=3C=CC=CC3C(F)(F)F	-5.788370	0.223230	5.511320
12971	Z144343922	CC1=C(SC=2C=CC=C(F)C12)C(=O)N(C)C3CCS(=O)(=O)C3	-6.715870	0.223210	5.405890
12972	Z3543551790	O=C(C=1C=CC=2C(=O)N(CC2C1)C3CCC(=O)NC3=O)N4CCCO4	-5.197270	0.223190	4.830800
12973	Z2270371551	COCC=1N=C2CCC(CN2N1)NC(=O)C=3C=CC=C(N3)C(F)(F)F	-3.092240	0.223190	4.995270
12974	Z1429365523	O=C(NC=1C=CC=C(C1)OCC(F)(F)F)N2CCC3=CC=CC=C3C2CO	-7.924050	0.223180	5.870630
12975	Z192872064	CCC(C)N(CC1=NC=2C=CC=CC2C(=O)N1)C(=O)C=3C=CSC3	-6.377210	0.223160	5.605630
12976	Z637708434	CN1C(=NC=2C=CC=CC21)C3=CSC(=N3)C=4C=CC=CN4	-6.547670	0.223140	5.549790
12977	Z4500949548	CN(CC1=NC=CN1C(F)F)C(=O)C=2C=C(NN2)C=3C=CC=4C=CC=CC4C3	-8.764700	0.223090	5.548030
12978	Z4661325492	C1=CC(=CS1)[C@@H]2C[C@H]2NC=3N=C(N=C4CCCC34)C5=CC=CN=C5	-6.807260	0.223080	6.447630
12979	Z1724145645	CC=1C=C(Br)C=CC1NC(=O)CN(C)C(=O)C2=C3C=CC=CC3=NN2C	-6.355900	0.223020	6.191540
12980	Z898829744	O=C(C=1C=CC=C2OCCOC12)N3CCC(CC3)C=4C=CC=CC4	-6.383420	0.222980	5.401930
12981	Z504410586	NC(=O)CCNC(=O)NC1CCC(CC1)C=2C=CC=CC2	-3.993580	0.222950	4.555200
12982	Z169700414	COC(=O)C1=CN=C(NC(=O)C=2C=NC=CN2)S1	-4.046010	0.222810	4.201170
12983	Z288240404	CC1=CN=C(NC(=O)C=2C=CC=CC2NS(=O)(=O)C=3C=CC=4OCCOC4C3)S1	-5.871940	0.222800	6.096280
12984	Z2104661488	CCC=1C=CC=C2C(=CNC12)C3CCN(CC3)C(=O)NCC=4C=NN(C)N4	-8.015760	0.222750	6.055090
12985	Z1401668007	O=C(CCC=1C=CC=CC1)N2CCC(C2)NC(=O)C3=CC=CC(F)=C3	-7.225090	0.222720	5.800950
12986	Z4119018236	CC(C)(C)OC(=O)N1C[C@H](C(=O)N2CCCC(C2)C3=CC(O)=CC(F)=C3)[C@H](C1)C(F)F	-8.214970	0.222700	6.497670
12987	Z2142486014	COC(=O)C=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C3=CC=NC(=C3)NC(=O)C4CC4	-7.513610	0.222680	5.687040
12988	Z2960027092	CCC1=NOC(C)=C1CNC(=O)C2=CN3C=CC=C(C)C3=C2	-5.941310	0.222630	5.395900
12989	Z225906308	NC(=O)NC(CC(=O)NC=1C=CC=2N=C(SC2C1)N3CCOCC3)C4=CC=CS4	-6.297340	0.222630	6.436020
12990	Z242591512	O=C1NC(CSC=2N=CC=CC2Cl)=NC=3SC=4CCCC4C13	-6.335950	0.222490	6.213980
12991	Z239174986	O=C(NC1=NC=2C=CC(F)=CC2S1)C3=CC=C(CN4C=CC=CC4=O)O3	-4.828460	0.222480	4.614510
12992	Z1431515383	O=C(C=1C=CN=CC1Br)N2CC=C(CC2)C=3C=CC=CC3	-7.326600	0.222420	5.491830
12993	Z2386071855	CO[C@@H]1CN(CCC(C)(C)C#N)C[C@H]1C2=CNN=N2	-4.552690	0.222420	5.547180
12994	Z2384140790	COCCN1C=C(C=N1)NC[C@@H]2CCCO[C@H]2C3=NC=CN3C	-4.945080	0.222380	5.341180
12995	Z1844792682	C1=CN=C(CN2CCCCC2CN3CCOCC3)N=C1	-4.403300	0.222300	4.629050
12996	Z1343326816	CC1=NC=CN1CC2CCCN2C=3N=CN=C4C3C=NN4C=5C=CC=CC5	-6.304430	0.222290	6.264270
12997	Z1523283344	CCN(CC1(O)CCS(=O)(=O)CC1)C(C)C=2C=CC=C(O)C2	-5.779670	0.222280	5.325150
12998	Z3773854080	CC1CN(CCC1C(=O)O)C(=O)C2=CC(=NN2C3CC3)C(F)(F)F	-6.888530	0.222160	5.543490
12999	Z1919786242	CN1C(=O)CC=2C=C(C=CC21)NC(=O)C3CCCC3	-6.548820	0.222120	4.909920
13000	Z44603945	O=C(NC=1C=CC=C2C=CC=CC12)NC3CCCC3	-6.988970	0.222120	5.282380
13001	Z1262410046	COCC=1N=C(C)C=C(N1)NC(CN2CCOCC2)C=3C=CC=CC3	-6.789090	0.222110	5.548810
13002	Z2993959652	CCN1CCC(CNC(=O)C2=NC(=NS2)C=3C=CC=CC3)CC1	-6.257480	0.222110	5.769150
13003	Z985662472	CC1=CN2CC(CCC2=N1)NC(=O)C3(CC3)C4=CC=CC(Cl)=C4	-8.128270	0.222060	5.655410
13004	Z167659248	NC=1N=CN=C2SC=3CN(CCC3C12)C(=O)C4=CSC=5CCCCC45	-6.248690	0.222060	6.296990
13005	Z163381510	CC=1C=CC=CC1CN(CC2=CC=CS2)C3CCS(=O)(=O)C3	-6.073130	0.222040	5.637590
13006	Z89557219	CC(C=1C=CC(=CC1)N2C=NC=N2)N(C)C(=O)CC3=CSC(=N3)C=4C=CC(F)=CC4	-6.944220	0.222000	6.356140
13007	Z1129459413	CCNS(=O)(=O)C=1C=CC(F)=C(C1)C(=O)N2CCCCC2CC=3C=CC(F)=CC3	-5.836330	0.221970	5.195670
13008	Z44121568	CC1=CC(=CC(C)=C1O)CN2CCN(CC2)C=3N=CC=CN3	-5.475730	0.221970	5.372660
13009	Z450677836	CCC=1N=CN=CC1C(=O)NCCNS(=O)(=O)C=2C=CC(C)=CC2	-5.374130	0.221820	5.737880
13010	Z240164206	O=C(CC=1C=NN(C1)C=2C=CC=CC2)NC=3C=CC=CC3F	-6.512270	0.221810	5.769490
13011	Z2382533401	CCN1C(=O)CC[C@H](CNC(=O)C#CC2CC2)[C@H]1C=3C=NN(C)C3	-4.321380	0.221730	5.534440
13012	Z1068797294	CN1CC(=O)N(CC(=O)N2CCC(CC2)C3=NC(=NN3)C=4C=CC=CC4)C1=O	-8.824030	0.221700	5.996720
13013	Z1191878933	COC=1C=CC=2NC=C(CCNC(=O)C3=NOC=4CCCCC34)C2C1	-5.226360	0.221650	5.926520
13014	Z1849505917	CC1(C)C[C@@]2(C[C@@H]2C(=O)N3CCC(CC3)N4CCNC4=O)C5=CC=CC=C5O1	-8.202240	0.221640	6.051970
13015	Z1558924333	CC=1C=CC(C#N)=C(N1)N2CCC(CC2)N3CCCC3C(N)=O	-5.004780	0.221630	5.583820
13016	Z281177314	CN1CCN(CC1)C(C)(C)CNC(=O)NC=2C=CC=CC2	-6.027260	0.221620	5.423910
13017	Z992559568	CC=1C=CC=CC1C(C)(C)CNC(=O)NC=2C=CC(=NC2)S(C)(=O)=O	-7.998730	0.221570	5.902740
13018	Z973142038	O=C(NC=1C=CC(=CC1)C(F)(F)F)N2CCCC2C3=CC=CN3	-5.766370	0.221530	4.850470
13019	Z990872434	CC(CC1=CC=CO1)NC=2N=CN=C3C2C=NN3CCO	-5.869380	0.221530	5.558740
13020	Z1264579246	CC1=C(N=NN1C=2C=CC(Cl)=CC2F)C(=O)NC3=CC=CN(C)C3=O	-4.835270	0.221500	5.743010
13021	Z878099232	CC(C)(CN)C(=O)N1CCN(CC1)C=2C=CC=CC2F	-5.130610	0.221480	5.087590
13022	Z1786258983	CCN1C=C(C=N1)C(=O)N2CCCC=3C(=CC=C(C)C32)NC(C)=O	-6.290990	0.221470	6.112830
13023	Z1265124327	CC1=NN(C)C(C)=C1CC(C)NC(=O)C2CCCCN2C(=O)C=3C=CC=CC3	-5.602060	0.221430	5.510360
13024	Z451301418	CC(C)C=1SC(=NC1C=2C=CC=CC2)NC(=O)C=3N=C(N=CC3Cl)N4CCCC4	-7.795040	0.221420	6.212930
13025	Z2383111030	CC1=NOC(CC2(O)CCCN(C2)C=3C=CN=C4C=C(F)C=NC34)=N1	-7.974670	0.221350	6.324510
13026	Z2898333294	CC(C)(C1=NN=C(O1)C(=O)N2CCCC(C)(C)CC2)S(C)(=O)=O	-2.641140	0.221210	4.965610
13027	Z2393081420	COCC=1C=CSC1C(=O)NC=2C=CC(=CN2)N3CCNCC3	-3.528800	0.221170	5.106620
13028	Z1461456547	O=C(NCC=1C=CN(N1)C2CCCC2)C3CCCCN3C(=O)C4=CC=CO4	-6.400650	0.221150	5.745400
13029	Z2737094077	Cl.CNCC1CCCN(C1)S(=O)(=O)C=2C=CC(C)=CC2F	-5.636290	0.221110	4.956810
13030	Z3085471521	CCN1N=CC(Br)=C1C(=O)N2CCC(O)C32CCCC3	-5.369150	0.221070	5.425360
