Rank	Ligand	SMILES	gnina_affinity_min	CNNpose_score_max	CNNaffinity_min
6630	Z27653566	CC(=O)NC=1C=CC(=CC1)NC(=O)C2CCCN2C(=O)C34CC5CC(CC(C5)C4)C3	-8.292080	0.463740	6.869790
6631	Z2959270809	CC(C)(C)C1CCCN(C1)C(=O)C2=CNC(=O)C(=C2)C(F)(F)F	-6.778460	0.463630	6.155010
6632	Z2969381917	COC=1C=CC=2N=CC=C(C2C1)N3CCN4C(=NN=C4C3)C5CC5	-6.973200	0.463600	6.331830
6633	Z1619843789	O=C(CN1C(=NC=2C=CC=CC21)C3CCCCC3)N4CCOCC4C=5N=CON5	-8.699230	0.463590	6.351310
6634	Z2390945509	CC1=COC(C)=C1C(=O)N2CCC(C2)OC=3C=CN=C(C3)CN(C)C	-6.957730	0.463550	6.010800
6635	Z1612635285	CC(C)CN1C=CN=C1CN2C(=O)C3CCCCN3C2=O	-5.876440	0.463450	5.498700
6636	Z1952590007	O=C(NCC=1C=CC(F)=C(C1)CO)C=2N=CC=CC2Br	-5.149430	0.463420	6.117950
6637	Z2362414258	CNC=1C=CC(=CN1)NC(=O)C2CC3CCC2NC3	-5.676900	0.463390	5.648780
6638	Z1603699980	CC=1C=CC=CC1[C@H](CC(=O)O)NC(=O)C2=CC=3C=CC=CC3N2C	-6.963530	0.463310	5.851380
6639	Z108545050	CC=1C=CC(=CC1)S(=O)(=O)N(C)CC(=O)NC=2C=CN(C)N2	-6.737870	0.463250	5.690000
6640	Z3053971331	C=CCN1C=C(N=N1)C(=O)N2CC3(CCOCC3)CCC2CO	-6.810020	0.463220	5.828250
6641	Z2768949394	FC=1C=CC=NC1NCC2=CN(CC3CCOC3)N=N2	-4.964770	0.463140	6.133620
6642	Z729099232	CC(=O)NC=1C=CC=C2CN(CCC12)C=3N=CC=CN3	-5.510990	0.463120	5.867390
6643	Z1501014284	CC(C)(C)OC=1C=CN=CC1NC(=O)CC=2C(F)=CC=CC2Cl	-7.134100	0.463080	6.602770
6644	Z1883267536	[O-][N+](=O)C1=CC=C2NCCC2=C1N3CC4CCC(C3)O4	-4.408320	0.463070	5.642050
6645	Z29826835	CC(=O)N1CC=2C=CC=CC2CC1C(=O)NC=3C=CC(F)=CC3C	-7.713910	0.463010	5.764590
6646	Z89217717	CN(CC=1C=CC=2OCOC2C1)CC3=NC=4SC=C(C5=CC=CS5)C4C(=O)N3	-6.597750	0.463010	6.778870
6647	Z231619818	COC=1C=CC=C(C1)C2CCCN2CC=3N=NSC3Cl	-5.100270	0.463000	5.998460
6648	Z230868056	COC=1C=CC(=CC1)C2=NOC(CN3CCN(CC3)C(=O)NC4=CC=CN=C4)=N2	-7.191860	0.462980	6.183550
6649	Z109952584	O=C(COC=1C=CC=CC1)NC2=NC=3CCCC3S2	-6.814490	0.462950	5.355180
6650	Z2971310727	OC=1C=CC(=CC1)C2=NN=C(S2)N3CCC(CN4C=NC=N4)CC3	-5.323500	0.462950	6.391970
6651	Z1274900413	NC(=O)COC=1C=CC=C(C1)CNC(=O)C2=NN(C=3C=CC=CC3)C=4CCCC24	-6.787530	0.462910	6.593080
6652	Z2961373454	O=C(C=1C=C(C=CN1)C=2C=CC=CC2)N3C4CCC3CC(CCO)C4	-6.508500	0.462820	6.358450
6653	Z2826582208	CC(C)(N)C=1C=C(ON1)C(=O)N[C@H]2[C@H](C=3C=CC=CC3)C2(C)C	-4.890170	0.462810	6.115170
6654	Z65165067	CC(NC(=O)CC1=CSC(=N1)NC(=O)C2=CC=CO2)C=3C=CC(F)=CC3	-6.364700	0.462810	6.603060
6655	Z2379498340	CCN1CCCN(C(=O)CC2=CSC(=N2)C=3C=CC=CN3)C(C)C1	-4.216630	0.462790	6.002030
6656	Z2866904557	C#CCCC1(CCC(=O)NC2CCCN(C2=O)C=3C=CC=CC3)N=N1	-6.613990	0.462770	5.899640
6657	Z56767138	CC=1C=CC(=CC1)S(=O)(=O)N2CCCC(C2)C(=O)N3CCCC4=CC=CC=C43	-8.092210	0.462740	6.484720
6658	Z1275201518	CC1=CSC(=N1)C2CCCN(C2)C(=O)C3=C(C)ON=C3C=4C=CC=CC4	-6.364450	0.462680	6.674400
6659	Z1217535608	CCN(C=1C=CC=C(F)C1)S(=O)(=O)C2=CC=C3CCNC(=O)C3=C2	-7.879110	0.462610	6.314990
6660	Z596250302	CCC(=O)N1CCCC1C2=NC=3C=CC=CC3N2CC=4C=CC(=CC4)C(C)C	-9.410820	0.462590	6.256370
6661	Z1798194600	CC(C)CNS(=O)(=O)C=1C=CC=CC1S(=O)(=O)NC=2C=CN=CC2	-5.217910	0.462550	6.059850
6662	Z109552098	CC(C1=NC=2C=CC=CC2S1)N(C)C(=O)C=3C=C(Cl)C=CC3F	-7.112170	0.462520	6.205740
6663	Z166464584	CC1=CC=CC(C)=C1NC(=O)CSC=2N=C(N)C=3C=CSC3N2	-6.523860	0.462480	6.514580
6664	Z1665416473	CN1C=NC(=N1)C2=CC=CC(=C2)NC(=O)N3CCCC(CN4CCOCC4)C3	-8.295810	0.462440	6.547120
6665	Z3084923350	O=C(NC=1C=NC(CC2CC2)=NC1)[C@@H]3C[C@H]3C=4C=CN=CC4	-6.108200	0.462430	6.083880
6666	Z2866905859	C#CCCC1(CCC(=O)NC2CC32CCOCC3)N=N1	-6.098860	0.462420	5.888310
6667	Z2599824127	C1=NNC=2C=C(C=CC12)CN3CCC4(CCOC4)CC3	-6.484240	0.462390	6.174180
6668	Z1375973298	CC(C)(C)N1C=C(C=N1)C(=O)N2CCOC(C2)C3=CC=CO3	-6.039350	0.462360	5.450030
6669	Z2608490927	CN1C=C(C=N1)C=2C=CN=C(N2)C3CCN(CC3)C(=O)NC4CC=CCC4	-7.534810	0.462360	6.560920
6670	Z285998412	CCC=1C=CC=C(C)C1NC(=O)C=2C=CC=C(C)N2	-6.401630	0.462320	5.601380
6671	Z2355691680	COC1=CC=C2ON=C(CC(=O)N(C)CCC3CCCO3)C2=C1	-6.953020	0.462240	5.791270
6672	Z1650067237	CC1(CNS(=O)(=O)C=2C=CC(=CC2Cl)[N+]([O-])=O)CCNCC1	-5.088760	0.462180	6.190140
6673	Z15399613	CC=1C=C(Cl)C=CC1NC(=O)CN2C(=O)OC=3C=CC=CC32	-6.060970	0.462130	6.009560
6674	Z1007759026	CN(C)C(=O)CN1C=CC(=N1)NC(=O)CNC(=O)C=2C=CC=C(C2)S(=O)(=O)N(C)C	-5.281340	0.462120	5.663460
6675	Z30820389	CC1=CSC(=N1)NC(=O)C=2C=C(N=C3C=CC=CC23)C4=CC=CO4	-5.810180	0.462030	5.629040
6676	Z2936913118	C[C@H](O)CNS(=O)(=O)CCC(C=1C=CC=CC1)C(F)(F)F	-5.610360	0.462000	5.974020
6677	Z2019273762	FC(F)(F)C=1C=CC=C(C1)[C@H](NCC2=NC=C(O2)C3CC3)C4CC4	-5.209020	0.461940	5.641040
6678	Z1748044362	CC(C)(C(=O)N1CC(O)C2(CC2)C1)C=3C=CC=4OCCOC4C3	-7.513320	0.461940	5.712750
6679	Z27715786	NC(=O)NC=1C=CC(=CC1)C(=O)N2CCC=3C=CC=CC3C2	-6.018410	0.461920	5.475470
6680	Z226019728	NC(=O)NC=1C=CC(=CC1)C(=O)NCC2(CCC2)C=3C=CC=CC3	-7.561430	0.461790	6.089490
6681	Z1559925678	CN1CCC=2C=CC(=CC2C1=O)NC(=O)C3=CC(F)=CC4=CC=CN=C34	-7.103080	0.461730	6.356820
6682	Z14490816	CCOC=1C=CC=CC1NC(=O)CSC2=NN3C(C)=CC(C)=NC3=N2	-5.980330	0.461630	6.254920
6683	Z2382371116	CN1C=NC=C1[C@H]2[C@H](CNC(=O)C3=COC=4C=CC=CC34)OCCN2C	-6.787090	0.461620	6.541950
6684	Z198620496	CCN(CC)S(=O)(=O)C1=CC=C(O)C(=C1)NC(=O)CC=2C=CSC2	-4.459570	0.461610	6.400240
6685	Z1749011010	CCCC=1C=C(NN1)C(=O)N(CC)C(C)CC=2C=CSC2	-5.552170	0.461530	6.125350
6686	Z194982292	O=C(CN1C(=O)NC(=O)C=2C=CC=CC21)N3CC=C(CC3)C=4C=CC=CC4	-5.380030	0.461440	6.413420
6687	Z971012968	O=C(NC=1C=CN(CC=2C=CC=CN2)N1)C=3C=C(Cl)C=CC3F	-3.759280	0.461430	4.656100
6688	Z28172262	CCOC=1C=CC(=CC1)CC(=O)NC2=NC=CS2	-6.086630	0.461420	5.564880
6689	Z1334993259	CC=1C=CC(=NC1)NC(=O)C2CCCN(C2)C(=O)C3CC43CCOCC4	-8.519350	0.461400	6.290500
6690	Z750977252	CC=1C=C(C=CC1F)C2=NOC(CCC(=O)N3CCC=4SC=CC4C3)=N2	-6.791320	0.461370	6.198180
6691	Z62632284	CCC1=NOC(C)=C1C(=O)N(CC=2C=CC=CC2)C=3C(=O)NC(=O)N(CC=4C=CC=CC4)C3N	-9.599470	0.461350	7.099620
6692	Z1444341705	O=C(O)C1CC=2C=CC=CC2CN1C(=O)C=3C=CC=4NC(=O)CCC4C3	-8.076690	0.461320	6.147090
6693	Z53054241	COC=1C=CC=CC1CNC2=NC(=C(C)S2)C=3C=CC(=CC3)NC(C)=O	-6.058840	0.461320	6.503650
6694	Z2011125933	CC=1C=CC(=CC1NC(=O)N2CCCC2)CC=3C=CC=CN3	-6.346510	0.461260	5.626160
6695	Z1874204606	CC1CCN(CC1N2C=CN=C2)C=3C=C(N=CN3)N4CCSCC4	-5.788500	0.461260	5.890170
6696	Z2900717168	CC=1C=C(N=CC1[N+]([O-])=O)N2CCNC(CO)C2	-4.684580	0.461210	5.115250
6697	Z4177275624	CC1(CCN(CC1)C(=O)C=2C=NN3C=C(C=NC23)C(N)=O)C=4C=CC=C(Cl)C4	-6.154680	0.461200	6.864810
6698	Z2879660276	CC(C)C1(CC1)C2=NC(=NO2)C3=CC=4CCCCC4NC3=O	-8.398460	0.461140	6.032240
6699	Z1491344099	Cl.CNCC1CCCN1S(=O)(=O)C=2C=CC(=CC2)CS(C)(=O)=O	-5.649020	0.461130	5.593120
6700	Z2018604181	O=C(NC=1C=CC(Cl)=C(F)C1N2CCOCC2)N3CCCC3	-8.012210	0.461130	6.039740
6701	Z2058187044	COCC(=O)N1CCC2=CC(=CC=C21)NC(=O)NC3(COC)CCC3	-6.301750	0.461110	6.045840
6702	Z368144804	COC(=O)COC=1C=CC=C(C1)NC(=O)C=2C=CC=CN2	-4.351830	0.461090	4.802290
6703	Z394627320	O=C(O)CN1C(=NC=2C=CC=CC21)C=3C=CC=C(Cl)C3Cl	-8.082670	0.461050	5.961660
6704	Z666559822	N#CC1=CN(CC2=NC(=CS2)C=3C=CC=CC3)C(=O)NC1=O	-6.192290	0.461030	6.235160
6705	Z1700629684	OCC=1C=CC(=CC1)CN2CCCC(CC3=NN=C4C=CC=CN34)C2	-6.240820	0.460990	5.997370
6706	Z757353204	CN(CC=1C=CC=C(O)C1)C(=O)C=2C=C(C=CC2Cl)S(=O)(=O)N(C)CC=3C=CC=CC3	-8.476770	0.460990	6.505100
6707	Z218120334	CN1C(=O)C=C(CN2CCCC=3C=CC(=CC32)C(F)(F)F)N(C)C1=O	-6.940770	0.460960	6.071690
6708	Z29037057	O=C(CC1=NNC(=O)C=2C=CC=CC12)NC=3C=C(Cl)C=CC3OC=4C=CC=CC4	-6.691520	0.460950	6.383790
6709	Z227060394	CN1C(=O)C2=C(N=CN2CC(=O)N3CCC=4SC=CC4C3)N(C)C1=O	-5.156550	0.460910	6.119510
6710	Z196697378	O=C(C1CC1)N2CC=C(CC2)C=3C=CC(O)=CC3	-5.199450	0.460890	5.063260
6711	Z3075796196	CCOC=1C=CC=CC1C2=CCN(CC2)C3=CC(=O)N(C)C(=O)N3	-5.092300	0.460830	6.087520
6712	Z1757851513	CO[C@H]1C[C@H](C2=NC(C)=NO2)N(CC3=NC=4CCCC4S3)C1	-6.888000	0.460760	5.713750
6713	Z916071630	CS(=O)(=O)C=1C=CC(=CC1)C2=CSC(=N2)C=3C=CC=C(C3)C4=NN=C(N)O4	-5.760660	0.460760	6.143990
6714	Z2737370724	CC1CCC(C=2C=CC=CC2)N(C1)C=3C=CC(C#N)=NN3	-6.991310	0.460710	5.777920
6715	Z336540124	CC=1C=CC=CC1NC(=O)C=2C=CC=3OCCC3C2	-5.101500	0.460690	4.679810
6716	Z52065495	COC=1C=CC(=CC1)CC(=O)NC=2C=CC=CC2N3CCN(C)CC3	-7.484720	0.460680	5.774700
6717	Z1400712826	ClC=1C=CC(=CC1)C=2N=C3SC=CN3C2CN4CCOC(C4)C5CCCO5	-6.469300	0.460680	6.769890
6718	Z1491328529	Cl.NCC(NS(=O)(=O)C1=CC=CC=2C=CC=CC12)C3CC3	-6.474570	0.460660	5.549130
6719	Z1269670188	CC1=CC(=NN1)C2CCCN(CC3=NC=4C=CC=CC4N3C)C2	-6.546250	0.460660	6.094340
6720	Z2061431266	O=C(C=1C=NC=C2C=CC=CC12)N3CCC(O)(CN4C=CN=N4)C3	-5.208340	0.460590	5.983390
6721	Z1888789555	C[C@H](C=1C=CC=CC1)N(CC(N)=O)C(=O)N2CCC3=CC=CC=C32	-6.931350	0.460470	5.961350
6722	Z192872024	CC(C)N(CC1=NC=2C=CC=CC2C(=O)N1)C(=O)CC3=CC(Cl)=C4OCCOC4=C3	-5.556660	0.460440	6.642370
6723	Z1635014299	COC=1C=CC(=CC1)C2=NN=C(CNC=3C=C(F)C(F)=CC3F)O2	-7.298480	0.460430	5.934600
6724	Z1553050827	CCC1CN(CCN1CC(F)F)C(=O)C2=CC=C(N2)C=3C=CC=CC3	-6.578320	0.460360	5.899450
6725	Z1366132628	CN(C)C1(CNC(=O)N2CCC=3C=C(OC3C2)C=4C=CC=CC4)CCOCC1	-7.580030	0.460280	6.102300
6726	Z2347156169	COCC1CN(CCO1)C=2N=CC(=CC2F)[N+]([O-])=O	-4.794180	0.460260	5.438430
6727	Z1651056709	CC(C)N1N=NN=C1C=2C=CC=CC2NS(=O)(=O)C3=CC=C4C(=C3)CC(=O)N4C	-7.600320	0.460170	6.770190
6728	Z448685310	O=C(NCC1=NN=C2CCCCCN12)N(CC3=CC=CO3)C4CC4	-5.879650	0.460040	5.787220
6729	Z1820331228	O=C(CC=1C=CC=CC1Cl)N2CCCCC2C3=NC(=CN3)C=4C=CC=CC4	-6.252950	0.459940	6.825340
6730	Z23669202	CC=1C=CC(=CC1Cl)N2C=NN=C2SC(C)C(=O)NC=3C=CC(F)=C(F)C3F	-8.867930	0.459930	7.290920
6731	Z343565764	CN(C)C(CNC(=O)C1=CN=CC=N1)C=2C=CSC2	-5.518530	0.459800	5.287490
6732	Z1188433242	CC1=NON=C1CN2CCCC=3C(=CC=CC32)C(=O)O	-5.796090	0.459770	5.650510
6733	Z367551782	CC1=CSC(=N1)N2CCN(CC2)C=3N=CN=C4C=CSC34	-4.727660	0.459730	5.948650
6734	Z1864008886	CN1C=C(C=N1)[C@H]2OCC[C@@H]2NC3=NC=CN4C=NN=C34	-5.623560	0.459710	5.985800
6735	Z2483850158	COC=1C=CC(=CC1)C2(CCC2)C(=O)N3CCC(CC3)C4(O)CC4	-6.679490	0.459560	6.269450
6736	Z1759250056	CC1=NC(=CS1)CN2C[C@@H](F)C[C@H]2CNC(=O)C=3SC=CC3C	-4.635190	0.459560	6.529190
6737	Z1607256038	O=C1C=2C=CC(F)=CC2N=CN1CC=3N=CC(Cl)=CC3Cl	-6.856470	0.459550	5.727940
6738	Z2451670560	CC1NCCN(C(=O)CCN2CCCS2(=O)=O)C1C	-6.123360	0.459400	5.039490
6739	Z2969095466	CC=1N=C2C=CC=CN2C1CNC(=O)NC3CCC=4C=C(F)C=CC43	-6.389350	0.459380	6.707610
6740	Z1524855312	CCN1CCCC1CN(CC=2C=CC(O)=CC2)C(=O)C=3C=NC=4ON=C(C)C4C3	-8.779580	0.459370	6.883720
6741	Z432529558	CCC=1C=CC(=CC1)C2=NC(=CS2)CS(=O)(=O)C=3C=CC=CN3	-5.537940	0.459240	5.926620
6742	Z185397112	O=C(NC=1N=CC=CC1O)C=2C=CC=3NC=NC3C2	-7.843170	0.459180	5.461900
6743	Z1239574288	CCCCS(=O)(=O)N1CCC(CC1)C(=O)N(C)C2=CC=CN=C2OC	-4.284500	0.459000	6.123670
6744	Z54607980	[O-][N+](=O)C=1C=CC=CC1NC(=O)CN2N=NC(=N2)C3=CC=CC(=C3)C(F)(F)F	-6.641780	0.458960	6.058620
6745	Z2357121324	CC(C)(C)N1C=NC(=N1)C(=O)N2CCCC3=C(F)C(F)=CC(F)=C32	-6.236250	0.458940	6.415810
6746	Z1951729339	O=C(CCC=1C=NC=CN1)NCC(=O)N2CCCCC2	-5.252470	0.458920	5.480280
6747	Z2951838399	CN1C(CN2CCC(CC2)C3=NC=CO3)=NN=C1C4CC4	-6.246220	0.458910	6.263050
6748	Z238639330	CC=1C=C(SC2=NN3C=CC=NC3=N2)N4N=CN=C4N1	-4.584670	0.458870	5.295260
6749	Z20252155	CN1C(=NN=C1C=2C=CN=CC2)SCC=3C=CC(Cl)=CC3	-6.969390	0.458790	6.234320
6750	Z1224614021	CC1=NC(=NO1)C2(CCC2)NC(=O)C=3N=C(C(C)C)N(N3)C=4C=CC=C(F)C4	-9.146360	0.458760	6.639640
6751	Z2301728272	COC=1C=CC=CC1[C@H]2[C@@H](N)CCCN2C(=O)C=3N=COC3C	-6.968970	0.458750	5.729760
6752	Z3498337289	CC1CC(N)CCN1CC2=CC(=NN2)C=3C=CC=CC3	-6.005190	0.458710	5.423350
6753	Z2866903452	C#CCCC1(CCC(=O)N2CCCC2CC=3C(F)=CC=CC3Cl)N=N1	-6.600440	0.458520	6.572740
6754	Z819477872	CC(CN1C=CN=C1)NC=2N=C3SC=CN3C2[N+]([O-])=O	-5.109770	0.458510	5.708880
6755	Z2728249453	O=C(CC=1C=CC(F)=C(F)C1)N2C[C@H](O)[C@H](C2)N3C=CN=N3	-5.114170	0.458490	6.007120
6756	Z18010456	O=C(COC(=O)CNS(=O)(=O)C=1C=CC(F)=C(F)C1F)NC=2C=CC=CC2	-5.679060	0.458420	5.080110
6757	Z1995539115	O=C(C=1C=CC(=CC1)OC2CCOC2)N3CCOCC43CCOC4	-6.555440	0.458340	5.005480
6758	Z873759728	CC(C)N1CCC(C1)NC(=O)C=2C=CC=3NN=NC3C2	-5.985270	0.458300	5.613730
6759	Z343511190	COCC=1C=CC=CC1CNC(=O)C2=NNC=3C=CC=CC23	-7.689630	0.458250	5.812390
6760	Z13974954	NC(=O)COC(=O)C=1C=2C=CC=CC2N=C3C(=CC4=CC=CO4)CCCC13	-6.376910	0.458130	6.432630
6761	Z666507864	CC=1C=CC2=C(C1)N=C(C=3C=CC=4C=CC=CC4N3)N2C	-7.889550	0.458080	5.748120
6762	Z1203389521	C[C@H]1CN(CCN1C(=O)CC2=CC=CS2)C(=O)CC3=CC=CS3	-5.815560	0.458070	6.075500
6763	Z2936915234	COC=1C=C(C=C(C1)N2CCCN(CC3(O)CCCNC3)CC2)OC	-3.689780	0.457950	4.902390
6764	Z2582963866	[O-][N+](=O)C=1C=CC=NC1NCC=2C=C3CCCCN3N2	-4.738420	0.457940	5.603660
6765	Z2853460268	CC(CC1CCC1)NCC2=CN(C(=O)NC2=O)C3CC3	-6.412570	0.457940	6.025400
6766	Z1552374807	O=C(NC(C=1C=CC=C(F)C1)C=2C=CC=CN2)N3CCC=4SC=CC4C3	-6.300350	0.457940	6.655130
6767	Z2960670375	CC1(C)CN(C(=O)C2=CC=3N=CC=CC3O2)[C@@H]4COC[C@H]4O1	-7.948900	0.457870	5.736840
6768	Z2090111812	COCCC=1C=CN=C(C1)NC(=O)C2C(C)(C)C2(C)C	-5.139000	0.457840	4.798020
6769	Z2003085835	CC1=NC(CN2CCN(CC2)C(=O)C=3C=NC=CC3OC=4C=CC=CC4)=NN1	-6.933170	0.457840	6.258800
6770	Z647318816	CC=1C=CC=C(C1)N2CCN(CCNC(=O)C=3C=CNN3)CC2	-6.164450	0.457830	6.093770
6771	Z1263925636	COCCN1C=NN=C1SC2CCCN(C=3C=CN(C)N3)C2=O	-5.399560	0.457800	5.982170
6772	Z356368496	CC1=CC(=NO1)NC(=O)CN2C(=O)C(C#N)=CN(C2=O)C3CC3	-5.283290	0.457750	6.123000
6773	Z1731800121	CN1N=C2CN(CC3CCC(C)(C)O3)CCN2C1=O	-6.457410	0.457610	5.228140
6774	Z2600221859	CCOC=1N=CC=CC1CNC(=O)N2CCOC[C@@H]2CC(C)C	-5.628990	0.457580	5.843120
6775	Z1065981902	CCC=1C=CC(=CC1S(=O)(=O)NC2=CC(C)=NN2C=3C=CC=CC3)[N+]([O-])=O	-4.514110	0.457570	5.984550
6776	Z605274516	CCCC1=NOC(CCCC(=O)NC=2C=CC(=NC2)OC)=N1	-5.687870	0.457550	6.232480
6777	Z2060532817	NC(=O)[C@@H]1C[C@@H](F)CN1C(=O)C=2C=C(NN2)C3CC3	-7.023830	0.457540	5.899810
6778	Z27383756	CC1=CC=CC(C)=C1N(C(=O)C=2C=CN=CC2)C3=NC=4C=CC=CC4S3	-8.163590	0.457420	6.510850
6779	Z1731622354	COCC1CCN(CC2=NC3=CC=C(C=C3S2)OC)CC1	-4.179120	0.457350	5.267710
6780	Z1628064653	CC=1C=CC=C(C1)NC(=O)N2CCC(CCCN3CCOCC3)CC2	-4.632960	0.457270	5.469160
6781	Z2052712875	COCC1CN(CC2=CC(=O)N3C=CC=C(C)C3=N2)CC(C)(C)O1	-5.327440	0.457270	5.761440
6782	Z1139491536	C1=CN(N=C1CN2CCOC(CN3C=NC=N3)C2)C=4C=CC=CC4	-4.786050	0.457210	5.817510
6783	Z2359064444	CC=1C=CSC1S(=O)(=O)N2CCC(CC2)C=3C=CN=CN3	-5.264010	0.457160	6.204590
6784	Z3016333876	COC1=CN=C(NC1=O)C2(CCCC2)NC(=O)NC=3C=CSC3	-6.642400	0.457130	6.474630
6785	Z2397714036	COC1CCN(C1)[C@H]2CCC[C@H]2NC(=O)CC(N)=O	-4.050380	0.457120	5.160160
6786	Z1343815487	CC1=NOC(=N1)C2CCN(CC2)C(=O)C=3C=CN(N3)C=4C(F)=CC=CC4F	-7.518170	0.457090	6.669940
6787	Z2052205737	C[C@@H]1CN(C[C@H]1C(N)=O)S(=O)(=O)C=2C=CC=C3C=NC=CC23	-6.901100	0.456940	5.954270
6788	Z2193991294	O=C1NC2(CCSCC2)C(=O)N1C=3C=CC(=NC3)N4C=CC=N4	-2.581380	0.456900	5.985990
6789	Z1525859591	OC(CC=1C=CC=CC1)CN2CCC32CCOCC3	-5.382260	0.456890	5.384720
6790	Z1943836292	COC=1C=CC=C(C(=O)NC=2C=C(NN2)C3CCCOC3)C1O	-6.943640	0.456860	5.885160
6791	Z1995254209	COCC1=NC(CNC(=O)N[C@@H](C)CO)=C(S1)C=2C=CC=CC2	-6.564180	0.456810	5.928910
6792	Z1738074971	CC(CNS(=O)(=O)C=1C=CC=2NC(=O)OC2C1)C(=O)O	-5.827720	0.456800	5.515080
6793	Z3060011429	O=C(NC1=NN(CC(F)F)C=2C=CC=CC12)C3=CN=C4COCCN34	-4.995190	0.456790	4.987220
6794	Z220007546	NC(=O)C=1C=CC(=CC1)NC(=O)CCN2CCN(CC2)C3=CC=CC=N3	-6.523220	0.456770	6.353210
6795	Z2347121824	CN1C=NN=C1C2CCCN(C2)C(=O)C3CCC4=CC=CC=C4O3	-6.906970	0.456760	5.714180
6796	Z226433088	O=C(NC=1C=CC=2N=C(SC2C1)N3CCCC3)C=4C=CC=5OCOC5C4	-7.141120	0.456690	5.705210
6797	Z225222510	O=C(NCC=1C=CC(=CC1)CN2C=CC=N2)C3=CNN=C3C=4C=CC(F)=CC4	-6.682230	0.456640	6.396000
6798	Z1446847362	C1CC1C2=NOC(=N2)NC3CCOC4(CCCCC4)C3	-5.833600	0.456630	5.692990
6799	Z116839258	CC1=NOC(C)=C1S(=O)(=O)N[C@@H](C)C(=O)NC2=CC=C(C)C=C2O	-3.040900	0.456610	5.454950
6800	Z2446491793	O=C(O)CCC1CCCCN1C(=O)CC=2C=NN3C=CC=CC23	-7.164280	0.456450	5.665320
6801	Z816645396	CC(C)CC=1C=C(NN1)C(=O)NCCN2N=C3C=CC=CN3C2=O	-5.285250	0.456430	6.459110
6802	Z1330964134	CC(=O)NC1CCCN(C1)C(=O)CN2CC(C)OC=3C=CC(C)=CC32	-6.260890	0.456370	5.258260
6803	Z2058596200	COC(=O)C=1C=CC=CC1N(C)C(=O)CN2CCCC(O)(C2)C(N)=O	-6.155150	0.456340	5.232660
6804	Z2234724246	COCCS(=O)(=O)N1CCCC1(COC)C(=O)O	-4.763830	0.456320	4.512520
6805	Z1603054854	CCC=1OC(=CC1C)C(=O)N2CCCCC2C=3N=CNN3	-5.103470	0.456320	5.727060
6806	Z1024521554	CCN1C(C)=NN=C1SC=2C=CC3=NN=C(N3N2)C(F)(F)F	-5.573410	0.456320	5.892680
6807	Z2069572019	CN(CCS(=O)(=O)N(C)C)C[C@@H]1CCN(C)[C@H]1C2=CC=CN=C2	-4.787380	0.456300	5.830650
6808	Z952111332	O=C(NC1=NC(=CS1)C=2C=CC=3COCC3C2)C=4C=CC=NC4	-8.187590	0.456240	5.606000
6809	Z1217947581	CC(C=1C=CC=CC1)N2CCC(CC2)NC=3N=CC=NC3C#N	-5.472020	0.456240	5.711550
6810	Z2761498841	CC1=NOC(=N1)[C@@H]2C[C@@H](O)[C@@H](CNC3=NC=4C=CC=CC4O3)C2	-6.882010	0.456200	5.956030
6811	Z595790430	CN1C=C(C=CC1=O)NC(=O)NCCC=2C=CC(F)=CC2	-4.507940	0.456110	5.537950
6812	Z2158386662	CC(C)[C@@H]1CCO[C@@H]1C2=NC(=NO2)C3=CC=C4NC(=O)NC4=C3	-5.520810	0.456040	6.224040
6813	Z1265328066	CC1=NN=C(O1)C=2C=CC=C(C2)NC(=O)CC=3C(Cl)=CC=CC3Cl	-5.741640	0.456020	6.499040
6814	Z126471686	COC=1C=CC(=CC1)C2CCCCCN2CC3=CC(=O)N4C(C)=CC=CC4=N3	-7.535410	0.455990	6.125480
6815	Z1759367612	CCC(SC)C(=O)NC[C@@H]1C[C@H](F)CN1CC=2C=NC=NC2	-5.529780	0.455960	5.959030
6816	Z17845481	CC=1C=CC=CC1N2C=NN=C2SC(C)C3=NC=4C=CC=CC4C(=O)N3	-6.561310	0.455960	6.169160
6817	Z1206892832	CCS(=O)(=O)CCN1C=C(C=N1)C=2C=CC=CC2	-4.866960	0.455820	5.495860
6818	Z85880865	O=C(O)C=1C=CC(=CC1)NC(=O)C=2C=CC=CC2COC=3C=CC=CC3	-6.464160	0.455810	5.958020
6819	Z66673999	CC=1SC=2N=C(NC(=O)C2C1C)C(C)SC3=NN=NN3C=4C(C)=CC=CC4C	-6.561160	0.455790	6.571300
6820	Z114985262	CC1=C(SC=2C=CC=CC12)C(=O)NC=3C=CC=4OCOC4C3	-6.611080	0.455760	5.441360
6821	Z1498282306	CC1=CC(C)=NN1CC2CN(CCO2)C(=O)C=3C=CC=4NC(=O)N(C)C4C3	-5.714850	0.455730	6.194070
6822	Z1722981309	CN1C=NC(=N1)C=2C=CC(=CC2)NC(=O)NCCN3C=CC=C3	-5.656490	0.455610	5.089440
6823	Z822030814	O=C(NC1CCN(CC=2C(F)=CC=CC2Cl)CC1)C3=CC=CS3	-5.292160	0.455540	5.962620
6824	Z1730012359	CN1CC=2C=C(C=CC2NC1=O)NS(=O)(=O)C=3C=CC=4OCCC4C3	-7.119590	0.455510	6.537780
6825	Z3391560317	C=1C=CC(=CC1)CC2CN(CCO2)C3=NC=4CCOCC4S3	-4.493480	0.455480	5.921380
