Rank  Ligand               SMILES                                                                           Binding Affinity (kcal/mol) CNNscore   CNNaffinity
18736 Z1631868819          CCN(CC)C(=O)CN1C=NC=2C=NC=CC2C1=O                                                -4.21      0.00       2.00      
18737 Z1957979345          CCN1N=C(C)C(=C1NCCC2=CC=CN2)[N+]([O-])=O                                         -4.21      0.00       2.13      
18738 Z1529515266          CN1C=C(C=N1)C2=CC=CC=C2CNC(=O)N3CCC4CCC(C3)N4C                                   -4.20      0.00       1.45      
18739 Z1262400746          CC(CC(N)=O)NC=1C=C(N=C(N1)C=2C=CC=CN2)C(F)(F)F                                   -4.20      0.01       2.50      
18740 Z1243824360          CN(C)C=1C=CC(=CC1NC(=O)N2CCC(CC2)C3=CC=NN3C)C(F)(F)F                             -4.20      0.00       2.72      
18741 Z1748816693          CC=1C=NC(C(=O)N2CCC(O)(CC2)C(F)F)=C(O)C1                                         -4.20      0.09       2.77      
18742 Z109062666           CCOCC=1C=C(C=CC1OC)C(=O)NC=2C(C)=NN(C)C2C                                        -4.20      0.02       2.91      
18743 Z2058750625          CO[C@H]1C[C@@H](CN(C)C(=O)C2(CCC2)OC)N(C)C1                                      -4.20      0.00       2.00      
18744 Z1455281068          CC(=O)N1CSCC1C(=O)N[C@H](CC(C)C)C(=O)O                                           -4.20      0.01       2.25      
18745 Z2956551043          COC1=CC=CN2N=CC(C(=O)NC3CCCSC3)=C12                                              -4.20      0.01       1.90      
18746 Z1538100047          COCC(NC(=O)N1CCN(CC1)C=2N=CC=CC2F)C3=CC=C(C)O3                                   -4.20      0.00       1.83      
18747 Z1888200468          CCN1C=CN=C1CN2CCCC(C2)C3=NC=C(N3)C(F)(F)F                                        -4.20      0.04       3.40      
18748 Z2272831917          CCN(CC(F)F)C(=O)CC=1C=CC(=CC1)C(=O)O                                             -4.20      0.00       1.61      
18749 Z2866905569          C#CCCC1(CCC(=O)N2CC3CC2(C3)C(F)F)N=N1                                            -4.20      0.09       2.83      
18750 Z1994090450          CCCN1CCN(CC2=NC=NN2CCF)C(C)(C)C1=O                                               -4.20      0.01       2.25      
18751 Z1132246927          C=C(C)CN(CC)C(=O)NC1=CC(=CC=C1F)C(=O)OC                                          -4.19      0.00       2.44      
18752 Z2866906388          C#CCCC1(CCC(=O)NCC2C3COCC23)N=N1                                                 -4.19      0.01       2.55      
18753 Z1727160669          CC=1C=CC(=CC1)C=2C=CSC2C(=O)N3CCS(=O)(=O)C4=CC=CC=C4C3                           -4.19      0.00       3.43      
18754 Z335992856           CC=1C=C(NC(=O)CN2C=CC=C(C2=O)C(F)(F)F)N(C)N1                                     -4.19      0.01       3.10      
18755 Z1918454075          CCC1(O)CN(C1)C(=O)NC2=CC=C(F)C(F)=C2                                             -4.19      0.04       3.26      
18756 Z1873586072          O=C(NC=1C=CC(=CC1)CCO)C=2C=CN=CC2C(F)(F)F                                        -4.19      0.00       1.72      
18757 Z362692650           O=C(CN1C=CC=NC1=O)NC=2C=CC(Cl)=C(C2)C(F)(F)F                                     -4.19      0.00       2.64      
18758 Z126473490           COC=1C=CC(=CC1)C2CCCCCN2CC3=NC(=NO3)C=4C=CC=CC4OC                                -4.19      0.01       3.20      
18759 Z1680973832          CCC1C(=O)NCCN1C(=O)NC=2C=CC(OC)=C(C2)OC(C)C                                      -4.19      0.00       1.65      
18760 Z106747058           O=C(C1CCN(CC2=NC=3C=CC=CC3C(=O)N2)CC1)N4CCCCCC4                                  -4.19      0.00       1.88      
18761 Z413043508           COC=1C=CC=CC1N2CCN(CC2)C(=O)NC=3C=CC=CC3N(C)C                                    -4.19      0.00       1.64      
18762 Z2448187875          CN(CC(=O)NC1=CC=CC=C1C(F)(F)F)C2CNC2                                             -4.19      0.00       0.82      
18763 Z2379560386          [O-][N+](=O)C=1C=C(C=CC1N2CC(O)(CO)C2)C(F)(F)F                                   -4.19      0.00       1.61      
18764 Z45745635            COC(=O)C1=CC(OC)=C(C=C1NS(=O)(=O)C=2C=CC=3OCCOC3C2)OC                            -4.19      0.00       2.44      
18765 Z29082152            N#CC=1C=CSC1NC(=O)C=2C=CC(=CC2)C(F)(F)F                                          -4.19      0.01       2.96      
18766 Z1513820394          CC=1C=CC=CC1OCC(O)CN2N=C(C=CC2=O)C(F)(F)F                                        -4.19      0.00       2.29      
18767 Z3365584616          O=C(C=1C=CC=C(C1)OC=2C=NC=CN2)N3CCCC(CC3)C=4C=CN=CC4                             -4.19      0.00       2.40      
18768 Z1589873051          COCCN1CCN(CC1C)C(=O)NC=2C(F)=CC(Cl)=CC2F                                         -4.19      0.02       3.80      
18769 Z2398478257          CC1=CC(CN2CCN(CC2)C(=O)CN3CCCCC(O)C3=O)=NO1                                      -4.19      0.00       1.81      
18770 Z2353807008          O=C(O)C1CC2CCCCC2N1CC=3C=CC=C4OCCCOC34                                           -4.19      0.00       2.38      
18771 Z192999512           CN1C=CC(=N1)NC(=O)CN2C=C(C=C(Cl)C2=O)C(F)(F)F                                    -4.19      0.00       2.45      
18772 Z511519194           CC(=O)N1CCN(CC1)C(=O)NC(C)CN2C=CC=N2                                             -4.19      0.01       2.23      
18773 Z1590080687          CN(C)CC(CC=1C=CC=CC1)NC(=O)N2CCC(O)(CC2)C(F)(F)F                                 -4.19      0.00       2.26      
18774 Z1602151569          CN(C(=O)C=1C=CN=CC1F)C=2C=CC(F)=C(Cl)C2                                          -4.19      0.02       2.65      
18775 Z735556748           O=C1CCCC=2C=C(C=CC2N1)C3=CSC(=N3)C=4C=NC=CN4                                     -4.19      0.00       2.64      
18776 Z1491262402          Cl.COC=1C=CSC1S(=O)(=O)N2CCCCC2CN                                                -4.18      0.03       2.14      
18777 Z1956206522          CCCN1C(=O)N(C(=O)C1C)C(CC)C=2C=CC=CC2OCC(=O)NC                                   -4.18      0.02       2.57      
18778 Z3063546388          CC(C)(C)OC(=O)C1=C(N=C2COCCN12)NC(=O)NCCF                                        -4.18      0.00       1.59      
18779 Z1084073716          CC1=NN=C(O1)C(C)N2CCCN(CC=3C=CC(F)=CC3)CC2                                       -4.18      0.00       1.32      
18780 Z2397117550          O=C(CCN1C=NC=N1)N[C@H]2C[C@@H](O)[C@@H]2N3C=CC=N3                                -4.18      0.00       1.78      
18781 Z953815460           N#CC=1C=CC(=CC1Cl)NC(=O)N2CCN(CC(F)F)CC2                                         -4.18      0.01       2.62      
18782 Z4561573769          CCC(CC(F)F)C(=O)NC[C@@H](C)NC(=O)C=1C=NC=2NC=NC2C1                               -4.18      0.03       4.20      
18783 Z1299947465          CC=1C=C(NC(=O)C(C)N(C)CC2=NC=CN2C(F)F)ON1                                        -4.18      0.00       2.78      
18784 Z1893077657          COC=1C=C(C=CC1NC(=O)C=2C=CSC2)SC                                                 -4.18      0.03       2.66      
18785 Z2965099995          CO[C@@H]1CCOC[C@H]1NC(=O)C=2C=C(C(F)F)N(C)N2 |&1:2,7,r|                          -4.18      0.00       1.25      
18786 Z3173251437          CCN(C(=O)C=1C=C(C=C(N1)C(=O)O)OC)C2CCCOC2                                        -4.18      0.01       2.51      
18787 Z2735361957          N#CC=1N=CN(CC(=O)NC=2C=C(F)C=C(F)C2)N1                                           -4.18      0.00       2.51      
18788 Z2389065371          CNC(=O)C1(COC)CCCN1C(=O)CC=CC=2C=CC(F)=CC2                                       -4.18      0.00       1.18      
18789 Z203181984           CC1CC(=O)NC=2C=CC=CC2N1C(=O)CN(C)C(=O)C=3C=CC(C#N)=CC3                           -4.18      0.00       1.54      
18790 Z2866905598          C#CCCC1(CCC(=O)N2CC(OCC2C)C(F)(F)F)N=N1                                          -4.18      0.23       2.96      
18791 Z851546122           CC(C)OCC=1C=CC=C(C1)NC(=O)N2CCCCCC2C=3C=CN=CC3                                   -4.17      0.06       3.87      
18792 Z1621399334          COCC(NCC=1C=CC(=NC1)OC(C)(C)C)C2=CC=C(F)C(F)=C2                                  -4.17      0.00       1.89      
18793 Z226343362           NC=1N=CC=NC1C(=O)NC2=NC=3C=C4OCCOC4=CC3S2                                        -4.17      0.00       3.36      
18794 Z1094997336          CCN(C)C(C(=O)NC1CCN(CC(F)F)CC1)C=2C=CC=CC2                                       -4.17      0.00       2.08      
18795 Z2966048851          O=C(CC=1C=CC=2NN=CC2C1)N3CC=4N=CC=CC4N5CCC[C@H]5C3                               -4.17      0.00       1.60      
18796 Z1454338719          CC(C)(O)CNC1=CC(C#N)=CC=C1C(F)(F)F                                               -4.17      0.01       2.26      
18797 Z1870481046          CC(C)C=1C=CC=C(C1)S(=O)(=O)N2CCS(=O)CCC2C                                        -4.17      0.03       2.78      
18798 Z1705816451          COC=1C=CC(=C(C1)CC(=O)O)S(=O)(=O)NC2(C)CCOC2                                     -4.17      0.00       1.74      
18799 Z2182725400          CCN1C(=NN=C1N2CC(=O)N(C)CC2C)C(C)C                                               -4.17      0.00       1.28      
18800 Z2951634722          COC=1C(=O)C(=CNC1C)CN(C)CC2=CN(C)N=C2C                                           -4.17      0.00       1.57      
18801 Z1660197317          COC=1C=C(ON1)C(=O)N2CCN(CC(F)(F)F)CC2(C)C                                        -4.17      0.00       1.71      
18802 Z2384934783          CN1C=C(C=N1)O[C@@H]2COC[C@@H]2NCC3=NN(C)C4=CC=CC=C34                             -4.17      0.00       2.68      
18803 Z2700538840          CN1N=CC(=C1CNC(=O)N2CCCC2C3CC3)C(F)(F)F                                          -4.17      0.02       3.59      
18804 Z1815477094          COC=1C=C(C#N)C=C(Br)C1OCCC2CCCO2                                                 -4.17      0.00       2.37      
18805 Z2362212837          CCCOC=1C=CC=CC1NC(=O)N2C[C@@H](C(=O)O)[C@@H](C2)C(F)(F)F                         -4.17      0.01       2.53      
18806 Z90288673            O=C(NC=1C=CC(=CC1)C(F)(F)F)C=2C=CC(=O)NC2                                        -4.17      0.03       2.97      
18807 Z2060046508          COC=1C(=CC(Cl)=CC1C(=O)N(C)C)NC(=O)N2CCOCC2                                      -4.17      0.00       1.85      
18808 Z2752838036          O=C(NC=1C=CC=CC1F)C2=CC=CN2CCN3CCOCC3                                            -4.17      0.00       2.14      
18809 Z1692915051          CC=1C=C(C)C=2OCCC(NC(=O)C(=O)O)C2C1                                              -4.17      0.00       1.41      
18810 Z1444053780          O=C(O)C=1C=C(C(=O)N2CCOC=3C=CC=CC3C2)N(N1)C=4C=CC=CC4                            -4.17      0.16       3.77      
18811 Z2242928230          COC(C)C1=NOC(CN(CC2CCCN2)C3CC3)=N1                                               -4.17      0.06       2.69      
18812 Z1319665787          CC1C=2C=CC=CC2CN1C(=O)C=3C=CC4=C(C3)NC(=O)CCN4C                                  -4.17      0.00       1.78      
18813 Z2052755514          CCOC=1C=NC=C(N1)N2C[C@H](C[C@H]2CO)OC                                            -4.17      0.11       3.08      
18814 Z1640784243          CCC(C)(CO)NC(=O)C=1C=C(C)C(OC)=C(C)C1                                            -4.17      0.03       2.86      
18815 Z60744964            O=C(NC=1C=CC=CN1)C=2C=CC=3C(=O)N4CCCCCC4=NC3C2                                   -4.17      0.03       3.39      
18816 Z1494896753          CC(=O)N1CCCCCC1C2CCN(CC2)C(=O)C3=CN=C4CCCCN34                                    -4.16      0.00       1.75      
18817 Z2489593268          CCC(CC)(C(=O)O)C(=O)NCC1=NN=C(C)N1C                                              -4.16      0.00       1.99      
18818 Z1902892644          COCCN(CC=1SC=NC1C)C(=O)C=2C=CC(F)=CC2                                            -4.16      0.00       1.35      
18819 Z1209728472          CC1CCCN(CCNC(=O)N2CCNC(=O)CC2C=3C=CC=CC3)C1                                      -4.16      0.00       2.49      
18820 Z2626157747          COCC=1C=CC(=CC1C(F)(F)F)NC(=O)N2CCCCC2C=3C=CNN3                                  -4.16      0.00       2.85      
18821 Z1994573807          CCOC(=O)CN(C(=O)C1CCCOC1C)C(C)(C)C                                               -4.16      0.12       2.73      
18822 Z27484158            C=CCSC1=NN=C(NC(=O)C=2C=CC=CC2OC(F)F)S1                                          -4.16      0.00       1.73      
18823 Z2798400133          COCC1(CCN(C1)C(=O)NCCC=2C=CC(O)=CC2)C(=O)O                                       -4.16      0.04       2.92      
18824 Z1414091372          CC1=CC(=O)NC=C1C(=O)N2CCCN(CC=3C=CC=CC3)CC2C                                     -4.16      0.00       2.01      
18825 Z2188089011          COCCC1COCCN1C(=O)C=2C=CNC2C                                                      -4.16      0.29       3.13      
18826 Z2385444264          CCN1C=NC=C1CN[C@H]2C[C@@H](O)[C@@H]2N3C=CC=N3                                    -4.16      0.01       1.80      
18827 Z2057183705          Cl.CC=1C=C(ON1)C(=O)N2CC(N)CCC2C(F)(F)F                                          -4.16      0.01       2.30      
18828 Z2004590975          CC(C)C(C(=O)N1CCCC(CC1)S(C)(=O)=O)N2CCCCC2                                       -4.16      0.00       1.84      
18829 Z2482869641          CS(=O)(=O)N1CCCN(CC1)C(C(=O)O)C=2C=CC=CC2F                                       -4.15      0.00       2.04      
18830 Z1588673439          CC1=CC=CN(CC(=O)NC2=CC=CN=C2)C1=O                                                -4.15      0.03       2.73      
18831 Z3000759181          O=C(NC(C=1N=CC=CN1)C2CC2)C=3C=CSC3C(F)(F)F                                       -4.15      0.00       2.24      
18832 Z18380876            O=C(CSC=1N=CC=CN1)NC=2C=CC(Cl)=C(C2)C(F)(F)F                                     -4.15      0.00       2.13      
18833 Z1736438507          CCC1=NC=2C=CC=CC2N1CC3=NC=4SC=5CCCCCC5C4C(=O)N3                                  -4.15      0.00       3.16      
18834 Z1310423670          CC1CN(CC=2C=CC=C(F)C2)C=3C=CC=CC3NC1=O                                           -4.15      0.03       2.89      
18835 Z2362821663          CCN1C(CN2CCC(CC2)(OC)C(F)(F)F)=NC=3C=CC=CC31                                     -4.15      0.01       2.60      
18836 Z89467819            CC=1OC=CC1C(=O)N(C)CC=2C=CC=CC2F                                                 -4.15      0.00       1.50      
18837 Z1939331363          CC=1C=CN=C2N=C(NC12)SC3CCCCNC3=O                                                 -4.15      0.07       3.55      
18838 Z1874225878          NC=1N=CN=C(C1Cl)N2CCN(CC2)C=3N=CC=CC3F                                           -4.15      0.01       2.38      
18839 Z2951070418          CN1C[C@H]2[C@H](CCCN2C(=O)NC3=NC=C(S3)C(F)(F)F)C1=O |&1:3,4,r|                   -4.15      0.00       1.58      
18840 Z2414541911          CCSC=1N=CC=NC1C(=O)N2CCC(N3N=C(C)C=C23)C(F)(F)F                                  -4.15      0.01       2.60      
18841 Z729234000           O=C1NCCCCC1NCC=2C=CC=C(C2)OCC=3C=CC=CN3                                          -4.14      0.00       2.21      
18842 Z355206960           COC=1C=C(C)C(=CC1OC)S(=O)(=O)N2CCCN(CC2)C(=O)C=3C=CC=C(C)C3                      -4.14      0.00       2.50      
18843 Z3079032906          COC=1C=C2N=C(N=C(N)C2=CC1OC)N3CCC[C@@H]3CC4=CC=NN4C                              -4.14      0.00       2.35      
18844 Z2397595391          CC=1NC=CC1C(=O)NC2(CCOC2)C3=NC=CN3                                               -4.14      0.00       1.97      
18845 Z409628100           CN(CC=1C=NN(C)C1)C(=O)NC=2C=CC=C(F)C2                                            -4.14      0.01       2.12      
18846 Z1524755292          COC=1C=CC(=CC1)C(=O)NC=2C=CN=CC2F                                                -4.14      0.05       3.29      
18847 Z2386687013          CCN1C=C(C(=O)N2CCCC2(COC)C(=O)O)C(=N1)C(F)(F)F                                   -4.14      0.00       2.03      
18848 Z2052657494          COC=1C=CN=C(N1)N2C[C@@H](C[C@H]2COC=3C=CC=NC3)OC                                 -4.14      0.01       2.43      
18849 Z203972010           O=C(CN1C=CN=C1)NC=2C=CC(Cl)=C(C2)C(F)(F)F                                        -4.14      0.00       1.92      
18850 Z408615000           CCN(CC)C(=O)CN1CCCN(CC1)C(=O)C2=CC=C(C=C2Cl)[N+]([O-])=O                         -4.14      0.03       3.64      
18851 Z2754355450          CCCOC=1C=CC=CC1NC(=O)N(C)C2(CO)CCOC2                                             -4.14      0.01       2.20      
18852 Z1762013610          CN(C[C@@H]1C[C@H](F)CN1CC=2C=NN(C)C2)C(=O)CCN3C=NC=N3                            -4.14      0.13       3.86      
18853 Z1126745100          FC(F)(F)OC=1C=CC=CC1CNC2CCCOC2                                                   -4.14      0.00       1.83      
18854 Z278054158           O=C(NC=1C=CC(Cl)=C(C1)C(F)(F)F)C=2C=CC=NC2N3C=NC=N3                              -4.13      0.00       2.20      
18855 Z1623143560          O=C(NC=1C=CC(=CC1)C(F)(F)F)N2CCCC2C3=NC=CN3                                      -4.13      0.00       2.39      
18856 Z3024747917          CN1C=CN=C1C2(CNC(=O)C=3C=CC(=CN3)OC(F)(F)F)NC(=O)NC2=O                           -4.13      0.00       2.66      
18857 Z802745766           CN(CC(N)=O)CC1=CC(F)=CC2=CC=CN=C12                                               -4.13      0.00       1.24      
18858 Z1449927493          O=C1CC2CCC(CN1)N2CCC=3C=CC(F)=C(F)C3                                             -4.13      0.01       2.47      
18859 Z235349487           CC=1C=CC(=CN1)C(=O)N2CCN(CC2)S(=O)(=O)C=3C=CC=4OCCCOC4C3                         -4.13      0.07       4.14      
18860 Z3016339594          COC=1C=C(C=CC1OC(F)F)CN2C(=O)C=CN(C2=O)C3CC3                                     -4.13      0.00       1.79      
18861 Z19735372            O=C(COC=1C=CC=CC1)NC=2C=C(C=CC2N3C=NC=N3)C(F)(F)F                                -4.13      0.00       2.38      
18862 Z2639418532          CN1C=C(C=N1)C2=NC=CC=C2C(=O)NCC3(CF)CC3                                          -4.13      0.00       2.33      
18863 Z1632779968          CC(C)(C)C1=NC=C(CN2CCC(O)(CC2)C(F)(F)F)S1                                        -4.13      0.01       2.49      
18864 Z381630482           CN1C=C(C=N1)S(=O)(=O)NC=2C=CC(F)=C(C2)C3=NN=C4CCCCCN34                           -4.13      0.00       3.25      
18865 Z2958433948          O=C(NC1(CO)CCOC1)C2=CC(F)=CC=3C=COC23                                            -4.13      0.00       1.81      
18866 Z1999989422          CC1=NOC=2N=CN=C(NCC(C)OC=3C=CC(F)=CC3)C12                                        -4.13      0.00       2.29      
18867 Z3278077930          CN1C=NC(=C1)[C@@H]2CN(C[C@H]2N)S(=O)(=O)N3CCCCCC3 |&1:6,10,r|                    -4.13      0.00       3.12      
18868 Z98335505            NC1=NC2=NC=3C=C4OCCCOC4=CC3N2C(N1)C=5C=CC(Cl)=C(Cl)C5                            -4.13      0.00       2.69      
18869 Z2710138579          CC1=CC(C)=C(Br)C=C1NC(=O)N2CCC3CCC(C2)S3=O                                       -4.13      0.00       2.06      
18870 Z1864010909          O=C(NCC1CN(CC=2C=CC=CC2)CCCO1)C=3C=CC=C4CCCC34                                   -4.13      0.00       2.13      
18871 Z1724376157          CCN(CC=1C=CC=C2OCCOC12)C(=O)CCC3=CC=NN3C                                         -4.12      0.00       1.24      
18872 Z453642426           CCC=1N=C(NC(=O)C2=CC=C(N=C2)OCC(F)(F)F)SC1C                                      -4.12      0.02       3.12      
18873 Z3409707560          CNC(=O)C(F)(F)C1(O)CCN(CC1)C(=O)NC2=CC=CC=C2F                                    -4.12      0.02       2.58      
18874 Z52021137            O=C(CN1C=CC=CC1=O)NC=2C=CC(F)=C(F)C2                                             -4.12      0.00       1.28      
18875 Z2382776120          COC=1N=C(C)C=C(N1)NC2CCCCN(CC3=NC(C)=NO3)C2=O                                    -4.12      0.00       2.22      
18876 Z2059129102          COC=1C=CN=CC1NC(=O)[C@@H]2C[C@@H](CN2C)OC                                        -4.12      0.05       2.79      
18877 Z90756714            CC1=CSC(=O)N1CC(=O)NC=2C=CC=C(C2)S(=O)(=O)N3CCCCCC3                              -4.12      0.01       3.30      
18878 Z1832200854          COC(=O)C(NCC=1C=CC(F)=CC1F)C(C)O                                                 -4.12      0.00       1.78      
18879 Z2015791795          COC=1C=CC(C2=NOC(CNC3CCC=4C=CC=CC4OC3)=N2)=C(C1)OC                               -4.12      0.03       3.33      
18880 Z1991369092          CCOC=1C=CC(=CC1NC(=O)N(CC)CCO)[N+]([O-])=O                                       -4.12      0.01       1.71      
18881 Z4022764371          O=C(NC1(CCO)COC1)C2=CC(=NC=3C=CC=CC23)C(F)(F)F                                   -4.12      0.01       3.08      
18882 Z4418205238          O=C1COCC=2C(=CC=CC2N1)C=3C=CC=4COCC4C3                                           -4.12      0.00       1.95      
18883 Z2949816288          CCC=1N=CC(=CN1)NC(=O)N2CCN3N=C(C=C3C2)C(F)(F)F                                   -4.12      0.00       1.82      
18884 Z1670963785          CC1CCCN(C(=O)C2=CC(=CS2)C(N)=O)C3=CC=CC=C31                                      -4.12      0.00       1.83      
18885 Z1526899563          CCC=1N=C(NCC(=O)N(C)CC(F)(F)F)C=2C=CSC2N1                                        -4.11      0.00       2.09      
18886 Z1982933894          CCC=1C=CC(O)=C(C1)NC(=O)C=2C=CC(OC)=C(C2)OCCO                                    -4.11      0.00       2.57      
18887 Z2916652780          CCC1COCCN1CCNC(=O)C=2C=NC=C3N=C(NC23)C(F)(F)F                                    -4.11      0.00       1.97      
18888 Z131704430           CC1=CC=2C=CC=CC2N1CC(=O)N3CCCN(CC3)S(=O)(=O)C=4C=CC(F)=CC4                       -4.11      0.00       2.91      
18889 Z1612745763          COC=1C=C(C=C(C1)N2CCC(C2)N3C(=O)CN(C)C3=O)OC                                     -4.11      0.00       1.65      
18890 Z286310634           COC=1C=C(Cl)C(C)=CC1NC(=O)CN2C=CC=C(C2=O)C(F)(F)F                                -4.11      0.00       2.36      
18891 Z18798807            O=C(COC(=O)C=1C=C(N=C2C=CC=CC12)C3=CC=CO3)N4CCCCCC4                              -4.11      0.00       1.66      
18892 Z1625509168          COCCC(C)(O)CNC(=O)C=1C=CC(O)=C(C)C1                                              -4.11      0.06       2.96      
18893 Z90867324            CN1CCCN(C(=O)CC=2C=CC(=CC2)OC(F)F)C=3N=C4C=CC=CC4=NC31                           -4.11      0.00       2.31      
18894 Z434234774           CN(C)C=1C=CC(=CN1)NC(=O)N2CCN(CC2)C=3N=CC=CN3                                    -4.11      0.03       3.04      
18895 Z3385707306          CNCC(=O)NCC1(CC1(F)F)C=2C=CC=CC2                                                 -4.11      0.02       2.46      
18896 Z340009506           CS(=O)(=O)N1CCCN(CC1)C(=O)C2=CNN=C2C=3C=CC(F)=CC3                                -4.11      0.00       2.35      
18897 Z1278379100          CC(C)C1=CC(=NO1)NC(=O)N2CCCN(CC=3C=CC=CC3)CC2C                                   -4.11      0.00       1.68      
18898 Z2019329550          CC(C=1C=CC=CC1)N2CCC=3C=CC(=CC3CC2)S(C)(=O)=O                                    -4.11      0.00       1.73      
18899 Z2943336712          Cl.O=C(O)CC1CCCN(CC(=O)N(C2CC2)C3CCCC3)CC1                                       -4.11      0.09       3.51      
18900 Z2055497427          CO[C@@H]1C[C@@H](CO)N(C1)C(=O)CN(C)C(=O)C2=CC=CS2                                -4.11      0.00       1.42      
18901 Z98637833            CCN1C(=O)NC(=O)C=2C(=CC(=NC21)C=3C=CC(F)=CC3)C(=O)O                              -4.11      0.00       2.26      
18902 Z131703114           O=C(C1COC=2C=CC=CC2C1)N3CCCN(CC3)S(=O)(=O)C=4C=CC(F)=CC4                         -4.11      0.00       2.10      
18903 Z235257256           O=C(NC=1C=CC(F)=CC1)N2CCCC(C2)C3=NN=C4CCCCCN34                                   -4.10      0.00       2.84      
18904 Z1900374481          O=C(C=1C=COC1Br)N(CC(F)(F)F)C2CCCC2                                              -4.10      0.00       1.53      
18905 Z1455364854          CN1CCC(=O)NC=2C=C(C=CC21)C(=O)N3CCC[C@@H]3C(=O)O                                 -4.10      0.01       2.12      
18906 Z1973843278          CCN1C=C(C(=O)NC=2C=NN(C2)CC(=O)N(C)C)C(=N1)C(F)(F)F                              -4.10      0.00       2.05      
18907 Z228067410           O=C(NCCC=1C=CC=2OCCOC2C1)C=3C=CC(=NC3)OCC(F)(F)F                                 -4.10      0.03       3.03      
18908 Z98425153            CC1=NN(CC(=O)NC=2C=CC(=CC2)OC(F)F)C(=O)C(C#N)=C1C                                -4.10      0.00       2.15      
18909 Z2242004144          CN(CC=1C=CN=CC1)C(=O)[C@@H]2CNC[C@H]2C(F)(F)F                                    -4.10      0.00       1.58      
18910 Z966302656           COC=1C=CN=CC1NC(=O)C=2C=NN(C2C)C(C)(C)C                                          -4.10      0.02       2.60      
18911 Z286879306           CCCN1C(=O)NC(=O)C(=C1N)N(CC)CCOC                                                 -4.10      0.00       1.55      
18912 Z106749544           CC=1C=CC=C2C(=O)NC(CN3CCC(CC3)C(=O)N4CCCCCC4)=NC12                               -4.10      0.12       3.83      
18913 Z3359482582          CN1N=CC=2CN(CC(C)(C)CC21)C(=O)C3=CC=C(Cl)C(O)=C3                                 -4.10      0.00       2.25      
18914 Z2761930376          COC=1C=C(N=C(N1)NC[C@H]2CC[C@H](O2)C3=NC=NN3)C(F)(F)F                            -4.10      0.21       4.10      
18915 Z285691664           NC(=O)C=1C=CC=NC1N2CCCC(C2)C(F)(F)F                                              -4.10      0.10       2.53      
18916 Z3173605504          C[C@H]1C[C@H](O[C@@H]1C(=O)O)C(=O)NC=2C=CC=C(Cl)C2OC(F)F |&1:1,3,5,r|            -4.10      0.00       1.77      
18917 Z2370496807          CC=1C=CC(=NN1)N2CCCN(CC2)C3=NC(=NS3)C4CCCC4                                      -4.10      0.03       3.50      
18918 Z2897660870          CC1=CN2C=CC(=CC2=N1)C(=O)NC3(CCCCCC3)C(=O)O                                      -4.10      0.00       2.29      
18919 Z3686186741          CNC(=O)C=1N=C(C)C(C)=C(N1)N2CC[C@H](C2)NC(=O)COC(F)(F)F                          -4.10      0.01       2.57      
18920 Z2296000508          COC=1C=CC=2CCN(CCC2C1)C(=O)NC=3C=CC=4CCCC4N3                                     -4.10      0.01       2.97      
18921 Z200582740           O=C(CN1CCCC2CCCCC21)NC3=CC=4OCCCOC4C=C3Cl                                        -4.10      0.00       1.66      
18922 Z1262330480          CN1CCC(=O)NC=2C=C(C=CC21)C(=O)NC3CCCCC3                                          -4.09      0.01       2.41      
18923 Z381599236           O=C(CC1=CSC(=N1)C2=CC=CO2)N3CCCCC4=CC=CC=C43                                     -4.09      0.00       1.56      
18924 Z238765476           FC(F)OC=1C=CC(C2=CSC(=N2)NC=3C=CC=CN3)=C(C1)OC(F)F                               -4.09      0.00       3.36      
18925 Z1759626559          CN1CCOC(C1)C(=O)NC[C@@H]2C[C@H](F)CN2C=3C=CC=NN3                                 -4.09      0.02       3.04      
18926 Z1839626616          O=C(O)CC(NS(=O)(=O)C1=CC=CO1)C=2C(F)=CC=CC2F                                     -4.09      0.02       1.95      
18927 Z441333868           CC=1C=CC(=NC1)SC(C)C(=O)NCC2CCCO2                                                -4.09      0.00       2.95      
18928 Z1618849369          [O-][N+](=O)C=1C=C(C=C2OCOC12)C(=O)N3CCC(F)(F)C3                                 -4.09      0.01       2.29      
18929 Z2043455925          COC=1N=CC(=CC1Cl)C(=O)NC=2C=NN(C2)CC(F)F                                         -4.09      0.00       2.19      
18930 Z1241526030          CN1C=C(C=C1C(N)=O)S(=O)(=O)N2CCCN(C)C=3C=CC=CC32                                 -4.09      0.00       3.14      
18931 Z952495926           CC(=O)NC1=NC(=CS1)C(=O)NCC=2C=CC=C(C2)CN3CCCCCC3                                 -4.09      0.00       1.93      
18932 Z2963681062          O=C(NC1(CCOCC1)C=2N=CC=CN2)C3CN(CC(F)(F)F)C3                                     -4.09      0.00       2.07      
18933 Z28174024            COC=1C=CC(=CC1)OCC(=O)NC2=NC=CS2                                                 -4.09      0.00       1.65      
18934 Z2358674207          O=C(O)C=1C=CC=C(N1)NCCC(O)C(F)(F)F                                               -4.09      0.00       1.68      
18935 Z1539813108          CC=1C=C(F)C=CC1NC(=O)N2CCC(O)(CC2)C(F)(F)F                                       -4.09      0.00       2.24      
18936 Z1348127177          CCC(C)OC=1C=CC(=CC1)C(=O)N2CCCN(CC2)C3=CC=C(C)N=N3                               -4.08      0.04       3.61      
