Rank  Ligand               SMILES                                                                           Binding Affinity (kcal/mol) CNNscore   CNNaffinity
18937 Z2582963776          CN1CCC2CC[C@H](C1)N2C=3N=CC=CC3[N+]([O-])=O                                      -4.08      0.00       1.56      
18938 Z2683001013          CCOC(=O)CCCCN1C=NC=2C=NN(CC)C2C1=O                                               -4.08      0.00       2.80      
18939 Z3699857312          NC1CCCCN(C1)C(=O)C2=CC=CC(=C2)N3CCCNC3=O                                         -4.08      0.03       3.02      
18940 Z1640171274          O=C(NCC=1C=CC=CC1CN2CCC(O)C2)N3CCNC(=O)CC3                                       -4.08      0.00       1.85      
18941 Z1323576190          CCC1CN2CCCC2CN1C(=O)NC=3C=CC(=CC3)C(=O)N4CCCCCC4                                 -4.08      0.00       2.73      
18942 Z2647725102          CC1=CC(OC(F)F)=C(S1)C(=O)NCC2(O)CCC(F)(F)CC2                                     -4.08      0.00       1.87      
18943 Z2185885505          CC=1C=C(N2C[C@H](O)[C@H](C2)N(C)C)N3N=C(N=C3N1)C(F)(F)F                          -4.08      0.00       1.50      
18944 Z2952627546          COC(C(=O)NC=1C=NC(C)=NC1)C=2C=CC=CC2C(F)(F)F                                     -4.08      0.00       2.02      
18945 Z2438580048          COCCN1[C@@H](C)CN(C[C@H]1C)C(=O)NC=2C=CC(=CC2)OC(F)(F)F                          -4.08      0.00       2.83      
18946 Z289106312           CC=1C=CC(=CC1NC(=O)C2CCCO2)C3=NN=C4CCCCCN34                                      -4.08      0.00       3.82      
18947 Z1444165588          COCC(NC(=O)C1CC1C(=O)O)C=2C=CC=C(C2)C(F)(F)F                                     -4.08      0.02       2.73      
18948 Z2361507496          CC(C(=O)O)N(C(=O)C1=CN=CC(=C1)C(F)(F)F)C2CC2                                     -4.08      0.00       1.99      
18949 Z2736315857          C=CCN(C(=O)CN1C=NC(C#N)=N1)C=2C=CC=CC2                                           -4.08      0.05       2.61      
18950 Z1738959056          COC1=CC=2CCN(C(CC(=O)O)C2C=C1OC)S(=O)(=O)N(C)C3CC3                               -4.08      0.00       1.92      
18951 Z199477356           COC=1C=C(C=CC1OC(F)F)C(=O)NCC2=COC(=N2)C3=CC=CS3                                 -4.08      0.01       3.24      
18952 Z1254417948          O=C(NC=1C=CC=C(C1)N2CCCCCC2)N3CCC(CC3)NC=4C=CC=NN4                               -4.08      0.00       2.14      
18953 Z1612356790          O=C1C2CCCN2C(=O)N1C3CCN(CC(F)(F)F)C3                                             -4.07      0.00       1.28      
18954 Z3049054914          CCN1CCOCC1C(=O)NCCN2C=NN=C2C                                                     -4.07      0.00       1.12      
18955 Z2150038974          CC1(C)CN(CCNS(C)(=O)=O)CC=2C=CC=CC2O1                                            -4.07      0.01       1.65      
18956 Z3741125052          O=C(O)C(F)(F)F.O=C(NCC1CCCCCN1)C=2C=CC(=CC2)NC=3N=CC=CN3                         -4.07      0.00       2.33      
18957 Z2388622777          CC1=NOC(CN2CCCCC(NC(=O)C=3C=CC=CC3F)C2=O)=N1                                     -4.07      0.00       2.17      
18958 Z4515315414          O=C(NC=1C=NC=C(C1)C(F)F)C=2C=CC=NC2N3C=NC=N3                                     -4.07      0.00       1.90      
18959 Z2233916019          C#CCC(CO)NC=1C=CC(=CC1[N+]([O-])=O)C(F)(F)F                                      -4.07      0.22       3.51      
18960 Z1817164321          O=C1C=2C=C(Cl)C=C(Cl)C2N=CN1CC(O)CC(F)(F)F                                       -4.07      0.00       1.99      
18961 Z1872949462          CNS(=O)(=O)C=1C=CC=C(C1)NC(=O)N2CCS(=O)(=O)CC(C)C2                               -4.07      0.01       2.38      
18962 Z1542927987          CC1CN(CCN1CC(F)(F)F)C(=O)NC=2C=CC=NN2                                            -4.07      0.00       1.60      
18963 Z54204374            O=C1NC2(CCCCC=3C=CC=CC32)C(=O)N1CC=4C=C(Cl)C=C5COCOC45                           -4.07      0.02       2.35      
18964 Z1780374486          COC=1C=NC=CC1C(C)NC(=O)NC=2C=CC(C)=C(C2)OCC(F)F                                  -4.07      0.00       3.01      
18965 Z2972187305          FC(F)(F)C=1C=C2C(=NC=CN2N1)N3CCOC4(CCCOC4)C3                                     -4.06      0.00       1.30      
18966 Z1948984855          COC(=O)C(C)NCC1=CN(C)N=C1C=2C=CC=NC2                                             -4.06      0.05       2.41      
18967 Z286865684           CC=1N=C(NC(=O)CN2C=CC=C(C2=O)C(F)(F)F)SC1C                                       -4.06      0.00       1.72      
18968 Z1256514921          CN1C=C(C=N1)C(=O)NC(C=2C=CC(Cl)=CC2)C(F)(F)F                                     -4.06      0.00       2.39      
18969 Z1957983332          CCN1N=C(C)C(=C1N(C)CC(O)C(F)(F)F)[N+]([O-])=O                                    -4.06      0.00       1.08      
18970 Z2993983963          CCC1=NC(=CS1)CN2C(=O)C(=CN(C2=O)C(C)C)C(F)(F)F                                   -4.06      0.00       2.65      
18971 Z2702249588          CNC(=O)CN1CCCN(CC1)C(=O)CC(C2CCC2)C3CCC3                                         -4.06      0.06       3.32      
18972 Z1441553589          COC=1C=CC=2OCCCC(NC3CCCC3CO)C2C1                                                 -4.06      0.00       1.56      
18973 Z2096816063          COCC(NS(=O)(=O)C1=CC=CN=C1C(F)(F)F)C2=CC=CO2                                     -4.06      0.00       1.66      
18974 Z2282626836          CC=1C(Cl)=CN=CC1NC(=O)C2=NOC=3CCCCCC23                                           -4.06      0.00       2.46      
18975 Z201876130           COC=1C=C(C)C(=CC1OC)NC(=O)CN2C=C(Br)C(=O)NC2=O                                   -4.06      0.00       2.75      
18976 Z1911236625          C#CC(C)(C)N(C)S(=O)(=O)C1=CC=CC=C1OC(F)F                                         -4.06      0.04       2.64      
18977 Z2582963015          [O-][N+](=O)C=1C=CC=NC1NC(CO)CN2CCOCC2                                           -4.06      0.01       2.06      
18978 Z245065642           CC=1C=CC=C2C(=O)N(C=NC12)CCC(=O)N3CCCCCC3C4=CC=CN4C                              -4.06      0.00       2.34      
18979 Z1696309729          CN1C=NC=C1CNC2=NC=3C=C(F)C=CC3N2C                                                -4.06      0.01       2.77      
18980 Z1569257017          C=1N=CN(N1)C=2C=CC=CC2CN3CCCC(CC3)N4CCCC4                                        -4.06      0.00       1.56      
18981 Z2379496052          CCCCN(CCCC)C(=O)C=1NC(=O)NC1C                                                    -4.06      0.01       2.31      
18982 Z2379493999          CC=1C=CC(C(=O)N2CCCC(CC2)N3CCOCC3)=C(Cl)C1                                       -4.05      0.00       2.23      
18983 Z2057591320          CN1C[C@@H](C(=O)NC=2C=NNC2)[C@@H](C1)C(F)(F)F                                    -4.05      0.00       2.19      
18984 Z2017188630          CS(=O)(=O)C=1C=CC=2CCN(CCC2C1)C=3C=C(N=CN3)N4CCCCC4                              -4.05      0.00       2.15      
18985 Z1456514671          Cl.COC=1C=C(C=CC1OCC(F)(F)F)CCC(=O)N2CCNCC2C                                     -4.05      0.08       3.49      
18986 Z1958180923          CC=1N=CC=C(N1)N(C)C[C@@H]2C[C@H](F)CN2C=3C=CN=CN3                                -4.05      0.00       1.45      
18987 Z2143885778          O=C(C=1C=CC(=CC1)N2CCNC2=O)N3CCCN(CC3)C=4C=CC=CC4Cl                              -4.05      0.00       2.16      
18988 Z960878062           COC=1C=CC=CC1OCC(=O)NCCC2=CNC=3C=C(F)C=CC23                                      -4.05      0.01       2.35      
18989 Z3071540400          CCOC(=O)C1=C(NC(=O)CN(C)C(C)=O)C2=C(F)C=CC=C2N1C                                 -4.05      0.16       3.55      
18990 Z416603894           O=C(CN1CCCC2CCCCC21)NC3CCCCNC3=O                                                 -4.05      0.00       1.29      
18991 Z433509640           CC1CN(CCO1)C(=O)NC2=CC=CC(=C2)OC(F)F                                             -4.05      0.00       1.72      
18992 Z2310996737          O=C(NCC=1C=CN=CN1)N2CCCN3C=4C=CC=CC4CC3C2                                        -4.05      0.02       2.55      
18993 Z1689665117          CCCC1C(=O)NCCN1C(=O)N(CC)C(C)C                                                   -4.05      0.00       1.48      
18994 Z1636205033          CC=1NN=C(C1NC(=O)CN2C=NC=3SC=CC3C2=O)C(F)F                                       -4.05      0.00       2.83      
18995 Z27381640            O=C(NC=1C=CC(OC(F)F)=C(Cl)C1)C=2C=CC=CN2                                         -4.05      0.03       3.36      
18996 Z872068520           CC(OCC1CCCO1)C(=O)NC2=CC(=CNC2=O)C(F)(F)F                                        -4.05      0.00       2.27      
18997 Z14504792            CCC(C)NC(=O)CN1C=C(C=C(Cl)C1=O)C(F)(F)F                                          -4.05      0.01       2.69      
18998 Z2358682579          CC1(C)CN(CC(O1)C(F)(F)F)C=2C=CC=C(N2)C(=O)O                                      -4.05      0.07       3.51      
18999 Z1565399273          COC=1C(C)=CC(=CC1C)CN2CCNC(=O)CC2C=3C=CC=CC3                                     -4.05      0.00       1.93      
19000 Z1868673159          CC=1C=C(N(C)N1)N2C(=O)NC(CC(F)(F)F)C2=O                                          -4.05      0.00       1.76      
19001 Z1392938882          CN(C)C=1N=CN=CC1NC(=O)CCC=2C=CC(F)=CC2                                           -4.05      0.00       2.28      
19002 Z1904031882          [O-][N+](=O)C1=CC=C(O1)C(=O)N(CC(F)F)C=2C=CC(F)=CC2                              -4.05      0.00       1.83      
19003 Z2350129607          CC1=CNC=C1C(=O)NC(C)(C)CN2CCOCC2                                                 -4.05      0.00       1.57      
19004 Z169447768           COC=1C=CC(=CC1)C2CCCCCN2CC(=O)N(CCC(N)=O)C=3C=CC=CC3                             -4.04      0.00       1.81      
19005 Z1612635258          CC(C)CN1C=CN=C1CN2C(=O)CN(C)C2=O                                                 -4.04      0.07       2.43      
19006 Z2054226057          CN1CC(CCC1C(F)(F)F)NC(=O)C=2C=CC(=O)NC2                                          -4.04      0.00       2.37      
19007 Z2949670531          COC=1N=CN=C(C1NC(=O)N2CCC2C=3C=CC(F)=CC3)N(C)C                                   -4.04      0.00       2.12      
19008 Z1084418478          CCNC(=O)CN1CCCN(CC1)S(=O)(=O)C=2C=CC=3COCC3C2                                    -4.04      0.12       3.68      
19009 Z1451345319          COC=1C=CC(NC(=O)C=2C=CC(F)=CC2C(F)(F)F)=C(C)N1                                   -4.04      0.04       3.54      
19010 Z1726345016          COC=1C=CC=CC1N2C=C(C=N2)S(=O)(=O)N3CCOCC4(CCCC4)C3                               -4.04      0.00       1.50      
19011 Z1766353772          O=C(NC1=CNN=C1C=2C=CC=CN2)C3=NOC=4CCCCCC34                                       -4.04      0.01       2.84      
19012 Z2959746508          O=C(C1=CC=2N=CC=CC2O1)N3CCOCC3CC(F)F                                             -4.04      0.00       1.83      
19013 Z2951830340          C1=COC(=N1)C2CCN(CC3=NN=C4CCCCCN34)CC2                                           -4.04      0.00       2.50      
19014 Z3053137479          NC(=O)C1(CCOC1)NC(=O)CN2N=C(C=3CCCC32)C(F)(F)F                                   -4.04      0.04       3.44      
19015 Z4119029035          CC(C)(OC=1C(F)=CC=CC1F)C(=O)NC2=NC=NN2C=3N=CC=CN3                                -4.04      0.00       2.18      
19016 Z16533712            CC=1C=CC=CC1N2N=NN=C2SCC(=O)NC=3C=CC=4OCCCOC4C3                                  -4.04      0.00       2.60      
19017 Z2766026327          CC=1N=CC=CC1CC(=O)N[C@H]2COC[C@H]2OC=3C=NNC3                                     -4.03      0.00       2.17      
19018 Z2326519091          C#CC(C)NC(=O)C=1C=CC=CC1S(=O)(=O)C(F)(F)F                                        -4.03      0.12       2.91      
19019 Z2493013896          CC=1C=C(F)C=C(C1)N2C(=O)NC(C2=O)C3CCCCCC3                                        -4.03      0.00       2.50      
19020 Z1483904678          CC=1C=NC(=CN1)C(=O)N2CCCC2C(O)C(F)(F)F                                           -4.03      0.00       2.31      
19021 Z1695928848          Cl.CC(=O)NCC1=CC=C(S1)C2=NC(=NO2)C3CCCCCN3                                       -4.03      0.02       3.33      
19022 Z90164661            CC=1SC=2N=CN=C(C2C1C)N(C)CC(=O)NC3CC3                                            -4.03      0.01       1.94      
19023 Z1303152404          COC=1C=CC(=CC1)C(=O)NC(C)(C)C2=NC(=CS2)C(F)(F)F                                  -4.03      0.02       3.58      
19024 Z2737563818          CN(C)CC1(O)CCN(CC1)C=2C=CC(=CN2)C(F)(F)F                                         -4.03      0.00       1.99      
19025 Z436020998           O=C(NC=1C=CC=C(C1)N2C=CC=N2)N3CCC(CN4CCCCCC4)CC3                                 -4.03      0.00       2.04      
19026 Z339996048           CS(=O)(=O)N1CCCN(CC1)C(=O)C=2C=CC=C(C2)OCC=3C=CC=CC3                             -4.03      0.00       2.33      
19027 Z1976918658          CS(=O)C1(CNC(=O)N2CCCC(CC2)N3CCCC3)CCC1                                          -4.03      0.01       2.45      
19028 Z2052462317          COC[C@@H]1C[C@H](CN1C2=NC(C)=CC(C#N)=N2)OC                                       -4.03      0.01       2.28      
19029 Z1644016550          CCC1(CNC(=O)NC2=CN=CN=C2N(C)C)CC1                                                -4.02      0.02       2.89      
19030 Z2187669760          COC=1C=CC=C(C(=O)N2CCC(F)(F)C(CO)C2)C1O                                          -4.02      0.02       2.32      
19031 Z1869454194          C=CCN1CC(=O)N(CC2=NC=CN2CC(C)C)C1=O                                              -4.02      0.01       2.34      
19032 Z2295602411          CC(C)[C@@H](NC(=O)C=1C=NC(=NC1)C(F)(F)F)C(=O)O                                   -4.02      0.00       2.49      
19033 Z1451666483          CCOC=1C=CN=C(N1)N2CCCN(CC2)C(=O)N3CCC=4C=CC=CC43                                 -4.02      0.01       2.56      
19034 Z2601975843          CNC(=O)[C@@H](NC(=O)N1CCOC[C@@H]1CC(C)C)C(C)C                                    -4.02      0.01       2.07      
19035 Z29671882            CC1=NN=C(NC(=O)C2=CC=CC=C2OC(F)F)S1                                              -4.02      0.00       1.88      
19036 Z2932003228          N[C@@H]1C=2C=CC=CC2C[C@H]1NS(=O)(=O)N3CCCCCC3                                    -4.02      0.00       1.63      
19037 Z433509952           O=C(NC=1C=CC=C(C1)OC(F)F)N2CCCC2                                                 -4.02      0.00       1.20      
19038 Z2690305918          CC(C)C[C@H](NCC(F)(F)F)C(=O)NCC1=NC=CS1                                          -4.02      0.00       2.20      
19039 Z355169902           CC1CCCCN1S(=O)(=O)N2CCCN(CC2)C=3C=CC(=CN3)C(F)(F)F                               -4.02      0.00       2.04      
19040 Z103808564           CCN(CC=1C=C(Cl)C=2OCCCOC2C1)CC3=NC=4C=CC=CC4C(=O)N3                              -4.02      0.00       2.97      
19041 Z3016324111          COC=1C(Cl)=CC(O)=C(Cl)C1C(=O)N[C@H](CO)C(C)C                                     -4.02      0.33       3.72      
19042 Z2232786973          C=CCNS(=O)(=O)C=1C=CC=C(C1)C(=O)N2CCCC(O)CC2                                     -4.02      0.07       3.05      
19043 Z1974718942          CC1=CCCN(C1)C(=O)NC(C=2C=NN(C)C2)C(F)(F)F                                        -4.02      0.01       2.57      
19044 Z2394895743          CN1C=C(C=N1)O[C@@H]2COC[C@@H]2NC(=O)C3=CNC(=C3)C(F)(F)F                          -4.02      0.00       1.86      
19045 Z2295252364          CCC(NC1CCN(C)C1C=2C=CC=CC2)C(=O)O                                                -4.02      0.00       2.19      
19046 Z1990677157          COCCC(CO)NC(=O)NC=1C=CC(=CC1)OC2=CC=CC(F)=C2                                     -4.02      0.00       2.48      
19047 Z1803460928          C(C1CCC2(CCCCC2)O1)N3CCOCC4(CCOCC4)C3                                            -4.01      0.00       1.24      
19048 Z1934345134          CCCC(=O)NC=1C=C(F)C(=CC1N2C=NC=N2)OC(F)F                                         -4.01      0.00       3.18      
19049 Z1311763492          CC(C)N1C2CCC1CN(CC2)C(=O)NC=3C=CC=4OCCCC4C3                                      -4.01      0.00       2.33      
19050 Z3547875225          COC=1C=CC2=C(OC3(CC2NC(=O)N3)C(C)C)C1OC                                          -4.01      0.00       1.11      
19051 Z1528096786          O=C(NC=1C=CC=CC1)C=2C=CC(=CC2)C(=O)N3CCNC(=O)CC3                                 -4.01      0.07       3.07      
19052 Z1653118954          CN(C)C(=O)N1CCN(C(=O)N(C)C)C(C1)C=2C=NN(C)C2                                     -4.01      0.01       1.95      
19053 Z1758761054          CN1N=CC=C1CN2C[C@@H](F)C[C@H]2CNCC3=CSC=N3                                       -4.01      0.00       2.72      
19054 Z635149014           COC=1C=CC=C(C1)C(NCC2=CC=CO2)C3=NC=CN3C                                          -4.01      0.02       2.12      
19055 Z2685013646          CC(C(=O)N[C@@H]1CCO[C@H]1C=2C=CC=NC2)N3C=NC4=C(N)N=CN=C43 |&1:5,9,r|             -4.01      0.00       1.92      
