Rank	Ligand	SMILES	CNN_affinity	CNN_score
186	Z223116700	CCC(SC1=NNC2=NC=3C=CC=CC3N12)C(=O)NC=4C=CC=CC4	7.34074	0.64288
187	Z19813665	CN1C=NN=C1SCC(=O)N(CC2CCCO2)C3=NC(=CS3)C=4C=CC(Br)=CC4	7.34062	0.60059
188	Z112166022	CC(SC1=NN=C(C=2C=CC=CC2F)N1CC=3C=CC=CC3)C(=O)N4CC(=O)NC=5C=CC=CC54	7.34021	0.31797
189	Z1942032069	CCN1C=C(C=N1)C2CCN(CC2)C(=O)CCC3=CC=CC(=C3)N(C)C	7.33992	0.66923
190	Z4596801703	CC(=O)N1C[C@H](O)C[C@H]1C(=O)NC(CC=2C=CC=CC2)C(=O)NCC=3C=CC=CC3	7.3396	0.69317
191	Z1830782669	N#CC=1N=CC=NC1N2CCCC(C2)C3=NN(C=C3C(N)=O)C=4C=CC=CC4	7.33898	0.72222
192	Z26618755	O=C(CN1C(=O)NC2(CCCC2)C1=O)N(CC=3C=CC=CC3)C=4C=CC=CC4	7.33787	0.53476
193	Z1371319831	COC=1C=CC(=CC1)C2=NC(=CO2)CCNC(=O)C3=CC=C(N=C3)NC(C)C	7.33783	0.64951
194	Z295526114	COC=1C=CC(C)=CC1C(C)NC(=O)C=2SC=3N=C(NC(=O)C3C2C)C4=CC=CO4	7.33764	0.87008
195	Z3690566297	CC1=NN(C=C1CNC=2C=CC=3NN=C(C(=O)O)C3C2)C=4C=CC(Cl)=CC4	7.33701	0.62832
196	Z51632669	CC1=C(NC(=O)CSC=2N=C(C)C(C)=C(C)C2C#N)C(=O)N(C=3C=CC=CC3)N1C	7.33661	0.68594
197	Z26552720	O=C(NC=1C=CC(=CC1)N2C=NN=N2)C=3C=CC=CC3OCC=4C=CC(F)=CC4	7.33658	0.67023
198	Z2672283742	COC=1C=CC(=CC1)CN(C(=O)CC23CCCCC2C3(F)F)C=4C=CN=CC4	7.33605	0.58269
199	Z3062801084	CC1=C(C=CN1C(C)C)C(=O)N2C[C@@H](NC(=O)C3CC3)[C@@H](C2)C4=NC=CN4C	7.33562	0.65141
200	Z106749064	COC=1C=CC(=CC1)C2=NOC(CN3CCC(CC3)C(=O)N4CCCCCC4)=N2	7.33516	0.54583
201	Z17142118	CC=1SC2=NC(C)=NC(SCC(=O)NC3=CC(=CC(=C3)C(N)=O)C(N)=O)=C2C1C	7.3349	0.57823
202	Z46303145	CN(CC(=O)NC=1SC=2CCCCCC2C1C#N)CC3=NC=4C=CC=CC4C(=O)N3	7.33318	0.85685
203	Z30159217	CC1=NN(C=2C=CC=C(Cl)C2)C=3SC(=CC13)C(=O)NC4=NC=5CCN(C)CC5S4	7.33299	0.62231
204	Z3378831111	CC=1NN=C(C1C(=O)NCCN2C=C(N=N2)C=3C=CC=CC3)C(F)(F)F	7.33259	0.87182
205	Z1716206969	COC=1C=CC(=CC1)C2=NN=C(NCC=3C=CC(=CC3)C(N)=O)C4=CC=CC=C24	7.33212	0.56669
206	Z245204622	CC(C)C1=NN=C(NC(=O)C=2C=CC=C(C2)S(=O)(=O)NC3=CC=CC(Cl)=C3)S1	7.3317	0.8232
207	Z56882077	CC=1C=CC(=CC1)C2=CSC=3N=C(SCC(N)=O)N(CC=4C=CC=CC4)C(=O)C23	7.33047	0.57447
208	Z20946559	CC(SC1=NN=CN1C=2C=CC=C(Cl)C2)C(=O)NC3=CC=CC=C3F	7.32866	0.70055
209	Z95816673	O=C(NC(C=1C=CC=CC1)C=2C=CC=CN2)C3=CSC(=N3)C=4C=CC(F)=CC4	7.32839	0.6315
210	Z2233982164	CCOC=1C=C(N=C(C)N1)NCC2CCCN2C=3C=C(N=CN3)NC	7.32815	0.7366
211	Z96184278	NC1=NN=C(N1)SCC(=O)NC=2C=CC=CC2C(=O)NCCC=3C=CC=CC3	7.32804	0.47982
212	Z27383869	CC1=CC=CC(C)=C1N(C(=O)C2CCCC2)C3=NC=4C=CC=CC4S3	7.32765	0.62267
213	Z97434075	CC(SC1=NNC(=O)N1C2CC2)C(=O)NC=3C=C(Cl)C=CC3Cl	7.32741	0.88846
214	Z19023786	CCN(CC)S(=O)(=O)C1=CC=C(C)C(=C1)NC(=O)CN2N=CC(Cl)=C(Cl)C2=O	7.32723	0.59069
215	Z24194260	CN1C(=NN=C1C=2C=CC(F)=CC2)SCC(=O)NC=3SC=4CCCCCC4C3C#N	7.3261	0.70653
216	Z1205125898	NC(=O)C=1C=CC=CC1OCC=2C=CC=C(C2)C(=O)N3CCCC4(CC=CCC4)C3	7.32551	0.59806
217	Z1207240813	CN1N=CC(C(=O)NCCC2=NC(=NO2)C=3C=CC=C(Cl)C3)=C1C(F)F	7.32503	0.7169
218	Z30171317	O=C(CN1C(COC=2C=CC=CC2)=NC=3C=CC=CC31)NCC4=CC=CN=C4	7.32503	0.64154
219	Z2335309843	O=C(C(C=1C=CC=CC1)N2CCC=3C=CC=CC32)N4CC(CO)(C4)C=5C=CC=CC5	7.32484	0.44206
220	Z27668571	O=C(NC=1C=CC=2OCCOC2C1)C3=CN(N=C3C4=CC=CS4)C=5C=CC=CC5	7.32342	0.53417
221	Z126940726	O=C(CN1CCC(CC1)N2C(=O)NC=3C=CC=CC32)N4CCC5=CC=CC=C54	7.32318	0.49073
222	Z905579380	COC=1C=CC(=CC1)C2(CCCCC2)C(=O)NC3=CC=C(C(F)=C3)N4C=NC=N4	7.3229	0.64571
223	Z56774988	CCCCN1C(NC(=O)C2=CC=CS2)=C(C#N)C3=NC=4C=CC=CC4N=C31	7.32274	0.56777
224	Z1583447206	CC(C)C1=NSC(=N1)NC(C=2C=CN(C)N2)C=3C=CC(F)=CC3	7.32272	0.79896
225	Z196853154	CC1=C(SC=2N=CN=C(C12)N3CCNC(=O)CC3)C=4C=CC=CC4	7.32164	0.87222
226	Z195553526	CCOC(=O)C=1SC2=NC(CN(C)CC=3C=CC=CC3)=NC(N)=C2C1C	7.32137	0.78877
227	Z1165361000	CC1=C(N=NN1C=2C=CC=C3CN(CCC23)C(C)C)C(=O)NC4=CC=CC(F)=C4	7.32129	0.71644
228	Z15580743	COC=1C=CC(=CC1)C2(NC(=O)N(CC(=O)NC3CC3)C2=O)C=4C=CC(=CC4)OC	7.32122	0.55559
229	Z3050705784	CN1C=C(CNC(=O)C=2C=NN3C(=CC(=NC23)C4CC4)C(F)F)N=N1	7.32041	0.88044
230	Z97929269	CCN(CC=1C=CC=2OCOC2C1)C(=O)CSC=3N=C(NC)C4=CC=CC=C4N3	7.3204	0.60153
231	Z1141227896	CCC1=NC=CN1C2CCCN(CC(=O)NC3=NC4=C(C=CC=C4S3)OC)C2	7.32017	0.52628
232	Z275021864	COC=1C=CC=C(C1)NC(=O)CCSC2=NN=C3SC=C(C=4C=CC=CC4)N23	7.31962	0.68727
233	Z26489874	CC1CCN(CC1)C(=O)CC2C(=O)NC3=C2C(=O)N(C)C(=O)N3CC=4C=CC=CC4	7.31866	0.58475
234	Z1550506307	O=C(C=1C=CC=2NN=NC2C1)N3CCCC3C4=NC(=NN4)C=5C=CC=CC5	7.31779	0.52547
235	Z237578734	CC(C)(C)N1CC(CC1=O)C2=NC=3C=CC=CC3N2CCOC4=CC=CC=C4Cl	7.31602	0.35412
236	Z97750328	NC(=O)C=1C=C(Cl)C=CC1OCC(=O)N2CCCC(C2)C3=NC4=CC=CC=C4S3	7.31532	0.54385
237	Z30902713	CC=1C=CC(F)=CC1NC(=O)CC(NC(=O)C=2C=CC=CC2)C=3C=CC=CC3	7.31382	0.44583
238	Z64960052	CC=1ON=C(C1C2=NN=C(CN3CCN(CC3)C=4N=CC=CN4)O2)C=5C=CC=CC5	7.31368	0.52511
239	Z45487648	COC=1C=C2CCN(C(C3=CC=CS3)C2=CC1OC)S(=O)(=O)C=4C=CC=CC4	7.31253	0.5334
240	Z30659467	CC=1SC(=NC1C=2C=CC(F)=CC2)NC(=O)CN3C=NC=4SC(C)=C(C)C4C3=O	7.3115	0.65701
241	Z226443506	COC=1C=CC=2OC(C(=O)N3CCCC(C3)C4=NC5=CC=CC=C5N4)=C(C)C2C1	7.31148	0.62775
242	Z52744003	CN(CC1=NC=2C=C(Cl)C=CC2C(=O)N1)C3CCCC=4C=CC=CC43	7.31115	0.74003
243	Z27302584	CN(C)C(CNC(=O)C1=NN(C(=O)C=2C=CC=CC12)C=3C=CC=CC3)C4=CC=CS4	7.31062	0.49541
244	Z1754096715	CC1=NC(=NN1)C=2C=CC=C(C2)C(=O)N[C@H]3CCO[C@@H]3C=4C(C)=NN(C)C4C	7.31034	0.65969
245	Z1188826501	CCC1=C(C=NN1CC=2C=CC=CC2)C(=O)N3CCC4=C(C3)N=C(C(C)C)N4C	7.30955	0.4367
246	Z1342828257	CC(C1=NC(=NO1)C=2C=CC=C(C2)C(F)(F)F)N3CCCC(C3)C4=NN=CN4	7.30899	0.6127
247	Z2157419665	CCOC(=O)C=1SC=2N=C(CN3CCCCC3)N=C(C2C1C)N4CC(C4)C(F)(F)F	7.30759	0.60753
248	Z46198604	O=C1NC(CN2CCC=3C=CC=CC32)=NC=4SC=C(C=5C=CC=CC5)C14	7.30678	0.74196
249	Z1262870824	CN1C=C(C=N1)N2CCCC(C2=O)N3CCN(CC3)C(=O)C=4NN=C5C=CC=CC45	7.30651	0.6765
250	Z216541604	CC(C)N1N=CC=2C(=CC(=NC21)C3=CC=CO3)C(=O)NC4=CC=CC(=C4)[N+]([O-])=O	7.3059	0.63473
251	Z56872548	COC=1C=CC(=CC1)C=2OC(NC(C)=O)=C(C#N)C2C=3C=CC(=CC3)OC	7.30573	0.83074
252	Z125842478	NC(=O)[C@@H]1CC=2C=CC=CC2CN1CC3=NC=4SC=C(C5=CC=CO5)C4C(=O)N3	7.30566	0.80037
253	Z4365037770	CC(NC1=NC=CN2N=C(C=C12)C=3C=CC=CC3)C4=CC=CC(=C4)S(N)(=O)=O	7.30475	0.55616
254	Z2108703886	NC(=O)COC=1C=CC=C(C1)NC(=O)C2(CC=3C=CC=C(F)C3)CCCCC2	7.3042	0.67727
255	Z223853504	CC(C)N1N=CC=2C(=CC(=NC21)C=3C=CC=4OCCOC4C3)C(=O)N5CCCCC5	7.30403	0.47425
256	Z169608204	CC=1C=CC=C2SC(=NC12)NC(=O)CCN3C=NC4=CC=CC=C4C3=O	7.30393	0.64775
257	Z92009996	CCN1C(=NN=C1C2=CC=CO2)SC(C(=O)N3CCCCC3)C=4C=CC=CC4	7.30368	0.58396
258	Z645064490	CN(CC1=NN=C2CCCCCN12)C=3N=CN=C4SC=5CCCC5C34	7.30354	0.91539
259	Z193268610	N#CC=1C=CC=C(C1)C(=O)NC2=NC=3C=C(C=CC3N2CC4=CC=CO4)C(F)(F)F	7.30299	0.48353
260	Z2114098914	O=C(NC=1C=CC=C(N1)C=2C=CC=3C=CC=CC3C2)C4CCN(CC(F)F)CC4	7.30266	0.79652
261	Z812334422	CCCN(C(=O)C1=CC(=NN1)C=2C(C)=NN(C)C2C)C3CCC4=CC=CC=C4C3	7.30232	0.5393
262	Z92156119	O=C(CSC1=NC=2C=C(C=CC2O1)S(=O)(=O)NC=3C=CC=CC3Cl)N4CCCC4	7.30174	0.79491
263	Z29807557	CC=1C=CC=C2SC(=NC12)NC(=O)CCC3=NC=4C=CC=CC4C(=O)N3	7.30048	0.51713
264	Z18846748	CC(SC1=NN=CN1C=2C=CC=CC2)C(=O)NC3=CC=C(F)C=C3Cl	7.29958	0.67382
265	Z1614248296	CCC=1C=CN=C(C1)C(=O)N2CCCC(C2)C3=NNC(=N3)C=4C=CC=CC4	7.29954	0.66116
266	Z335693172	CC=1ON=C(C1C2=NN=C(COC=3C=CC(C#N)=CC3)O2)C=4C=CC=CC4	7.29947	0.68478
267	Z237915472	CN(CC1=NC=2C=CC=CC2C(=O)N1)C(=O)C3=CC=C(NC(=O)C4=CC=CO4)S3	7.29833	0.45222
268	Z2608156635	FC(F)(F)C=1C=CC=C(C1)C2(CCC2)C3=NOC(=N3)C4CCCC=5NN=NC54	7.29632	0.51132
269	Z645602868	CC1CC(C)CN(CC=2C=CC=CC2CNC=3C=NC=C(N3)N4C=CC=N4)C1	7.29624	0.652
270	Z4458323384	O=C1NC(CSC2=NC=3C=CC(F)=CC3S2)=NC4=CC=C(Br)C=C14	7.29587	0.69008
271	Z44556098	CN(CC1=NC=2C=CC=CC2C(=O)N1)C(C(=O)NC(N)=O)C=3C=CC=CC3	7.29579	0.57787
272	Z24592204	CCC=1C=CC(=CC1)N(C(C)=O)C2=NC(=CS2)CSC3=NN=C(O3)C=4C=COC4C	7.2954	0.64921
273	Z318935828	C1=CC2=C(CCN(CC3=NC(=NO3)C4CC4)C2C=5C=CC=CC5)S1	7.29411	0.7282
274	Z99132741	COC=1C=CC(=CN1)NC(=O)C=2C=CC=CC2C3=NC=C(O3)C=4C=CC=CC4	7.29115	0.64232
275	Z19281336	CC(SC1=NN=C(C2=CC=CS2)N1C=3C=CC=CC3)C(=O)NC4=CC=CC=C4F	7.29019	0.43752
276	Z4119263029	CC=1OC(=NC1CCNC(=O)C=2C=C(F)C=3N=CC=CC3C2)C=4C=CC=CC4	7.29006	0.57491
277	Z1439433833	CC1=NN=C(CNC(CC=2C=CC=C(F)C2)C=3C=CC=C(F)C3)N1C	7.28894	0.64512
278	Z229200612	O=C(CCC1CC=2C=CC=CC2NC1=O)NC=3C=CC=4C=CC=CC4N3	7.28893	0.50382
279	Z2040092623	O=C1NC(=O)C2(CCN(CC(CC=3C=CC=CC3)CC=4C=CC=CC4)CC2)N1	7.28874	0.4526
280	Z1723428242	CN1C(=O)NC=2N=CC(=CC21)C=3C=CC=C(C3)C(=O)NCCCN4C=CC=CC4=O	7.28839	0.80271
281	Z432169658	CC1=NN2C(=O)C=C(CSC3=NN=C(O3)C=4C=CC=CC4C)N=C2S1	7.28818	0.69871
282	Z1723428251	CC=1C=C(C)N(CCCNC(=O)C=2C=CC=C(C2)C=3C=NC=4NC(=O)N(C)C4C3)N1	7.28592	0.78825
283	Z136761300	CC=1C=CC(=CC1)CN2C=CC=CC2=NC(=O)C3=NNC4=CC=CC=C34	7.28551	0.61865
284	Z197419762	COC1=CC(=CC(=C1)C(NC(=O)NC=2C=CC=C(C2)[N+]([O-])=O)C3=NC=CN3C)OC	7.2847	0.64089
285	Z235353845	CC1=CC=CC(C)=C1N2C(=O)C3N=NN(CC(=O)NC=4C=CC=C(F)C4)C3C2=O	7.28438	0.48974
286	Z2815607555	COCC1=NN=C(CNC(=O)N2C=3C=CC=CC3CC2CC=4C=CC=CC4)N1	7.28436	0.67599
287	Z648464924	CCCN(CC(=O)NC=1C=CC=CC1Cl)CC=2C=CC(C#N)=CC2	7.28409	0.672
288	Z106675670	COC(=O)C=1C=CC=2C(=O)NC(CN(CC=3C=CC=CC3F)C4CC4)=NC2C1	7.28361	0.68672
289	Z218108790	CC=1C=CC=NC1NC(=O)CN2C(COC=3C=CC=CC3)=NC4=CC=CC=C42	7.28274	0.66415
290	Z2766489343	CC=1C=CC=NC1C(=O)N2C[C@H](C3=NC(=NN3)C4CC4)[C@H](C2)C5CC5	7.2826	0.74895
291	Z195926736	CC(=O)N1CCC=2C=C(C=CC21)NC(=O)CN(CCC(N)=O)CC=3C=CC=CC3	7.28245	0.72127
292	Z56775960	CC=1C=CC(=CC1)S(=O)(=O)C2=C(N)N(CC3CCOC3)C4=NC5=CC=CC=C5N=C24	7.28235	0.61593
293	Z362646412	N#CC=1C=NN(C1N)C=2C=CC(=CC2)NC(=O)C3(CCC3)C=4C=CC=CC4	7.28025	0.59955
294	Z27473222	CC1=NC(=C(CC(=O)NC2=NN=C(CC=3C=CC=CC3)S2)S1)C=4C=CC(C)=CC4	7.27985	0.45048
295	Z1007027188	COC=1C=CC=C(C1)C(=O)NC=2OC=3C=CC=CC3C(=O)C2C=4C=CC=CC4	7.2798	0.69071
296	Z52656572	CC1=NN(C(C)=C1NC(=O)COC=2C=CC=C(C2)C(=O)NCC=3C=CC=CC3)C=4C=CC=CC4	7.27976	0.72201
297	Z1591113245	CC1=NOC(CNC(CNC(=O)OC(C)(C)C)C=2C=CC3=CC=CC=C3C2)=N1	7.27942	0.51114
298	Z1130174007	CC=1C=CC=CC1C2=NOC(CN(CC=3C=CC=CC3F)C4CCOCC4)=N2	7.27853	0.39961
299	Z30483349	O=C(NC=1C=CC=CC1N2CCOCC2)C3=CN(CC=4C=CC=CC4)N=C3C5=CC=CS5	7.27694	0.46574
300	Z90266540	CC=1C=CC(=CC1Cl)NC(=O)C(NCC2=NC=3C=CC=CC3N2C)C=4C=CC=CC4	7.27686	0.37627
301	Z131220002	COC=1C=CC(=CC1Cl)NC(=O)C=2C=CC=CC2OCC3=CN4C=CC=CC4=N3	7.27659	0.49884
302	Z284116652	CCCN1C(=O)NC(=O)C=2C=C(C=NC21)C(=O)N(CC)CC3=CC=C(Cl)S3	7.2765	0.66797
303	Z2608399260	FC=1C=CC(=CC1)C=2C=CN=C(N2)C3CCN(CC3)C4=NC=CN5N=NN=C45	7.27619	0.75056
304	Z228847278	CC=1C=CC=CC1C2=NN=C(O2)C=3C=CC(=CC3)C(=O)NC(C)C=4C=CC=CC4	7.27617	0.63756
305	Z224086200	NC(=O)C(SC=1N=CN=C2C1C=NN2C=3C=CC=CC3)C=4C=CC(F)=CC4	7.27586	0.65705
306	Z95869792	O=C(C(C=1C=CC=CC1)C=2C=CC=CC2)N3CCC(CC3)C4=NN=C5C=CC=CN45	7.27528	0.37502
307	Z198257462	CC1=C(SC=2N=C(CN3CCCCC3)NC(=O)C12)C(=O)NCC=4C=CC(C)=CC4	7.27515	0.76531
308	Z217007390	CS(=O)(=O)NC1CCN(CC1)C(=O)C2=CC(=NN2C=3C=CC=CC3)C=4C=CC=CC4	7.27469	0.48001
309	Z131216480	CCC=1C=CC=C(C1)NC(=O)C=2C=CC=CC2SCC3=CC(C)=NO3	7.27466	0.72909
310	Z31179547	CCC=1C=CC=CC1NC(=O)CNC=2N=CN=C3SC=4CCCCC4C23	7.27455	0.81152
311	Z235823590	CC(C)C(NC(N)=O)C(=O)NCC1=CN(CC=2C=CC=CC2)N=C1C=3C=CC=CC3	7.27404	0.49366
312	Z1567974533	N#CC=1C=CC=C(CSC2=NC=3C=CC=CC3C(=O)N2CC=4C=CC=NC4)C1F	7.27355	0.39225
313	Z28534960	O=C(NC=1C=C(C=CC1N2C=NC=N2)C(F)(F)F)C3=CC4=CC=CC=C4O3	7.27304	0.66171
314	Z1139408743	CC=1C=CC=C(C1)C2=NN=C(O2)C(C)NC3CCC4=NC=NN4C3	7.2724	0.73806
315	Z84843892	CCN(CC(=O)NC=1C(F)=CC=CC1F)C(=O)C2=NNC3=CC=CC=C23	7.27148	0.77398
316	Z226439976	CC(C)NS(=O)(=O)C=1C=CC=C(C1)C(=O)NC=2C=CC=3N=C(SC3C2)N4CCCC4	7.27094	0.80383
317	Z1703320116	COCCN(CC=1C=CC=2OCOC2C1)C(=O)NC3CCCC=4SC=CC43	7.27093	0.78398
318	Z111780822	C=CCN1C(=NC=2C=CC=CC21)C3CC(=O)N(C3)C4=CC(=CC=C4OC)OC	7.26971	0.66267
319	Z645136480	COC=1C=CC(=CC1)C2CCCCCN2CC3=CC(=O)N4N=C(C)SC4=N3	7.26944	0.62826
320	Z19574571	CC=1C=CC=C(C1)N2C(=NC=3C=CC=CC32)SCC(=O)NC4CCS(=O)(=O)C4	7.26925	0.4925
321	Z92032826	CN1C(=NN=C1C=2C=CC=NC2)SC(C(=O)N3CCOCC3)C=4C=CC=CC4	7.26868	0.4386
322	Z243211768	CC=1C=CC(=CC1)N2C=NN=C2SCC(=O)NC3=CC=C(C)C=C3Cl	7.26847	0.56007
323	Z32048406	[O-][N+](=O)C1=CC=C(O1)C(=O)NC=2C=CC(Cl)=C(C2)S(=O)(=O)NC3=CC=CC(Cl)=C3	7.26752	0.68439
324	Z2035300760	COC1(CCN(CC1)C(C)C2=NN=NN2C3CC3)C4=NC(CC=5C=CC=CC5)=NO4	7.26693	0.61849
325	Z235486164	CN(CC1=NC2=C(C(=O)N(C)C(=O)N2C)N1CC3=CC=C(Cl)C(Cl)=C3)CC=4C=CC=CC4	7.26605	0.19584
326	Z424464254	CC(CC=1C=CC=CC1Cl)NC(=O)CCC2=NC=3C=CC=CC3C(=O)N2	7.26516	0.53234
327	Z407242678	COC=1C=CC=C(C1)C(=O)NC=2C=CC=C(C2)OCC=3C=CC=C(C#N)C3	7.26475	0.65544
328	Z2148794861	FC(F)(F)C=1C=CC=C(C1)C2(CNC(C3=NN=CN3)C=4C=CC=CC4)CCOCC2	7.26418	0.31984
329	Z271099828	CCCC1=NOC(CCC(=O)N2CCN(CC2)S(=O)(=O)C=3C=CC=CC3Br)=N1	7.26393	0.6468
330	Z361930690	CCC=1C=CC=2N=C(NC(=O)CCC=3C(=O)NC4=C(C(C)=NN4C)C3C)SC2C1	7.26358	0.69451
331	Z99390132	COC=1C=CC(=CC1)C2=NC(=CS2)C(=O)N3CCCC(C3)C4=NC=5C=CC=CC5S4	7.26304	0.5312
332	Z169823928	COC=1C=CC(=CC1)C(NC(=O)C=2C=CC=CC2[N+]([O-])=O)C3=NC=CN3C	7.26154	0.63109
333	Z2041581582	CC=1C=CN=CC1C2=NC(=NO2)C3(CCCC3)C=4C=CC=CC4F	7.26139	0.5868
334	Z102264446	O=C(NC=1C=CC=NC1)C2=CN(CC=3C=CC=CC3)N=C2C4=CC=CS4	7.26132	0.58842
335	Z32368339	O=C(NC1CC1)C(CC2=CNC=3C=CC=CC23)NS(=O)(=O)C=4C=CC(Cl)=CC4	7.26027	0.34448
336	Z1816926805	CC=1C=C(C=NN1)C(=O)NC2(CCCCCC2)C3=NOC(=N3)C4CCCC4	7.25911	0.59196
337	Z109716988	COC=1C=CC(=CC1)S(=O)(=O)NC(CC(C)C)C(=O)NCC=2C(=O)NC(C)=CC2C	7.25903	0.49153
338	Z429833814	CC(C)CC1=NOC(CN2C(=O)C(C=3C=CC=CC3)N(CC=4C=CC=CC4)C2=O)=N1	7.2589	0.50848
339	Z17435740	CC=1C(Cl)=CC=CC1NC(=O)CSC2=NN=C(CN3CCCC3)N2CC=4C=CC=CC4	7.25865	0.33953
340	Z24165441	N#CCCCSC1=NN=C(COC=2C=CC=CC2F)N1C=3C=CC=CC3	7.25828	0.66196
341	Z33446995	CC(=O)NC(CC1=CNC=2C=CC=CC12)C(=O)NC=3C=CC=4CCCC4C3	7.25799	0.48743
342	Z490729244	CNC(=O)C=1C=CC(=CC1)CN(C)C(=O)NCC2=CN(CC=3C=CC=CC3)N=C2C=4C=CC=CC4	7.25739	0.3737
343	Z1981577229	CC1=NC(C)=C(O1)C(=O)NC=2C=CN=C3C=CC(=CC23)OC=4C=CC=CC4	7.25707	0.66525
344	Z223814042	CC(C)SC1=NC2=C(C(=O)NC(=O)N2C)N1CCCC=3C=CC=CC3	7.25539	0.79157
345	Z2647212242	O=C(NC1(CN2CCN(CC2)C=3C=CC(F)=CC3)CC1)C4=CC=CC=5N=NNC45	7.2546	0.49827
346	Z368610752	CN1N=CC=2C(=NC=NC21)NC3CCCC4=C3C=NN4CC=5C=CC=CC5	7.25459	0.57266
347	Z28486173	O=C(CN1C(=NC=2C=CC=CC21)C(F)(F)F)NC=3C=CC=C4C=CC=NC34	7.25436	0.52353
348	Z21509773	CC=1C=CC=C(NC(=O)CSC2=NN=C(O2)C=3SC4=CC=CC=C4C3Cl)C1C	7.2535	0.65264
349	Z3000149040	CC=1N=CC=NC1N(C)C(=O)C=2N=C3C=CC=CC3=CC2C4CC4	7.2531	0.69733
350	Z235543684	CC=1C=CC(=CC1)CN2C(CN3CCCCC3)=NC4=C2C(=O)N(C)C(=O)N4C	7.25295	0.5911
351	Z1213681338	CCCOC=1C=CC=C(C1)C(=O)N(CC2=CC=C(Br)O2)C3CCS(=O)(=O)C3	7.25275	0.74769
352	Z82190781	CC(C)C=1C=C(C(=O)NC=2C=CC=3OCCOC3C2)C=4C=NN(C4N1)C(C)C	7.25271	0.7
353	Z95778018	CC1=NC(=CS1)COC=2C=CC=CC2C(=O)NC=3C=CC=C(C3)C4=CSC(C)=N4	7.25231	0.54711
354	Z27631830	CC(NC(=O)CN1C(COC=2C=CC=CC2)=NC=3C=CC=CC31)C=4C=CC=CN4	7.25078	0.45851
355	Z26947372	C=CCN(C(=O)CC1=NNC(=O)C=2C=CC=CC12)C3=NC=4CCCCC4S3	7.25077	0.60195
356	Z19716539	CC=1C=C(C)C(NC(=O)C(C)OC(=O)C=2C=CC=3C=CC=CC3N2)=C(C)C1	7.25029	0.56096
357	Z2290362225	O=C(NCC1=NN=C2C=CC=CN12)N3CCC(CC=4C=C(F)C=C(F)C4)CC3	7.25003	0.68205
358	Z106596952	CC(C)C=1C=CC(=CC1)CN(CC2=CC(=O)N3C=CSC3=N2)C4CC4	7.24996	0.66509
359	Z136121138	CC=1C=CC=C(C1)C2=NC(=CS2)CC(=O)N(C)CC3=NC4=CC=CC=C4C(=O)N3	7.24982	0.77016
360	Z1020949998	O=C(NC=1C=CC(F)=CC1NS(=O)(=O)C=2C=CC=CC2Cl)C=3C=CC=CN3	7.24955	0.67626
361	Z1023532364	COC=1C=CC(=CC1)C2=NC(=CO2)CCNC(=O)C=3SC(C)=NC3C	7.2487	0.72173
362	Z237978750	CN1CCC=2N=C(NC(=O)C3=CN=C4C(C=NN4CC=5C=CC=CC5)=C3)SC2C1	7.24869	0.62287
363	Z30160637	CN1CCC=2N=C(NC(=O)COC=3C=CC=CC3CC=4C=CC=CC4)SC2C1	7.24818	0.7175
364	Z18977000	COC=1C=CC=CC1NC(=O)COC(=O)C=2C=CC=CC2C3=NC=4C=CC=CC4S3	7.2478	0.47946
365	Z56996225	COC=1C=C(C=C(C1)C(=O)N[C@H](C(=O)NC2=NC=3C=CC=CC3N2)C(C)C)OC	7.24779	0.60585
366	Z3675316245	CC=1OC=CC1CN(C)C=2N=C(N=C3SC=CC23)C=4C=CC=CN4	7.24772	0.71229
367	Z2313530554	O=C1C=C(CN2CC3(CCCCC3)C2C=4C=CC=CC4)NC5=CC=NN15	7.24744	0.41252
368	Z92074177	CN(C)C(=O)C(SC1=NN=C2SC=3C=CC=CC3N12)C=4C=CC=CC4	7.24706	0.59861
369	Z235408446	CN(CC=1C=CC(=CC1)C(N)=O)C(C=2C=CC=CC2)C=3C=CC(F)=CC3	7.24629	0.61776
370	Z1916178132	CCOC=1C=CC(=CC1)C2(CNC(=O)C3=NNC4=CC=C(Cl)C=C34)CCOCC2	7.2461	0.63709
371	Z26380948	O=C(NC=1C=CC=CC1)C=2C=CC=CC2OCC3=NC=4C=CC=CC4S3	7.24609	0.6127
372	Z111780654	CC=1C=CC(=CC1)CN2C(=NC=3C=CC=CC32)C4CC(=O)N(CC=5C=CC=CC5)C4	7.24589	0.34239
373	Z2232118042	CC1=NC=2C(=CC=NC2N1)C(=O)N3CCC=4C=CC=CC4[C@@H]3C=5C=CC=CC5	7.24582	0.3121
374	Z82187190	O=C(CC1=CSC(=N1)C=2C=CC=CN2)NC3=NC4=CC=C(F)C=C4S3	7.24577	0.53221
375	Z2399301826	CN1CC(CCC1=O)C(=O)NC(CC=2C=CC(O)=CC2)C3=NC4=CC=CC=C4N3	7.24542	0.37609
376	Z2861623177	CC1CC(N)CN1C(=O)C(=O)NC(CC=2C=CC(Cl)=CC2)C=3C=CC=CN3	7.24533	0.45713
377	Z286206036	CC1=C(SC=2N=C(N=C(C)C12)C3CC3)C(=O)NCC4=CC=CN=C4	7.2441	0.84214
378	Z423956368	O=C(NCC=1C=CC=NC1N2C=NC=N2)C3=CN(CC=4C=CC=CC4)N=N3	7.24373	0.6813
