Rank	LigandID	SMILES	AutoDockAffinity(kcal/mol)	GNINAaffinity(kcal/mol)	CNNscore
17950	Z513326462	O=C(NCC=1C=CC=C(C1)N2CCCC2=O)N3CCCC(CO)C3	-5.810000	5.244860	0.097920
17951	Z1969489416	CCN1C=CN=C1C2CCCCN2C(=O)NC=3C=CC=NN3	-5.080000	5.437200	0.097890
17952	Z27741896	CC=1C=C(N=C(C)N1)NS(=O)(=O)C=2C=CC(=CC2)NC(=O)C(C)N3C(=O)C=4C=CC=CC4C3=O	-6.300000	5.729460	0.097870
17953	Z2590384424	N/A	-6.270000	4.335070	0.097830
17954	Z871837800	NCC1CCN(CCC=2C=CC(=CC2)[N+]([O-])=O)CC1	-5.710000	4.391420	0.097800
17955	Z429430110	CC1=CC=C(CN(C)C(=O)C2=CC=CC(=C2)C(=O)O)O1	-4.990000	3.936760	0.097770
17956	Z1267799221	O=C(O)C1CN(CC=2C=CC=CC21)C(=O)C=3C=CC=C4C=CNC34	-6.400000	4.795680	0.097760
17957	Z1459358692	Cl.CC(C)C(=O)NC=1C=CC=C2C1CCCN2C(=O)CC3CCNCC3	-6.320000	5.003540	0.097760
17958	Z2951615787	CC=1N=C(O)C=2CN(CC2N1)C(C)C3=NN=NN3C	-5.290000	4.826570	0.097740
17959	Z2027423697	CC(C)CN1CCOC(CNC(=O)C(CO)C=2C=CC(F)=CC2)C1	-4.900000	4.487610	0.097710
17960	Z2144013733	C1=CC=2CN(CCCC2O1)C3=CC(=NC=N3)NCC4CC4	-3.330000	5.383270	0.097710
17961	Z31233078	CC(C)(C)NS(=O)(=O)C1=CC=C(NC2CC2)C(=C1)[N+]([O-])=O	-5.480000	4.551750	0.097690
17962	Z2308580631	O=C(N[C@H]1CCC[C@H]1F)N2CCN(CC2)C(=O)C=3C=CC(F)=CC3	-4.330000	4.349170	0.097650
17963	Z505738926	CN(C(=O)NC1CCCCNC1=O)C2CCS(=O)(=O)C2	-3.830000	4.628470	0.097620
17964	Z992946808	CC=1C=CC(=CC1)C(=O)NC=2SC=3C=CC=CC3C(=O)C2C=4C=CC=CC4	-5.970000	5.656890	0.097620
17965	Z2438892265	O=C(CCC1CCNC1)NC2=CC=CC=3CCCOC23	-5.500000	3.759270	0.097590
17966	Z1815563450	CC=1C=CC(NCCC2CCCO2)=C(C1)OCC(F)(F)F	-4.370000	5.373290	0.097580
17967	Z4144022061	CC1(C)[C@@H]2C[C@H]1C(=CC2)CCNC(=O)C3=CN(CC(=O)O)N=N3	-6.210000	5.265170	0.097580
17968	Z804090876	CCN(CC)C1=NC=2SC(=CC2S1)C(=O)NC=3C=CN=CC3	-4.990000	4.958660	0.097580
17969	Z1736438942	CCC1=NC=2C=CC=CC2N1CC3=NC=4C=CC(=CC4C(=O)N3)OC	-5.780000	3.856690	0.097570
17970	Z94556442	CC1=NN(CC(=O)NC2=CC=C(F)C(F)=C2)C(=O)C(C#N)=C1C	-4.720000	4.465920	0.097560
17971	Z56857597	O=C(COC(=O)C1=CC=C(C=C1O)NS(=O)(=O)C2=CC=CS2)NC3CCCCC3	-6.260000	4.557170	0.097530
17972	Z2569553100	CC1=CC(=CC(=C1)C(=O)O)S(=O)(=O)NCCC=2C=NC=C(C)N2	-5.970000	4.946610	0.097510
17973	Z2056514373	COCC1(CCC1)NC(=O)NC=2C=CC(C)=C(C2)S(C)(=O)=O	-5.830000	5.319770	0.097440
17974	Z2054562463	CO[C@H]1C[C@@H](CN(C)C(=O)C=2OC=3C(C)=CC=CC3C2C)N(C)C1	-5.530000	4.194650	0.097430
17975	Z1823326891	COC1CCC(C1)NC(=O)NC=2C=CC=C(C2)N(C)C(C)C	-5.410000	5.375770	0.097400
17976	Z785032984	CC1=CC2=NN=C(SCCC(=O)NC=3C=CC(C#N)=C(Cl)C3)N2C(C)=N1	-5.940000	6.013740	0.097380
17977	Z2061156928	COCC1=CC=C(O1)C(=O)N2CCO[C@H](C)[C@H]2C3=NC(C)=NO3	-4.800000	4.800720	0.097370
17978	Z2011817004	CCC(C)NC(=O)C=1C=CC=C(C1)CNC(=O)N2CCOC=3C=CC=C(F)C3C2	-2.960000	5.593430	0.097270
17979	Z1230303657	NC(=O)C1CCC(CC1)NC(=O)NC=2C=CC(=CC2)OC3CCCC3	-5.780000	5.542020	0.097260
17980	Z2715653280	CC=1SC=2NC(CN3CCN(CC4=CN=C(O4)C5CC5)CC3)=NC(=O)C2C1C	-6.730000	6.233640	0.097260
17981	Z2608257971	CN1C=CN=C1COCC(=O)N2CC(C)(C)C2C=3C=CC=CC3	-4.970000	4.407280	0.097230
17982	Z1551116590	COC(=O)[C@@H](O)CNC(=O)CC=1C(C)=NN(C1C)C=2C=CC(F)=CC2	-4.840000	4.122730	0.097220
17983	Z1139414470	CN1CCN(C1=O)C2CCN(CC=3C=CC(C#N)=CC3)CC2	-5.160000	5.044230	0.097180
17984	Z2062299350	COC1(CCC1)C(=O)N(C)C[C@@H]2CCCN(C)[C@H]2C3=CC=NN3C	-4.870000	5.497160	0.097180
17985	Z1278200640	CN(C)CCN1C=CC(=N1)NC(=O)N2CCCC2C3=CC=CS3	-5.370000	5.509420	0.097140
17986	Z1319673656	COC=1N=CC(C)=CC1NC(=O)C=2OC(=NC2C)C=3C=CC=CC3	-5.600000	5.287870	0.097130
17987	Z1556179154	CC1=C(C=NN1C2CCOCC2)C(=O)NC=3C=CC(=NC3)N4CCN(C)CC4	-5.120000	5.570620	0.097130
17988	Z359417268	CC1=CC=CC2=NC(=CN12)C(=O)NC=3C=CC=NC3N4C=CC=N4	-5.050000	5.754750	0.097120
17989	Z707009686	CCCN1C(=NC=2C=CC=CC21)NC(=O)C3=CN(C)N=C3C(F)(F)F	-4.410000	5.333510	0.097120
17990	Z647680344	CC1=NOC(C)=C1CN2CCN(CC2)C(=O)C=3C=C(NN3)C(C)C	-5.850000	5.725630	0.097100
17991	Z89220993	O=C(C1=CC=CS1)N2CCN(CC3=C(N=C4C=CC=CN34)C=5C=CC=CC5)CC2	-6.430000	5.531270	0.097080
17992	Z2227752042	O=C(NC[C@H]1CC[C@@H](CO)O1)C=2N=CC=CC2OCC(F)(F)F	-2.500000	5.303330	0.097060
17993	Z14087284	CC(C)(C)N(CC=1C=CC=CC1)C(=O)CN2C(=O)NC(C)(C2=O)C=3C=CC(=CC3)[N+]([O-])=O	-6.300000	5.372840	0.097050
17994	Z30837457	COC=1C=CC(C(=O)N2CCN(CC2)C3=CC=CC=C3Cl)=C(C1)OC	-4.490000	4.268130	0.097050
17995	Z2997391675	COCC1(CC1)C2=NOC(=N2)C=3C=CN=C4NC(CC5CC5)=NC34	-6.220000	5.510390	0.097030
17996	Z3789467319	COC(C)(C)C(N)C(=O)N1CCC(CC1)N2C(=O)NC=3C=CC=CC32	-5.690000	5.719500	0.097010
17997	Z60302504	O=C(NC=1C=CC=2OCOC2C1)C3=CN=CN3C=4C=CC(F)=CC4	-4.430000	3.714980	0.096990
17998	Z384615050	CCN(CC)C(CNC(=O)C1COC=2C=CC=CC2O1)C=3C=CSC3	-4.650000	5.284680	0.096970
17999	Z2677920783	CC=1C=C(CN2CCN(C)C(C2)C3=NC(C)=NO3)SN1	-5.420000	5.450460	0.096960
18000	Z381579854	O=C(CC1=CSC(=N1)C2=CC=CO2)NC=3C=CC=CC3N4C=CC=N4	-5.420000	4.568060	0.096930
18001	Z1418790535	COC=1C=CC=C2C1CCC2NC(=O)NC3CC(=O)N(C3)C(C)(C)C	-5.550000	4.042730	0.096910
18002	Z3016332879	CCC1=NC=NC(NC2CCN(C2)C=3N=C(O)C=C(COC)N3)=C1F	-5.290000	4.723440	0.096910
18003	Z44585529	CC1=NOC(NS(=O)(=O)C=2C=CC(=CC2)NC(=O)NC=3C=CC=CC3F)=C1C	-5.980000	5.475380	0.096900
18004	Z165074746	COC=1C=CC(=CC1F)C(=O)NCC=2C=CC(=CC2)CN3C=CC=N3	-4.850000	4.525360	0.096880
18005	Z1159236847	CC=1C=CC=CC1C2CCN(CC3=CC(=O)N4N=CC=C4N3)CC2	-6.250000	5.580040	0.096870
18006	Z133956224	O=C1CCCN1C=2C=CC(=CC2)S(=O)(=O)N(CC=3C=CN=CC3)C4CC4	-5.690000	5.250680	0.096810
18007	Z1743336667	CCC1=CC=C(O1)C(COC)NC(=O)C=2C=C(C)N=C(N2)C(F)(F)F	-4.090000	4.062760	0.096810
18008	Z238588692	CC(C)C(NC=1C=CC(=CN1)[N+]([O-])=O)C=2C=CC=CC2	-5.190000	5.202350	0.096800
18009	Z2440315858	CC=1C=CC(=CC1NC(=O)C=2C=CC=CC2F)C(=O)N3CCNC(C)C3	-5.670000	5.257070	0.096790
18010	Z4605657543	N/A	-5.540000	5.836900	0.096760
18011	Z1589372183	COC=1C=C(F)C=CC1NC(=O)N2CCN(CC2)C=3C=CC(F)=CN3	-4.270000	5.347580	0.096750
18012	Z3002319829	NC1CN(CC21CCC2)C(=O)C3CCC=CCC3	-3.920000	4.235810	0.096730
18013	Z1410242594	O=C(NCC1(O)CCCC1)NC=2C=CC=3N=C(CC=4C=CC=CC4)OC3C2	-7.430000	4.705120	0.096710
18014	Z1376318763	CC1(NC(=O)N(CC=2C=CC(F)=CC2F)C1=O)C=3C=CC=4OCCOC4C3	-4.990000	5.164040	0.096700
18015	Z1486450176	CC1=CC(C)=NN1C=2C=NC=C(N2)N3CCC4(C3)NC(=O)N(C)C4=O	-5.310000	4.705480	0.096700
18016	Z1831540137	CC=1C=C(F)C(Br)=CC1NC(=O)N2CCCN(C)CC2	-2.570000	5.108770	0.096700
18017	Z2967545074	CCC(CO)NC=1C=C(N=CN1)N(C)CC=2C=CC=3OCCOC3C2	-4.290000	3.969650	0.096690
18018	Z2709214488	COCC=1C=CC=C2SC(=NC12)NC(=O)NC[C@@H]3CC=4C=CC=CC4CO3	-6.140000	4.995950	0.096680
18019	Z2047263128	CC=1C=CC=CC1CC(NCC=2C=CC(=CC2)CN3CCC(O)CC3)C4CC4	-6.580000	4.338070	0.096640
18020	Z412136914	CC(C)C1=NN=C(NC(=O)N2CCC=3C=CC=CC3C2)S1	-5.810000	4.745750	0.096640
18021	Z3540953922	COC1(COC1)C=2C=CC(=CC2)C(=O)N3CCOC(CO)C3	-4.550000	4.423100	0.096610
18022	Z1695665314	COC1=CC=2C(=NC=NC2C=C1F)NCCCN3CC(C)OC(C)C3	-4.760000	5.595010	0.096590
18023	Z235352975	COC=1C=CC=CC1OCC(O)CSC=2N=C3C=4C=CC=CC4N=CN3N2	-4.870000	5.500820	0.096550
18024	Z2012770600	CC=1CCN(CC1C2=CC=CO2)C(=O)C3CC3C	-4.900000	4.760770	0.096520
18025	Z1900801891	CCN1C=NC=2C(=NC=NC21)N3CCN(C[C@H]3C)C4CCOCC4	-5.430000	5.104190	0.096490
18026	Z2189485411	CC(NC(=O)NCC1=C2CCCCC2=NN1C)C3COC=4C=CC=CC43	-5.760000	4.889750	0.096480
18027	Z1995434884	CC(C)C1=NN(C)C=C1NC(=O)NC2(CO)CCCC3=CC=CC=C32	-5.910000	5.687070	0.096440
18028	Z1456375097	Cl.N[C@@H]1CCCC[C@H]1NC(=O)C=2C=C(C=CC2Cl)N3CCNC3=O	-6.940000	5.401040	0.096420
18029	Z1606948107	CC1=NN(C)C(C)=C1NC(=O)C=2C=NC(C)=NC2C	-4.570000	5.251080	0.096390
18030	Z1761981902	C1=CN(C=N1)CCNC=2C=C(N=CN2)NC3CCCOC3	-5.070000	5.676240	0.096390
18031	Z1362864090	CCN1C(=O)C2CN(CCN2C1=O)C(=O)C=3C=CC(C#N)=C(C)N3	-5.040000	4.674050	0.096380
18032	Z1749272193	CC=1C=CC(=CC1)CNC(=O)C2=NN=C(S2)C(Cl)=CC=3C=CC(O)=C(C3)C(=O)O	-5.890000	5.409550	0.096370
18033	Z990838972	N#CCCN1N=CC=2C(=NC=NC21)NC=3C=CC=4OCCCOC4C3	-2.320000	4.237150	0.096330
18034	Z1798245555	CNC(=O)C=1C=CC=NC1NCC(C)CN2CCCC2	-4.650000	4.694900	0.096310
18035	Z435903420	CC(C)OC=1C=CC(=CN1)CNC(=O)C=2C=CC=NC2N3CCCC3	-5.700000	5.101210	0.096310
18036	Z1268675141	CCCC1(O)CN(C1)C(=O)C=2C(=O)NN=C(C)C2C	-5.270000	4.853740	0.096300
18037	Z90948715	CC(NC(=O)C=1C=CC=CC1OCC(=O)N(C)C)C=2C=CC(=CC2)C=3C=CC=CC3	-5.430000	4.758430	0.096300
18038	Z749746388	CCCN1C=C(C=CC1=O)NC(=O)C=2OC=3C=CC(F)=CC3C2C	-5.050000	5.335430	0.096280
18039	Z763308870	O=C(NC=1C=CC=CC1OC=2C=CC=C(F)C2)N3CCNC(=O)C3	-6.260000	5.391990	0.096270
18040	Z1865816091	COC1=C(C)C=CC(NC(=O)N2CCC(CC2)C=3C=CN=CC3)=C1C	-5.230000	5.751100	0.096240
18041	Z3597573138	COC1=NSC=C1NC(=O)N2CC(CC3CC3)C2	-4.810000	3.874320	0.096240
18042	Z1244457153	CCS(=O)(=O)CC(C)NC(=O)N1CCC(CC1)C2=CC=NN2	-5.930000	5.112780	0.096220
18043	Z285529470	CC=1C=CC=C(C1)N2CCN(CC2)C(=O)C=3C=NN4C=CC=NC34	-5.110000	5.351880	0.096150
18044	Z1827838256	CCC1=NSC(=N1)N2CCCN(CC2)C(=O)C=3C=NNC3C(C)C	-3.430000	5.864760	0.096120
18045	Z650726350	O=C(NC=1N=CC=CN1)C2CCN(CCC=3C=CC=CC3)CC2	-6.240000	5.539270	0.096090
18046	Z2922711301	N/A	-5.760000	4.520060	0.096080
18047	Z440955068	O=C(CN1CCC(CC1)NC=2N=CN=C3SC=C(C=4C=CC(F)=CC4)C23)NC5CC5	-5.950000	5.631940	0.096060
18048	Z1265329282	COC=1C=CC=C(C1)N2C(=NC=3C=CC=CC32)NC(=O)C4CCOC4	-5.410000	4.436210	0.096030
18049	Z1758188559	CCC1=NC(=CS1)CC2=NN=C(O2)[C@H]3CCO[C@@H]3C=4C=CC=CC4	-6.170000	5.664250	0.096030
18050	Z118514972	CC=1C=C(NC=2C=CC(C)=C(F)C2)N3N=CN=C3N1	-5.090000	4.929630	0.096020
18051	Z2739893147	O=C(O)CCC=1C=CC=CC1C(=O)NC2CC(C2)C=3C=CC=CC3	-5.930000	4.954660	0.096000
18052	Z751914940	CCN(CC)C(=O)C=1C=CC(=CC1)CNCC2=CNN=C2C3=CC=C(C)O3	-5.470000	5.781100	0.095990
18053	Z2077779335	CCN1C=NN=C1NC(=O)C=2C=CC(=CC2)OC(F)(F)F	-4.120000	3.448080	0.095980
18054	Z2989488067	COC1(CO)CCN(CC1)C2=NN=NN2CCC3=CC=CC=C3F	-5.560000	4.892020	0.095950
18055	Z370314074	CC1CN(CC=2C=CC(=CC2)C(=O)NC=3C=CC=CC3O)CC(C)O1	-5.710000	3.846940	0.095930
18056	Z1770567264	CC1(C)CC(NCC2=NC=C(O2)C=3C=CC(C#N)=CC3)C(C)(C)O1	-6.210000	5.432600	0.095920
18057	Z3140273929	N/A	-4.560000	4.441820	0.095920
18058	Z821339268	CNC(=O)C=1C=CC(=O)N(C1)CC(=O)NCC2(CC2)C=3C=CC=CC3	-5.690000	4.816400	0.095910
18059	Z1570722199	CCC1=NN(C)C(NC2CCN(CC2)C(=O)C3=CC=CO3)=C1[N+]([O-])=O	-5.260000	5.271090	0.095900
18060	Z1275190051	CC=1SC(=NC1C=2C=CC=3CCCC3C2)NC(=O)C4=NC(=NC=C4Cl)N5CCCC5	-7.090000	6.780380	0.095880
18061	Z3690565663	O=C(O)C1=NNC=2C=CC(=CC12)NCC3=CNN=C3C=4C=CC(=CC4)C(F)(F)F	-5.620000	5.717980	0.095840
18062	Z1400991065	COC1=CC=CC(OC)=C1CC(=O)N2CCN(C)C3=CC=CC=C32	-4.500000	4.501570	0.095810
18063	Z212251826	COC1=CC=2CCN(CC3=CC(=O)N(C)C(=O)N3C)CC2C=C1OC	-4.340000	4.969210	0.095800
18064	Z1843880779	COC=1C=CC(=CC1S(=O)(=O)N2CCCCCC2)C(=O)OCC3CCC(C)(C)O3	-3.840000	4.110070	0.095790
18065	Z421620776	CC=1C=CC(=CC1)C(=O)NC2CCN(CC2)C=3C=CC=CN3	-5.350000	4.905350	0.095790
18066	Z1455248035	CC=1C(=CC=CC1N2CCNC2=O)C(=O)N[C@H](C(=O)O)C(C)C	-4.680000	5.389520	0.095720
18067	Z46521232	O=C1NC(CN2CCCC2C3=CC=CS3)=NC=4C=C(Cl)C=CC14	-6.660000	5.933680	0.095680
18068	Z2863938428	CCC1=CNC(CNC=2N=C(N=C3CCCC23)C=4C=CC=CN4)=N1	-5.920000	5.844430	0.095530
18069	Z29484586	CC=1C=CC(C)=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)C=3C=CC=CC3	-5.670000	4.717290	0.095530
18070	Z336742728	COC=1C=CC(=CC1)CN2CCCN(CC2)C(=O)C3CCCN(C3)C=4N=CC=CN4	-4.060000	4.590360	0.095530
18071	Z224844350	COC=1C=CC(=CC1OC)C2=NC(=CS2)CN3CCN(CC3)C4=NC=CS4	-4.820000	4.938190	0.095490
18072	Z744761210	O=C(CC1=NN2C=CC=NC2=N1)N3CCCN(CC=4C=CC(Cl)=CC4)CC3	-4.020000	5.580150	0.095460
18073	Z2958355968	N/A	-4.480000	4.764070	0.095420
18074	Z220405592	CN(C)C(CNC=1N=CN=C2C1C=NN2C=3C=CC=CC3)C=4C=CC=CC4	-5.500000	5.580640	0.095370
18075	Z246525144	CC=1C=CC(=CC1)OC=2C=CC(=CC2)OC3=C(N=CN3C)[N+]([O-])=O	-5.280000	3.642930	0.095340
18076	Z225790322	O=C(NC1=NC=C(CC=2C=CC=CC2)S1)C3CC(=O)NC4=CC(F)=CC=C43	-5.540000	5.876160	0.095330
18077	Z748709324	O=C(NCC=1C=CC=CC1)NC2(CCCC2)C(=O)NC3CCCCNC3=O	-3.950000	4.848810	0.095330
18078	Z4004745387	O=C(C1CCC2(CCCCC2)NC1)N3CC(CN4C=NN=C4)C5(CCC5)C3	-6.930000	5.932210	0.095320
18079	Z2164888562	CC1=NOC(C)=C1COC2CCN(CC=3C=CC=C4OCOC34)C2	-5.620000	4.902690	0.095240
18080	Z109152248	CN(C)C(=O)C=1C=CC(=CC1)NC(=O)CCC2=NC(=NO2)C=3C=CSC3	-6.380000	4.344750	0.095230
18081	Z279571578	O=C(NC=1C=CC(Cl)=C2C=CC=NC12)C=3C=CC=4C=CC=CC4N3	-5.860000	5.722770	0.095210
18082	Z1088496698	CC1=NN=NN1C2=CC(=CC=C2F)NC(=O)N3CCOC(C)(C)C3	-5.880000	4.335730	0.095200
18083	Z746453318	CC=1C=C(C(=O)N2CCN(CC2)C(=O)NC=3C=CC(F)=CC3)N(C)N1	-5.230000	5.127520	0.095200
18084	Z1323580147	CCC1CN2CCCC2CN1C(=O)NC=3C=CC=C4NC=CC34	-5.560000	5.195450	0.095180
18085	Z1940453715	CC1OCCC21CN(CCO2)C(=O)NC3=NC(=NS3)C(C)(C)C	-5.120000	5.376760	0.095160
18086	Z247573864	O=C(CC1=CSC(=N1)C=2C=CC=CC2)NC=3C=C(Cl)C=CC3OCC(F)(F)F	-4.800000	4.511410	0.095150
18087	Z1798639960	CN1C=NC(=N1)C=2C=CC(=CC2)NC(=O)N3CC(C)(C)OC(C)(C)C3	-5.070000	5.389910	0.095110
18088	Z98878569	O=C(OCC=1C=C(ON1)C2=CC=CS2)C=3C=CC=C(C3)N4C=NN=N4	-7.240000	4.121920	0.095100
18089	Z1417632770	CC1=COC(=N1)C=2C=CC(C)=C(C2)NC(=O)N3CCC(CC3)N4CCCC4	-5.890000	5.206010	0.095060
18090	Z2037251240	CN(C)C=1C=CC=CC1NC(=O)NC(C)(C)C(=O)NCC(C)(C)C	-5.340000	3.905940	0.095040
18091	Z1470590731	CN(C)C=1C=CC=CC1N(C)S(=O)(=O)C=2C=CC=3OCCCOC3C2	-2.980000	4.760790	0.095030
18092	Z2936914330	CCC1=NC=2C=CC=CC2N1C3CCCN(C3)C=4C=NC=CN4	-5.150000	5.157300	0.095020
18093	Z123752482	O=C(NC=1C=CC(F)=CC1)N2CCN(CC2)C=3C=CC(O)=CC3	-4.690000	4.984990	0.095010
18094	Z235902498	O=C(NCC=1C=NN(C1)C=2C=CC=CC2)C3=CN=C4SC=CN4C3=O	-5.960000	5.721760	0.094970
18095	Z44471923	CC(C(=O)NC1=CC=C(Cl)C(=C1)C(F)(F)F)N2CCC(O)CC2	-5.390000	5.339960	0.094930
18096	Z2056682764	CCC=1OC=2C=CC=CC2C1CN(C)C(=O)C3(O)CCCN(C3)C(C)=O	-5.320000	5.545740	0.094860
18097	Z3393444871	N/A	-6.420000	5.493300	0.094860
18098	Z4560504401	O=C(NCC1=NN=C(N1)C=2C=CN=CC2)C=3C=CC=C(C3)C4=NOC(=N4)C(F)(F)F	-6.600000	5.717940	0.094840
18099	Z960163090	CNC=1N=CC=CC1C(=O)NCCC=2C=CC=CN2	-4.460000	4.707450	0.094830
18100	Z1834066131	CC1=CC=C(CN(C)C(=O)CC2=NNC(=O)C=3C=CC=CC23)N=C1	-5.800000	4.963060	0.094810
18101	Z136981022	CCOC=1C=CC(=CC1OCC)C(=O)NCC(=O)N2CCCC2C3=CC=CN3C	-5.080000	4.642030	0.094780
18102	Z2452050565	CC=1C=CC(=CC1)NC=2C=CC=CC2C(=O)N3CCN(CC3)C4CCNC4	-6.460000	4.869660	0.094780
18103	Z354262470	CCN1CCN(CC1)C2=NN=C(S2)C=3C=CC=CC3	-5.220000	4.562380	0.094760
18104	Z1815917780	O=C(NCCC1=CC=C(F)C(F)=C1)N2CCCC2	-4.400000	4.888020	0.094730
18105	Z2102640073	COC=1C=CC=C(C1)C2=NOC(CN(CC=3C=CC(F)=CC3)C4CCOCC4)=N2	-5.720000	5.609320	0.094730
18106	Z1657330247	O=C(NC=1C=CC(=NC1)C(=O)N2CCCCC2)N3CC4CCCC4C3	-5.780000	5.647980	0.094710
18107	Z1772824390	CC1CN(CC(C)(C)O)CCN1C(=O)NC=2C=CC=3CCN(C)C3C2	-5.310000	5.220310	0.094670
18108	Z1844934194	CCS(=O)(=O)N(C)C1CCN(CC1)C2CCC=3C=CC=CC3NC2=O	-3.520000	3.967110	0.094620
18109	Z2388579754	COC=1C=CC(C)=CC1C(C)NC[C@@H]2CCCO[C@H]2C=3C=NNC3	-5.540000	5.482670	0.094610
18110	Z4560504681	O=S(=O)(C=1C(F)=CC=CC1F)N2CCN(CC2)C3=CC=C(F)C=C3F	-5.080000	4.526370	0.094610
18111	Z2298233146	CC1=C(C=NN1C)CCC(=O)NCC2CC(C)(C)OC3=CC=CC=C32	-5.500000	5.299280	0.094600
18112	Z2921356794	N/A	-5.460000	5.215220	0.094600
18113	Z1334447564	COC=1N=C(N=CC1Br)N2CCN(CC2)C=3C=CC(O)=CC3	-5.140000	4.766170	0.094560
18114	Z2291757454	COC1=CC=C(NC(=O)N2C[C@@H]3C[C@H](C2)C4=CC=CC(=O)N4C3)C5=CC=CN=C15	-5.390000	6.088550	0.094550
18115	Z26792937	O=C(NC=1C=CC=2NC(=O)NC2C1)C3=CC=4CCCC4S3	-6.230000	5.318230	0.094550
18116	Z4662071733	CCOCN1N=NC(C(=O)N2CCC(CC=3C=CC=CC3)CC2)=C1N	-5.860000	5.084270	0.094540
18117	Z226284184	NC=1N=CC=NC1C(=O)NCC=2C=CC(=CC2)COCC(F)(F)F	-4.270000	4.782490	0.094520
18118	Z168728080	O=C(CN1C=CC(=O)NC1=O)NC=2C=CC(=CC2)OC=3C=CC=CC3Cl	-5.650000	4.211350	0.094510
18119	Z2709988047	CN(C)C(=O)C=1C=CN=C(C1)NC(=O)NC2(CCC2)C=3C(F)=CC=CC3F	-5.410000	5.914610	0.094500
18120	Z1910867439	N#CC=1C=C(N=C2C=CC(Cl)=CC12)NC3CCN(CC4=CC=CN=C4)CC3	-5.730000	5.251510	0.094460
18121	Z2713833356	O=C(CN1CCOCC1=O)N2CCC=3N=NC(=CC3C2)N4CCCOCC4	-3.340000	5.461660	0.094460
18122	Z856262614	CC=1C=CC=CC1N2N=C(C(=O)NC=3C=CC=C4CNC(=O)C34)C=5CCCC52	-6.840000	5.850390	0.094430
18123	Z220537044	O=C(NCC1(CC1)C=2C=CC=CC2)C=3C=CC(=CC3)N4CCCCC4=O	-6.370000	5.739070	0.094420
18124	Z2227071628	CNC=1SN=C(C)C1C(=O)N2CCC(CC3=NC=4C=CC=CC4N3)CC2	-6.200000	5.882790	0.094420
18125	Z1145122584	CC=1C=CC=CC1C2CCN(CC(=O)N3CC(=O)NC=4C=CC=CC43)CC2	-6.640000	5.672910	0.094390
18126	Z1797206534	CN(C)CCN1C(=O)OC=2C=CC(=CC21)NC(=O)C3(CC4=CC=CC=C4F)CC3	-5.550000	5.579020	0.094390
18127	Z237600062	CC=1N=C(NC(=O)C=2C=CC=CC2C(F)(F)F)SC1C3=NC=CN3C	-4.560000	5.797070	0.094280
18128	Z365022208	CC1=C(C=NN1C=2C=CC=C(Cl)C2)C(=O)NC3=CC=4NC(=O)CCC4C=C3F	-6.580000	6.180570	0.094280
18129	Z1140646091	CCC1CN(CC=2N=C(N)C3=CC=CC=C3N2)CCN1CC(C)O	-6.060000	5.237070	0.094250
18130	Z808456436	O=C(CN1CCC(CC1)NC(=O)NC2CCCCC2)NC3=NC=CS3	-6.490000	5.499330	0.094250
18131	Z1991145202	C=CCN1CCC(C1=O)N(C)C(=O)NC=2C=CC(=CC2)C3CCC3	-5.170000	5.043680	0.094210
18132	Z109615490	CCCCC=1C=CC(=CC1)C(=O)N2CCN(CC(=O)NC=3C(C)=CC=CC3C)CC2	-6.790000	5.458520	0.094190
18133	Z1904669120	CN1CC(C(=O)N2CCN(CC2)C=3N=CN=C4SC=CC34)C=5C=CC=CC5C1=O	-5.480000	6.075880	0.094160
18134	Z32060457	[O-][N+](=O)C=1C=CC=C(C1)C(=O)NC=2C=C(C=CC2Cl)S(=O)(=O)NC=3C=CC=C(Cl)C3	-7.800000	5.776770	0.094160
18135	Z31176090	CC=1SC2=NC(CN3CCOCC3)=NC(NCCOC=4C=CC=CC4)=C2C1C	-5.060000	5.137890	0.094150
18136	Z2627406142	CCOC=1C=CC(=NC1C)NC(=O)N2CCCOCC2C	-1.890000	3.262360	0.094100
18137	Z136679672	CC=1C=C(C=CN1)NC(=O)C2=CN=CN2C=3C=CC=CC3	-5.200000	5.540050	0.094090
18138	Z2500065088	CN1C=NC=2NC(=O)C=C(C(=O)NCC3=NNC(=N3)C(C)(C)C)C21	-7.020000	5.486700	0.094080
18139	Z1445264848	O=C(O)C1CN(CCO1)C(=O)C=2C=CC(=CC2)N3CCCCC3=O	-5.420000	4.537020	0.094070
18140	Z3057414205	O=C(C(C=1C=CC=CC1)N2C=NC=3C=CC=CC32)N4C[C@@H]5[C@H]6CC[C@H](O6)[C@@H]5C4	-6.920000	5.352600	0.094050
18141	Z3245691143	O=C(NCCC1=CNC=2C=CC=CC12)C=3C=CN=C(C3)N4CCCCCC4	-3.910000	5.582820	0.094050
18142	Z1428279844	CCCC(O)CNC(=O)C=1C=CC=C(C1)NS(=O)(=O)C=2C=CC=CC2	-6.410000	5.541780	0.094040
18143	Z1620233950	CN1CCC2CCN(C(=O)NC=3C=CC=CC3OC(F)F)C2C1	-4.470000	5.120860	0.094020
18144	Z1962168642	CN1C(=O)C2=C(N=CN2CCN3C[C@H]4CN(C[C@H]4C3)C(=O)OC(C)(C)C)N(C)C1=O	-5.080000	5.356530	0.094000
