Rank	LigandID	SMILES	AutoDockAffinity(kcal/mol)	GNINAaffinity(kcal/mol)	CNNscore
18145	Z126042040	CC(C(=O)N1CCC=2C=CC=CC21)N3CCN(CC(=O)N4CCCCCC4)CC3	-3.780000	3.819850	0.093990
18146	Z1646755767	CCCC1=NN=C(NC(=O)N2CCCC(CC2)OC)S1	-2.900000	3.835080	0.093970
18147	Z2311337862	CCCN1CCCN(CC1=O)C(=O)NC2CCC(CC2)OC	-3.000000	4.563410	0.093950
18148	Z1391580557	CC(NC(=O)NC=1C=CC=CC1)C(=O)NC2CCN(C2)C3=NC=CC=C3F	-5.860000	5.503460	0.093940
18149	Z2361485041	O=C(O)C1CCN(C(=O)C2CC2C=3C=CC(F)=C(F)C3)C=4C=CC=CC41	-5.830000	5.943120	0.093920
18150	Z2975276982	C1=NC=2C(=NC=NC2S1)N3CCCCC3C=4N=CC=CN4	-4.390000	4.755260	0.093910
18151	Z373127558	NC(=O)CN1CCN(CC1)C=2N=CC=CC2C(F)(F)F	-4.310000	4.668900	0.093910
18152	Z2677390767	CC(C)N(C)C(=O)NCCNC=1N=CN=C2C=CC(=CC12)[N+]([O-])=O	-5.260000	4.060460	0.093900
18153	Z3173344933	CC=1C(=CN=CC1C(=O)NC(CC=2C=CC=CC2)C(C)C)C(=O)O	-5.770000	4.812070	0.093890
18154	Z2161430513	O=C(CCN1CCCC(C1)C=2C=CN=CC2)N3CCC=4C=CC=CC4C3	-6.560000	5.227770	0.093860
18155	Z56872918	C=CCN1C(N)=C(C(=O)NCCN2CCOCC2)C=3N=C4C=CC=CC4=NC31	-3.870000	5.025580	0.093860
18156	Z69158274	O=C(NC1=NN=C(S1)C2CC2)C=3C=CC(=CC3)N4C=CC=N4	-5.460000	5.163640	0.093820
18157	Z45526540	CCOC=1C=CC=CC1N2CCN(CC2)S(=O)(=O)C=3C=CC(F)=C(F)C3	-5.140000	5.179440	0.093800
18158	Z1211519207	CN(CC(=O)N1CCC(CC1)OC=2C=CC(F)=CC2)C=3N=CN=C4N=CNC34	-4.990000	5.730720	0.093750
18159	Z2961114813	N/A	-5.890000	5.429390	0.093750
18160	Z2000210148	COC=1C=CC=C(C1)C2CC(O)CN2C3=NC=CN4C=NN=C34	-4.810000	4.732730	0.093680
18161	Z2784032243	N/A	-5.760000	4.429720	0.093660
18162	Z2752945559	CON1CCC(CC(=O)NCC2CCCN2)CC1	-6.050000	4.801970	0.093620
18163	Z2603081776	CC=1C=C(F)C=CC1CC(C)NC(=O)N2CC3CCC2C(CO)C3	-5.460000	4.945670	0.093560
18164	Z943694528	CC(C)(C)CC1=NOC=2N=CC(=CC12)C(=O)NC=3C=CC(O)=CC3	-5.760000	5.749470	0.093560
18165	Z505799788	CC=1C=CC(=CC1N2C=NN=N2)NC(=O)NC3CCCCNC3=O	-4.970000	5.474710	0.093550
18166	Z67763891	O=C(CN1CSCC1=O)NC2=NC=C(CC=3C=CC(Cl)=CC3)S2	-5.530000	6.022070	0.093490
18167	Z2387227497	CO[C@@H]1CN(CC2=NOC(=N2)C(C)C)C[C@H]1C3=CN(C)N=N3	-5.940000	5.228140	0.093470
18168	Z435644742	CNC(=O)CN1CCC(CC1)NC(=O)NC=2C=CC=NC2OC	-4.480000	4.796470	0.093470
18169	Z85881198	O=C(O)C(CC=1C=CC=CC1)NC(=O)C=2SC=3C=C(F)C=CC3C2Cl	-5.210000	5.201750	0.093450
18170	Z364661264	COC=1C=CC(=CC1OC(F)F)CN(C)C(=O)C=2C=CC=3N=CSC3C2	-4.390000	4.577350	0.093440
18171	Z1907965176	COC=1C=C(C=CC1C(=O)O)NS(=O)(=O)C=2C(C)=NNC2C	-5.340000	4.997090	0.093400
18172	Z2589966500	CC1=CNC(CNC=2C=CC(=CC2)NC(=O)N3CCCCCC3)=N1	-3.470000	4.057480	0.093330
18173	Z2012026868	O=C(NCC=1C=CC=CC1OCC2CC2)N3CCOC=4C=CC=C(F)C4C3	-2.680000	3.870830	0.093320
18174	Z357304718	COC=1C=CC(=CC1)OC(C)C(=O)NCC=2C=CC(=NC2)N3CCCC3	-5.090000	5.128560	0.093300
18175	Z1971451145	CC1=NC(=NO1)C(C)(C)NC(=O)NC2=CN(C)N=C2C(C)C	-6.420000	5.945640	0.093240
18176	Z2169798643	CC1(C)NC(=O)N(CCN2CCC3(C2)CCC=4C=CC=CC4O3)C1=O	-6.510000	5.619750	0.093230
18177	Z113854058	CCC=1C=CC(=CC1)C=2N=NN(CC(=O)N3C=4C=CC=CC4NC(=O)CC3C)N2	-5.550000	4.982390	0.093220
18178	Z2704207120	N/A	-6.520000	5.713670	0.093220
18179	Z2074288645	O=C(NCC1(CCO)CC1)C2CN(CC=3C=CC=CC3)CCC2(F)F	-5.170000	4.651710	0.093180
18180	Z2891270368	CC(C)C1=NC(=NO1)C2CCCN(CC3=NC(=CO3)C(C)(C)C)C2	-6.230000	5.668000	0.093140
18181	Z1230723080	O=C1NC(=NC2=C1C=NN2C=3C=CC=CC3)OC=4C=CC=NC4	-5.200000	5.587800	0.093110
18182	Z2160229100	FC(F)C1(CCCC1)C2=NC(=NO2)C=3N=CC=C4NC=CC34	-4.840000	5.367000	0.093080
18183	Z2373449088	CC1(C)CN(CC(CO)O1)C(=O)C2=CNN=C2C=3C=COC3	-5.280000	4.898200	0.093080
18184	Z2619249510	CCC1=NOC=C1C(=O)NCC(C2=CC=CS2)N3CCCC3	-5.050000	5.585010	0.093060
18185	Z17210710	C=CCN1C(=NN=C1C=2C=CC(Cl)=CC2Cl)SCC(=O)NC=3SC=CC3C(N)=O	-6.630000	6.132790	0.093020
18186	Z2000621798	COC=1C=CC=CC1N2CCN(CC2)C(=O)NCC3=NC=NN3C(C)(C)C	-4.390000	4.407700	0.093000
18187	Z32808963	O=C(CN1CCCCCC1=O)N2CCN(CC3CCCO3)CC2	-4.020000	4.829770	0.093000
18188	Z1071460084	O=C(NCCN1CCC=2SC=CC2C1)N3CCOC(C3)C=4C=CC=C(F)C4	-6.330000	5.404630	0.092980
18189	Z1250676407	CC1CN(C(=O)CCCC2=NC3=CC=CC=C3S2)C=4C=CC=CC4NC1=O	-4.910000	5.028840	0.092980
18190	Z2845421832	N/A	-5.330000	5.109810	0.092980
18191	Z2034643283	CC(NC(=O)CN1C=NC(=N1)C2=NC=CS2)C(=O)N3CCCCC3	-5.370000	5.007400	0.092970
18192	Z2035302856	COC1(CCN(CC1)C(C(N)=O)C=2C=CC(F)=CC2)C3=NC(CC(F)(F)F)=NO3	-5.260000	4.818310	0.092950
18193	Z2229479911	CC1(C)CN(CC(O1)C(F)(F)F)C(=O)C2CCN(CC2)C3=CN=CC=N3	-4.900000	5.380340	0.092940
18194	Z33212892	[O-][N+](=O)C1=CC=C(S1)C(=O)NC=2C=CC=C(C2)S(=O)(=O)NC=3C=CC(Br)=CC3	-7.520000	5.346140	0.092940
18195	Z1440782639	CC1=CC=CC(C)=C1CCNC(=O)N2CCN(CC2)C=3C=NN(C)C3	-5.640000	4.913920	0.092930
18196	Z321010752	CC1=CC(=NO1)C2CCCN2CC(O)COC3=CC=CC(Cl)=C3	-6.330000	4.732190	0.092930
18197	Z412798944	C#CC=1C=CC=C(C1)NC(=O)N2CCN(CCC=3C=CC=CC3)CC2	-5.580000	5.059970	0.092840
18198	Z508245592	CC1CN(CCO1)C(=O)NCC=2C=CC(=NC2)N3CCCCCC3	-3.700000	3.475680	0.092780
18199	Z1865841124	CCOC=1C=CC=CC1N2CCN(CC2)C(=O)C(C)(C)NC(=O)C(F)(F)F	-4.200000	5.090840	0.092740
18200	Z90566346	COC=1C=CC(CNC2CCN(C)CC2)=C(C1)OC	-4.210000	4.104200	0.092670
18201	Z3393595554	CC=1N=C(C)C(C)=C(N1)N2CCOC(CN3CCOCC3)C2	-5.030000	4.620860	0.092640
18202	Z169618124	O=C(NCC1COC=2C=CC=CC2O1)C=3C=CC(=CC3)CN4CCCCC4	-6.410000	3.889060	0.092610
18203	Z2707486326	N/A	-5.490000	5.007020	0.092590
18204	Z2054460399	CC1=NOC(=N1)C2CN(CCN2C)C(=O)C=3C(F)=CC(C#N)=CC3F	-5.210000	4.825380	0.092580
18205	Z1413700859	O=C(O)C1CN(C(=O)C=2C=C(O)N=C3C=CC=CC23)C=4C=CC=CC41	-6.520000	4.057440	0.092560
18206	Z2762275724	CCC=1C=CC=C2C(=CNC12)CC(=O)NC=3C=NNC3C4CCNC4	-5.900000	5.529360	0.092540
18207	Z2054522451	CC1(O)CCOCC1C2CCCN2CC=3C=NN(C3)CC=4C=CC=CC4	-6.410000	5.710340	0.092530
18208	Z2329704583	CC1=C(C=NN1C)[C@H]2OCC[C@@H]2NCCC3=NC(=NO3)C=4C=CC=CC4	-6.960000	5.472750	0.092520
18209	Z4282859952	C#CCCC1(CCC(=O)NC2(CC=3C=CC(F)=C(C)C3)CC2)N=N1	-5.180000	4.668740	0.092520
18210	Z1105562476	NCC=1C=CC=C(C1)NC(=O)NC=2C=CC(=CC2)[N+]([O-])=O	-5.620000	4.426320	0.092500
18211	Z2950183873	CCC1=NN(C)C=C1NC(=O)N2CCC(C2)C3=NOC(C)=N3	-5.820000	3.434750	0.092500
18212	Z4644053691	CC1=COC(C)=C1C(=O)NC2(CC2)C3CCN(CC3)C4CCCNC4=O	-6.770000	5.836330	0.092450
18213	Z1481374335	CC1(C)CCC=2NC(=O)C(=CC2C1)C(=O)NCC3=CC=CC=C3C(F)(F)F	-5.770000	5.842960	0.092390
18214	Z2608294481	CN1C(=O)C=CC=C1C(=O)N2CCC(C2)(C3=NC(=NO3)C4CC4)C(F)(F)F	-5.090000	5.890240	0.092360
18215	Z31569515	CC(=O)NC(CC1=CNC=2C=CC=CC12)C(=O)NCC3=CC=C(C)N3C	-5.460000	4.778710	0.092350
18216	Z1433221397	CCC1=NC=2CCCC(C2S1)N(C)C(=O)C3=CC=4C=CC=CC4C(=O)N3	-6.790000	4.157120	0.092330
18217	Z51976512	O=C(CN1C(=CC=2C=CC=CC21)C=3C=CC=CC3)NCC=4C=CN=CC4	-6.150000	4.753930	0.092320
18218	Z238234264	N#CC=1C=CC=C(C1)C(=O)NCC=2C=CC(=CC2)OCC(F)(F)F	-4.560000	3.969330	0.092310
18219	Z164924554	CN(CC=1C=CC=CC1N2CCCCC2)C(=O)CCN3N=NC4=CC=CC=C4C3=O	-6.120000	5.083090	0.092290
18220	Z1578372639	CCNS(=O)(=O)C1CCN(CC(=O)N2C=3C=CC=CC3CCC2C)C1	-6.570000	4.712010	0.092240
18221	Z115667970	O=C1CCCN1C=2C=CC=CC2NS(=O)(=O)C=3C=CC=4OCCCOC4C3	-3.560000	4.120070	0.092200
18222	Z24103342	CCN1C=NC2=C1C(=O)N(CC(=O)NCC(F)(F)F)C(=O)N2CC=3C=CC=CC3	-4.910000	5.818100	0.092190
18223	Z2479723990	CN1N=CC=2C(=NC=NC21)N3CCN(C)CC3CC=4C=CC=CC4	-5.390000	5.236820	0.092190
18224	Z387509002	CN1C(=O)C2=C(N=CN2CCOC=3C=CC=C(F)C3)N(C)C1=O	-4.660000	5.178060	0.092190
18225	Z2957659162	CC(C)CN1NC(=CC1=O)CC(=O)N2CCN(CC2)C3CCCCC3	-6.280000	4.086000	0.092180
18226	Z2832191584	CC(NC1CCN(CC2CC2)C1)C=3C=CC(=CC3F)S(N)(=O)=O	-5.820000	5.142540	0.092170
18227	Z505852250	CC1=NN=C(NC(=O)NC2CCCCNC2=O)S1	-3.070000	4.788810	0.092110
18228	Z2708950703	COC=1C=C(C)C=CC1OC=2C=CC(F)=CC2NC(=O)N(C)C[C@@H]3C[C@H](O)C3	-4.180000	4.741960	0.092100
18229	Z26455668	O=C(NC=1C=CC=CC1N2CCCCC2)C3CC(=O)N(CC=4C=CC=CC4)C3	-5.740000	5.227970	0.092070
18230	Z1759894766	CC1=CN=C(CN2CCCC2C3=NC(=NO3)C(=O)NC4CC4)O1	-5.640000	5.192240	0.092040
18231	Z1377202251	CCN1CCN(CC(C)CNC(=O)N2CCS(=O)(=O)C(C)C2C)CC1	-6.180000	4.704460	0.092030
18232	Z118340150	COC=1C=CC(C)=CC1NC(=O)C2CCN(CC2)C(=O)C3=CC=CC=4C=CC=CC34	-6.700000	5.362010	0.091960
18233	Z1838202433	CCC(NC(=O)N1CC2(CCOCC2)C=3C=CC=CC31)C4=CC=CS4	-5.330000	5.723230	0.091960
18234	Z635877614	OC=1C=CC=C(C1)CNCC2=NN(C=3C=CC=CC3)C=4CCCC24	-5.900000	5.239430	0.091930
18235	Z2062048719	CN1N=CC=C1[C@@H]2NC(=O)CC[C@H]2NC(=O)CC3=CNC4=CC=CC=C34	-5.770000	5.124750	0.091870
18236	Z336800860	CCC1=C(C=NN1C=2C=CC=C(C)C2)C(=O)NC3=NN=C(N3)C=4C=CC(F)=CC4	-6.980000	6.508380	0.091810
18237	Z1731326731	CC=1C=C2C(=NC=CN2N1)N3CCOC4(CCOC4)C3	-4.560000	4.905860	0.091790
18238	Z15481145	NC(=O)NC(=O)CSC1=NC=2SC=C(C3=CC=CO3)C2C(=O)N1C=4C=CC=CC4	-5.270000	5.015170	0.091780
18239	Z992115168	CC=1NN=CC1CCCNC(=O)C=2C=NN(C2C(F)(F)F)C=3C=CC=C(Cl)C3	-6.940000	5.245520	0.091770
18240	Z2059061631	CCCN1N=CN=C1CN(C)C[C@@H]2CCCN(C)[C@H]2C3=CC=NN3C	-4.730000	5.810860	0.091700
18241	Z2062321160	CN1N=CC=C1[C@H]2[C@H](CNC(=O)CCN3C=CN=N3)CCCN2C4CC4	-5.440000	4.900610	0.091700
18242	Z915471974	CCN1N=CC=2C=CC(=CC21)NC(=O)C3=CC=4C(C)=NN(C)C4S3	-5.130000	5.532570	0.091680
18243	Z1282457482	O=C(NCC1=NN=C2CCCCCN12)N3CCC(CC3)C(F)(F)F	-3.320000	5.599550	0.091670
18244	Z2946391838	CC(C)CN1NC(=CC1=O)CC(=O)N2CCN(CC2)C=3C=CN=CC3	-5.190000	5.723870	0.091640
18245	Z2174843076	CC1=NN(C=C1C(=O)N2CC[C@H]([C@H]2C)N3CCOCC3)C=4C=CC=CC4	-6.120000	5.791850	0.091580
18246	Z1849490253	CC=1C=C(CN2CCCC(C2)N3N=CC(=CC3=O)N4CCC4)N=C(N1)N(C)C	-5.260000	5.965060	0.091560
18247	Z2000279203	NC=1C=CC=2C(=NC=NC2N1)N3CCC(CC3)S(=O)(=O)N4CCCC4	-5.480000	5.106480	0.091490
18248	Z2062264214	CN1N=CC=C1[C@H]2[C@H](CNC(=O)C3=CN4CCCCC4=N3)CCCN2C	-5.790000	5.830930	0.091470
18249	Z2687618739	CC1=NN(C=2N=CC(=CC12)C=3C=CC=CC3CO)C4CCS(=O)(=O)C4	-6.610000	5.076550	0.091470
18250	Z2997838811	N/A	-5.900000	5.631220	0.091440
18251	Z2800440872	CCC1=CN=C(CC(=O)N2CCCC(C2)C3=NOC(=N3)C4CC4)N1	-6.940000	4.866990	0.091430
18252	Z2215750598	CC=1SC=2N=C(CNC(C=3C=CC=CC3)C(F)F)NC(=O)C2C1C	-5.680000	5.646260	0.091410
18253	Z2911043641	CC1=COC(=C1)C(=O)NC(C)C=2C=CC(=CC2)OCC(=O)O	-4.780000	3.794160	0.091390
18254	Z2207153314	O=C(CNC(=O)C1=CC=CS1)NC=2C=CC=C(C2)CN3CCC(O)C3	-6.270000	4.121350	0.091360
18255	Z2053812720	CN1C(=O)C[C@@H](CNC=2C=CC(C#N)=NC2)[C@@H]1C=3C=CC=NC3	-5.250000	5.239220	0.091350
18256	Z56844948	CC=1C=C(N)N(N1)C=2N=CN=C3SC=C(C=4C=CC(C)=CC4)C23	-5.050000	5.064110	0.091340
18257	Z106817598	O=C(CN1CCC=2SC=CC2C1C3CC3)NCC=4C=CC=5OCOC5C4	-5.880000	4.172200	0.091320
18258	Z98930942	COC=1C=CC(=CC1)CN(C(=O)CSC2=NN=C(O2)C3=CC=CN3)C4CC4	-5.880000	5.819580	0.091290
18259	Z1869274506	CN1CC(CC1=O)N2C(=O)NC3(CCSCC3)C2=O	-5.140000	4.002440	0.091270
18260	Z1646780496	CCC(CO)(CO)NC(=O)NC=1C=CC(=C(Cl)C1)C(C#N)C=2C=CC=CC2	-4.750000	5.508760	0.091260
18261	Z2242001569	COC(C)C1=NOC(CN(CC2=NC=CS2)C3CC43CCNCC4)=N1	-5.680000	5.795940	0.091250
18262	Z985663118	CC1=CN2CC(CCC2=N1)NC(=O)CCC3=NC(=NO3)C(C)(C)C	-5.830000	5.445810	0.091250
18263	Z1458843925	Cl.COC=1C=CC(=CC1C)CNC(=O)C2=CN(N=N2)C3CCNCC3	-5.850000	5.158500	0.091240
18264	Z1611118731	CCN1C=C(C=N1)CNC2=NN=C(CC=3C=CC=C(F)C3)S2	-5.600000	4.706570	0.091230
18265	Z324737060	CC=1C=CC(=CC1F)NC(=O)C2CCCN(C2)C=3C=NC=CN3	-5.260000	5.557040	0.091210
18266	Z1849392666	CN(C)C=1N=CC=CC1CNC(=O)[C@H]2C[C@]32CCOC=4C=CC(F)=CC43	-5.310000	4.391120	0.091190
18267	Z57281549	COC=1C=CC=CC1C=2C(=O)C=3C=CC(=CC3OC2C)OCC(=O)OCC=4C=CC=CC4	-5.610000	5.384870	0.091150
18268	Z1874170860	CCC(CO)N1CCN(CC1)C=2C=C(N=CN2)N3CCCC3	-4.640000	3.704450	0.091140
18269	Z1277869378	CN(C)C=1C=CC(Cl)=CC1NC(=O)NC2CCCC2CO	-5.500000	5.033480	0.091110
18270	Z2721878470	O=C(O)C=1C=CC(F)=C2CCN(CCOC3CC3(F)F)CC12	-5.310000	4.679870	0.091080
18271	Z2950280707	CN1CC(CCNC(=O)NC2=CN=C3CCOCC3=C2)CC1=O	-5.650000	4.818790	0.091060
18272	Z2398930340	O=C(CN1CCCCC(O)C1=O)NCC=2C=CC(=NC2)N3CCCC3	-2.710000	4.685000	0.091050
18273	Z450814556	CCC=1N=CN=CC1C(=O)NCCNS(=O)(=O)C=2C=CC=CC2	-5.210000	3.756210	0.091030
18274	Z1845863931	CC(C)(C)N1N=CC=C1NC(=O)NCC2CCOC=3C=CC=CC32	-5.090000	5.381520	0.091010
18275	Z19315520	O=C(CSC1=NC=NC2=CC=CC=C12)NC(=O)NC3CCCC3	-5.960000	4.895440	0.090840
18276	Z2951105350	COC=1C=C(Cl)C(Cl)=CC1NC(=O)N2CCC=3C(O)=NN(C)C3C2	-4.760000	5.888300	0.090840
18277	Z46334944	O=C(CN1CCNC(=O)C1)NC=2C=CC=CC2SC=3C=CC=CC3	-5.880000	5.026910	0.090840
18278	Z1443773707	O=C(O)C1CC21CCN(CC2)C(=O)CCN3C(=O)CCC=4C=CC=CC43	-6.230000	4.936440	0.090720
18279	Z2380464637	CCN(C(=O)CC1=CC=CC(=C1)N2CCCC2=O)C3CCN(C)CC3	-5.380000	4.951330	0.090710
18280	Z2767466261	CON1CCC(CC1)C(=O)N2CCC(CC2)C3=NC(=NO3)C4=CC=CC=N4	-6.500000	6.072660	0.090690
18281	Z1796135221	CCC(NC(=O)C=1C=CC(C#N)=C(O)C1)C2=NC=3C=CC=CC3N2	-5.900000	4.706930	0.090660
18282	Z1419687573	CC=1C=CC(=CC1)C2=NN=C(CNC=3C=CC=C(C)C3C(N)=O)O2	-6.920000	5.143180	0.090610
18283	Z3052206844	O=C(C=1C=CN=C(N1)C=2C=CC=CC2)N3CC(O)(CO)C3	-6.020000	4.870590	0.090610
18284	Z1954658135	CCC1CN(CC2(CCOC2)O1)C(=O)C=3C=CC(=NC3C)C(=O)N(C)C	-5.180000	3.544740	0.090590
18285	Z1763670094	N#CC=1C=CC(=CC1)C2(CC2)C(=O)N3CCC(CC3)C4=CNC5=CC=CC=C45	-6.680000	5.820860	0.090580
18286	Z1692921910	O=C(O)C(=O)NC1CCCN(CC=2C(F)=CC=CC2F)C1	-4.590000	3.874660	0.090560
18287	Z2760952206	CC1OCCC1(O)CN2C=NC=3C(=NC=NC32)N4CC(C4)OCC(=O)N(C)C	-5.250000	4.113480	0.090500
18288	Z1449230664	COC=1C=CC(=CC1F)C(=O)NC=2C=CN(N2)C=3C=CC=CC3Cl	-5.070000	5.222260	0.090490
18289	Z2434053141	O=C(CC1CC2CCC(C1)N2)NC=3C=CC=4N=C(SC4C3)N5CCCC5	-6.520000	5.768470	0.090470
18290	Z1787544138	O=C(N[C@H](CO)CC=1C=CC=CC1)C2CCCCC2C(=O)N3CCCC3	-6.050000	4.499150	0.090460
18291	Z2766029602	O=C(N[C@H]1COC[C@H]1OC=2C=NNC2)C=3N=C(C4CC4)N5C=CC=CC35	-4.850000	3.974960	0.090450
18292	Z1856645992	CC(C)C1=CN=C(NC(=O)NC2CCOCC2)S1	-4.820000	5.135790	0.090420
18293	Z228179586	O=C(NC1=CC=NN1CC=2C=CC=CC2Br)C3CC(=O)NC=4C=CC=CC43	-6.200000	5.825290	0.090350
18294	Z2196715075	CC(NC(=O)C1(CCCC1)C=2C=CC=NC2)C3=NC4=CC=CC=C4N3C	-5.270000	5.897990	0.090330
18295	Z1751641332	CN1C=NN=C1C2CCCN2CCC(=O)N3CCN(C)CC3	-5.290000	4.515470	0.090310
18296	Z1514783094	CNC(=O)C=1C=CC=C(N1)NC(=O)NC2CCCC(C2)C(F)(F)F	-5.570000	5.150330	0.090300
18297	Z19304411	COC=1C=CC=CC1NC(=O)CSC2=NN=C(O2)C3=CNC=4C=CC=CC34	-6.790000	5.274030	0.090230
18298	Z971085060	O=C(NC=1N=CN(CC=2C=CC=NC2)N1)C=3C=CC(F)=CC3	-5.020000	4.908580	0.090220
18299	Z2618932257	CCN(CC)C(=O)CC=1C=CC(=CC1)NC(=O)N2CC3CCC2C(CO)C3	-5.740000	5.512050	0.090190
18300	Z4896566539	CCC=1C=CC=CC1NC(=O)C=2C=C(C=3C=CC=CC3)N4C=NC(C(N)=O)=C4N2	-5.690000	4.587030	0.090180
18301	Z356451196	COC=1C=CC(=CC1)CN2CCN(CC2)C(=O)C3CC(=O)N(CC(C)C)C3	-5.000000	5.390190	0.090170
18302	Z1179981745	CC1=CC=CC(C)=C1OCCN2CCOC(C2)C3=NC=CS3	-4.630000	4.834420	0.090150
18303	Z1371316363	CC(C)NC=1C=CC(=CN1)C(=O)NCCC2=COC(=N2)C=3C=CC=CC3	-6.060000	5.559400	0.090150
18304	Z1675669763	COC(=O)C1CCC(CC1)NC(=O)C=2N=C(C)OC2C=3C=CC=CC3	-5.640000	5.722620	0.090070
18305	Z1489764574	O=C(NC1CCCN(CC=2C(F)=CC=CC2F)C1)C3CCN4C=CN=C4C3	-5.340000	5.635570	0.090050
18306	Z2435853973	O=C(NC1CC(=O)N(C1)C=2C=CC(=CC2)OC=3C=CC=CC3)C4CCNC4	-5.850000	5.187670	0.090050
18307	Z1020900862	CC(C)C(=O)NC(C1=NC(=NO1)C=2C=CC=NC2)C(C)C	-5.870000	5.475370	0.089990
18308	Z1486937720	CC1=CC=CC(C)=C1CNC(=O)NC2CCN(CC2)C(C)C=3C=CN=CC3	-6.520000	4.986120	0.089980
18309	Z2350416544	CNC(=O)NC1CCN(CC1)C(=O)C2(CCCC2)C=3C=CC=CC3C	-6.960000	4.253830	0.089960
18310	Z247447178	O=C(CC1=CN2C=CC=CC2=N1)NC=3C=CC=CC3OC4=CC=CC=C4Cl	-5.830000	5.968420	0.089960
18311	Z30412985	COC=1C=CC(Cl)=CC1C(=O)NC=2C=CC=C(C2)C3=NN=C4CCCCCN34	-3.930000	4.445230	0.089920
18312	Z2381765333	CC1=NN(C)C(C)=C1[C@H]2OCC[C@@H]2CNC(=O)C=3C=NN4C=CC=CC34	-5.540000	5.550590	0.089900
18313	Z2961127503	N/A	-5.010000	5.219750	0.089900
18314	Z573472408	O=C(CCN1CCCC(C1)C(=O)NC=2C=NC=CN2)NC3=CC=CC=C3Cl	-5.940000	5.751480	0.089890
18315	Z359325712	CC(NC=1N=CN=C2C1C=NN2C)C3CCCO3	-4.440000	5.097850	0.089860
18316	Z359417512	COC1=CN(N=C1C(=O)NC=2C=CC=NC2N3C=CC=N3)C=4C=CC=CC4	-5.780000	5.826810	0.089820
18317	Z2055729956	CO[C@@H]1C[C@@H](C2=NC(C)=NN2)N(C1)C(=O)C=3N=NN(CC4CCCC4)C3C	-6.380000	5.500000	0.089780
18318	Z3035557305	CO[C@@H]1C[C@H](CNC=2N=CC(C#N)=CC2F)N(C1)C=3C=CN=CN3	-4.520000	5.773620	0.089760
18319	Z1623886808	O=C1CC(CN1)NC=2N=CN=C3C=C(SC23)C=4C=CC(Cl)=CC4	-6.190000	5.731550	0.089710
18320	Z1407762438	CC=1C=CC(=CC1)C=2C=NC=C(C2)C(=O)NC=3C=CC=CC3C(F)(F)F	-5.420000	5.323910	0.089690
18321	Z1176691912	O=C1NC(CCN2CCC(CC2)NC3CCCC3)=NC4=CC=CC=C14	-6.370000	5.149670	0.089680
18322	Z2004861166	CCCNC(=O)CCC(=O)N1CCN(CC1C2=CC=CC(F)=C2)C(=O)OC(C)(C)C	-5.750000	4.559850	0.089680
18323	Z363236708	CC1=NN=C(NC(=O)C2=CC=C(C#N)C(C)=N2)S1	-4.630000	4.591650	0.089680
18324	Z1410597269	CC(C)C=1N=CC(Cl)=C(N1)C(=O)NC2CCCCCC2C(N)=O	-3.170000	4.189860	0.089670
18325	Z2189603743	COC=1C=CC=C(C1)C2(CNC(=O)N3CCC(O)C3(C)C)CC2	-5.150000	4.814530	0.089650
18326	Z2376836450	O=C(O)CC=1C=CC(=CC1F)NC(=O)C2=CC=3CCCCCC3NC2=O	-3.730000	3.608090	0.089640
18327	Z4521694711	CC1=CC(=O)C(=NN1)C(=O)NC2CCCN(CC2)C(=O)C3CCOC3	-3.580000	4.295250	0.089640
18328	Z2683069236	CC(C)(C)C1=NC2=CC(=CC=C2O1)NC(=O)N[C@H]3CCOC3=O	-5.210000	5.549230	0.089630
18329	Z397879248	CCOC=1C=CC(=CC1OC)CNC=2N=CN=C3C=CC=CC23	-5.060000	5.473350	0.089620
18330	Z413362552	CC=1C=CC(C)=C(C1)C(C)NC(=O)NC=2C=CC(C)=C(C2)N3C=NN=N3	-7.430000	5.518390	0.089610
18331	Z985624712	CCC1=NN=C2CCC(CN12)NC(=O)C3=CC=4C(C)=NN(C)C4S3	-6.070000	5.335550	0.089560
18332	Z119701958	O=C(CSC=1N=CN=C2SC=CC12)NCC=3C=CC(=CC3)C(=O)N4CCCCC4	-6.910000	6.092450	0.089490
18333	Z1569187617	CCCOC=1C(=CC=CC1OCC)CN2CCC(C2)C=3C=NN(C)C3	-5.360000	3.574110	0.089490
18334	Z166575220	CCNC(=O)NC(=O)C(C)SC=1N=C(NC2CC2)C=3C=CC=CC3N1	-5.670000	4.158060	0.089490
18335	Z4617219589	CN1N=C(N=C1O)C(=O)N2CCCC(C)(CC2)C=3C=CC=CC3	-3.930000	3.307550	0.089430
18336	Z1172235421	ClC=1C=CC=CC1CN2N=CC=3C(=NC=NC32)NC4CCCC4	-5.540000	5.784310	0.089410
18337	Z2297571508	O=C(NC1CC21CCOCC2)C(C=3C=CC=CC3)N4CCC=5C=CC=CC54	-6.430000	5.597830	0.089410
18338	Z2026320371	CC=1SC(C=CC2=CC=CC(=C2)OC(C)C)=NC1C(=O)O	-5.920000	5.510790	0.089320
18339	Z1823975981	CN(C)C1=NOC(CNC2CCN(CC2)C=3C=CC=CC3)=N1	-5.490000	5.247090	0.089300
18340	Z1883395960	COCC=1N=C(C)C=C(N1)N2CCC3(CNC=4C=CC=CC43)C2	-5.470000	4.835410	0.089300
18341	Z1670734587	CC1=CC=2C=C(C=CC2N1)NC(=O)N3CCCCC3C=4C=NNC4	-6.310000	5.823250	0.089290
